"scenario","incorp.sf","t.incorp.sf","app.mthd.rl","app.mthd.sf","app.rate.ni","app.timing","air.temp","wind.2m","rain.rate","ct","tan.app","man.source","man.dm","man.ph","app.mthd","id","stype","EF.field","source","rdDM.lf","dpH.lf","id.sep","TAN.sep.eff.sf","incorp","t.incorp","EFp.field"
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 821","lf",0.1597,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,15.97
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 822","lf",0.2438,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,24.38
"sep","none",NA,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 823","lf",0.2597,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.97
"sep","none",NA,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 824","lf",0.1606,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.06
"sep","none",NA,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 825","lf",0.252,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.2
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 826","lf",0.2597,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.97
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 827","lf",0.1606,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.06
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 828","lf",0.252,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.2
"sep","none",NA,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 829","lf",0.2616,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,26.16
"sep","none",NA,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 830","lf",0.1612,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.12
"sep","none",NA,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 831","lf",0.2572,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.72
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 832","lf",0.2616,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,26.16
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 833","lf",0.1612,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.12
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 834","lf",0.2572,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.72
"sep","none",NA,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 835","lf",0.2606,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,26.06
"sep","none",NA,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 836","lf",0.1609,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.09
"sep","none",NA,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 837","lf",0.2544,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.44
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Trailing hose","sep 838","lf",0.2606,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,26.06
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Open slot injection","sep 839","lf",0.1609,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,16.09
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.23018867924528,8,"Trailing shoe","sep 840","lf",0.2544,"Aguirre-Villegas et al. (2019)",-28.3018867924528,0.0999999999999996,4,NA,"none",NA,25.44
"sep","none",NA,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 841","lf",0.2569,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.69
"sep","none",NA,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 842","lf",0.1645,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.45
"sep","none",NA,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 843","lf",0.24,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,24
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 844","lf",0.2569,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.69
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 845","lf",0.1645,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.45
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 846","lf",0.24,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,24
"sep","none",NA,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 847","lf",0.2616,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.16
"sep","none",NA,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 848","lf",0.1657,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.57
"sep","none",NA,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 849","lf",0.2508,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.08
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 850","lf",0.2616,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.16
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 851","lf",0.1657,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.57
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 852","lf",0.2508,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.08
"sep","none",NA,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 853","lf",0.2644,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.44
"sep","none",NA,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 854","lf",0.1665,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.65
"sep","none",NA,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 855","lf",0.2579,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.79
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 856","lf",0.2644,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.44
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 857","lf",0.1665,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.65
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 858","lf",0.2579,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.79
"sep","none",NA,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 859","lf",0.266,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.6
"sep","none",NA,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 860","lf",0.167,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.7
"sep","none",NA,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 861","lf",0.2623,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.23
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 862","lf",0.266,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.6
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 863","lf",0.167,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.7
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 864","lf",0.2623,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.23
"sep","none",NA,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 865","lf",0.2652,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.52
"sep","none",NA,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 866","lf",0.1667,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.67
"sep","none",NA,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 867","lf",0.2599,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.99
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Trailing hose","sep 868","lf",0.2652,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,26.52
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Open slot injection","sep 869","lf",0.1667,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,16.67
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",4.20066127847171,8.1,"Trailing shoe","sep 870","lf",0.2599,"Bachmann et al. (2016)",-28.8023512123439,0.2,12,NA,"none",NA,25.99
"sep","none",NA,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 871","lf",0.2275,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.75
"sep","none",NA,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 872","lf",0.1509,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.09
"sep","none",NA,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 873","lf",0.2141,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,21.41
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 874","lf",0.2275,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.75
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 875","lf",0.1509,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.09
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 876","lf",0.2141,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,21.41
"sep","none",NA,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 877","lf",0.2312,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.12
"sep","none",NA,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 878","lf",0.1519,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.19
"sep","none",NA,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 879","lf",0.2227,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.27
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 880","lf",0.2312,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.12
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 881","lf",0.1519,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.19
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 882","lf",0.2227,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.27
"sep","none",NA,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 883","lf",0.2334,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.34
"sep","none",NA,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 884","lf",0.1525,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.25
"sep","none",NA,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 885","lf",0.2283,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.83
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 886","lf",0.2334,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.34
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 887","lf",0.1525,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.25
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 888","lf",0.2283,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.83
"sep","none",NA,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 889","lf",0.2347,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.47
"sep","none",NA,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 890","lf",0.1528,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.28
"sep","none",NA,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 891","lf",0.2318,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.18
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 892","lf",0.2347,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.47
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 893","lf",0.1528,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.28
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Summer",16.8762259816193,3.15624012423227,0.105925308296069,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 894","lf",0.2318,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.18
"sep","none",NA,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 895","lf",0.234,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.4
"sep","none",NA,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 896","lf",0.1527,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.27
"sep","none",NA,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 897","lf",0.2299,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.99
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Trailing hose","sep 898","lf",0.234,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,23.4
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Open slot injection","sep 899","lf",0.1527,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,15.27
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"Autumn",14.4977479635841,3.32276959833633,0.128260170445409,168,100,"Digestate",3.59130434782609,8,"Trailing shoe","sep 900","lf",0.2299,"Aguirre-Villegas et al. (2019)",-39.1304347826087,0.0999999999999996,1,NA,"none",NA,22.99
"sep","none",NA,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Trailing hose","sep 901","lf",0.2154,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.54
"sep","none",NA,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Open slot injection","sep 902","lf",0.1473,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,14.73
"sep","none",NA,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Trailing shoe","sep 903","lf",0.2046,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,20.46
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Trailing hose","sep 904","lf",0.2154,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.54
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Open slot injection","sep 905","lf",0.1473,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,14.73
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"March",4.43101207056639,4.05891613991413,0.0599629009095261,168,100,"Digestate",3.21530201342282,8,"Trailing shoe","sep 906","lf",0.2046,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,20.46
"sep","none",NA,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Trailing hose","sep 907","lf",0.2182,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.82
"sep","none",NA,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Open slot injection","sep 908","lf",0.148,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,14.8
"sep","none",NA,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Trailing shoe","sep 909","lf",0.2115,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.15
"sep incorp sf","deep",4,"Trailing hose","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Trailing hose","sep 910","lf",0.2182,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.82
"sep incorp sf","deep",4,"Open slot injection","Broadcast",0,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Open slot injection","sep 911","lf",0.148,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,14.8
"sep incorp sf","deep",4,"Trailing shoe","Broadcast",30,"April",8.23645983645984,3.84445591865745,0.0552119412831931,168,100,"Digestate",3.21530201342282,8,"Trailing shoe","sep 912","lf",0.2115,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,21.15
"sep","none",NA,"Trailing hose","Broadcast",30,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.21530201342282,8,"Trailing hose","sep 913","lf",0.22,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,22
"sep","none",NA,"Open slot injection","Broadcast",0,"May",12.4492495309568,3.48391526295633,0.0702993488962998,168,100,"Digestate",3.21530201342282,8,"Open slot injection","sep 914","lf",0.1485,"Gooch et al. (2005)",-45.503355704698,0.0999999999999996,24,NA,"none",NA,14.85
