"app.timing","cattle","digestate","pig","raw","rawred","digred","pHraw","pHdig"
"April",0.266994990225292,0.290585158652942,0.147812544901563,0.207403767563427,0.155552825672571,0.217938868989707,6.34354715654975,6.97065987419849
"Autumn",0.317379588159052,0.299026054491917,0.154053263472974,0.235716425816013,0.17678731936201,0.224269540868938,6.11404089611445,6.6773728359236
"March",0.224543998945326,0.280535451462385,0.141005807025429,0.182774902985377,0.137081177239033,0.210401588596789,6.45110190839658,7.13793441663519
"May",0.300771004438102,0.296560823367592,0.152177290006284,0.226474147222193,0.169855610416644,0.222420617525694,6.21089437435389,6.79309466773315
"Summer",0.329284730664679,0.300636889846787,0.155304024289319,0.242294377476999,0.181720783107749,0.22547766738509,6.02001706517984,6.57324287417554
