"animal","dose.kg.t","n","pH","dpH","buff.int","dose.mmol.kg","n.max"
"Afgasset",4.625,11,6.95542478145872,-0.941393400359458,NA,47.1380814546048,11
"Afgasset",4.75,11,6.94728952788477,-0.949528653933414,NA,48.4120836560806,11
"Afgasset",4.875,11,6.9392311799549,-0.957587001863286,NA,49.6860858575564,11
"Afgasset",5,11,6.93120257039701,-0.965615611421173,NA,50.9600880590322,11
"Afgasset",5.125,11,6.92328398039786,-0.973534201420324,NA,52.234090260508,11
"Afgasset",5.25,11,6.915539739619,-0.981278442199183,NA,53.5080924619838,11
"Afgasset",5.375,11,6.90787332437216,-0.988944857446019,NA,54.7820946634596,11
"Afgasset",5.5,11,6.90046374196303,-0.996354439855151,NA,56.0560968649354,11
"Afgasset",5.625,11,6.89338474633502,-1.00343343548316,NA,57.3300990664112,11
"Afgasset",5.75,11,6.88671486430178,-1.0101033175164,NA,58.604101267887,11
"Afgasset",5.875,11,6.88051822194311,-1.01629995987507,NA,59.8781034693628,11
"Afgasset",6,11,6.87462016892833,-1.02219801288985,NA,61.1521056708386,11
"Afgasset",6.125,11,6.86875370348772,-1.02806447833046,NA,62.4261078723144,11
"Afgasset",6.25,11,6.86280313587917,-1.03401504593901,NA,63.7001100737902,11
"Afgasset",6.375,11,6.85669230583647,-1.04012587598172,NA,64.974112275266,11
"Afgasset",6.5,11,6.85032146404973,-1.04649671776846,NA,66.2481144767418,11
"Afgasset",6.625,11,6.84342253077106,-1.05339565104712,NA,67.5221166782176,11
"Afgasset",6.75,11,6.83580548368206,-1.06101269813612,NA,68.7961188796934,11
"Afgasset",6.875,11,6.82761892479465,-1.06919925702353,NA,70.0701210811692,11
"Afgasset",7,11,6.81898572233952,-1.07783245947866,NA,71.344123282645,11
"Afgasset",7.125,11,6.80991664096439,-1.08690154085379,NA,72.6181254841208,11
"Afgasset",7.25,11,6.80071654246015,-1.09610163935803,NA,73.8921276855966,11
"Afgasset",7.375,11,6.79163640778194,-1.10518177403624,NA,75.1661298870724,11
"Afgasset",7.5,11,6.78277551796577,-1.11404266385241,NA,76.4401320885482,11
"Afgasset",7.625,11,6.77418416954944,-1.12263401226874,NA,77.714134290024,11
"Afgasset",7.75,11,6.76589784341522,-1.13092033840296,NA,78.9881364914999,11
"Afgasset",7.875,11,6.75803717014586,-1.13878101167232,NA,80.2621386929757,11
"Afgasset",8,11,6.75030297330416,-1.14651520851402,NA,81.5361408944515,11
"Afgasset",8.125,11,6.74248623590193,-1.15433194591625,NA,82.8101430959273,11
"Afgasset",8.25,11,6.73452725863116,-1.16229092318703,NA,84.0841452974031,11
"Afgasset",8.375,11,6.72652732163704,-1.17029086018114,NA,85.3581474988789,11
"Afgasset",8.5,11,6.71838392260879,-1.17843425920939,NA,86.6321497003547,11
"Afgasset",8.625,11,6.7101301754657,-1.18668800635248,NA,87.9061519018305,11
"Afgasset",8.75,11,6.70187258919701,-1.19494559262117,NA,89.1801541033063,11
"Afgasset",8.875,11,6.69371469103162,-1.20310349078656,NA,90.4541563047821,11
"Afgasset",9,11,6.68560933096601,-1.21120885085217,NA,91.7281585062579,11
"Afgasset",9.125,11,6.67754186219997,-1.21927631961821,NA,93.0021607077337,11
"Afgasset",9.25,11,6.66939931689281,-1.22741886492537,NA,94.2761629092095,11
"Afgasset",9.375,11,6.66113333256626,-1.23568484925192,NA,95.5501651106853,11
"Afgasset",9.5,11,6.65265100718257,-1.24416717463561,NA,96.8241673121611,11
"Afgasset",9.625,11,6.64380392256955,-1.25301425924863,NA,98.0981695136369,11
"Afgasset",9.75,11,6.63445678980835,-1.26236139200983,NA,99.3721717151127,11
"Afgasset",9.875,11,6.62434520231331,-1.27247297950487,NA,100.646173916589,11
"Afgasset",10,11,6.61319056873354,-1.28362761308464,NA,101.920176118064,11
"Afgasset",10.125,11,6.60123602419998,-1.2955821576182,NA,103.19417831954,11
"Afgasset",10.25,11,6.58881291104744,-1.30800527077074,NA,104.468180521016,11
"Afgasset",10.375,11,6.57628599464769,-1.3205321871705,NA,105.742182722492,11
"Afgasset",10.5,11,6.56395223255809,-1.33286594926009,NA,107.016184923968,11
"Afgasset",10.625,11,6.55194497786722,-1.34487320395096,NA,108.290187125443,11
"Afgasset",10.75,11,6.54017401709719,-1.356644164721,NA,109.564189326919,11
"Afgasset",10.875,11,6.52847994274754,-1.36833823907065,NA,110.838191528395,11
"Afgasset",11,11,6.51663206576042,-1.38018611605777,NA,112.112193729871,11
"Afgasset",11.125,11,6.50438278260811,-1.39243539921007,NA,113.386195931347,11
"Afgasset",11.25,11,6.49151040224752,-1.40530777957066,NA,114.660198132822,11
"Afgasset",11.375,11,6.4777842282391,-1.41903395357908,NA,115.934200334298,11
"Afgasset",11.5,11,6.46324614421583,-1.43357203760235,NA,117.208202535774,11
"Afgasset",11.625,11,6.44801426977542,-1.44880391204276,NA,118.48220473725,11
"Afgasset",11.75,11,6.4321603513431,-1.46465783047508,NA,119.756206938726,11
"Afgasset",11.875,11,6.41570836313854,-1.48110981867964,NA,121.030209140201,11
"Afgasset",12,11,6.39877868473317,-1.49803949708501,NA,122.304211341677,11
"Afgasset",12.125,11,6.38163682271055,-1.51518135910763,NA,123.578213543153,11
"Afgasset",12.25,11,6.36407678639741,-1.53274139542077,NA,124.852215744629,11
"Afgasset",12.375,11,6.34596822296853,-1.55084995884965,NA,126.126217946105,11
"Afgasset",12.5,11,6.32729349962796,-1.56952468219022,NA,127.40022014758,11
"Afgasset",12.625,11,6.3080709120899,-1.58874726972828,NA,128.674222349056,11
"Afgasset",12.75,11,6.28818742006338,-1.6086307617548,NA,129.948224550532,11
"Afgasset",12.875,11,6.26570015859809,-1.63111802322009,NA,131.222226752008,11
"Afgasset",13,11,6.23703241942337,-1.65978576239481,NA,132.496228953484,11
"Afgasset",13.125,11,6.20174199348564,-1.69507618833254,NA,133.770231154959,11
"Afgasset",13.25,11,6.15968584178608,-1.7371323400321,NA,135.044233356435,11
"Afgasset",13.375,11,6.11080195217235,-1.78601622964583,NA,136.318235557911,11
"Afgasset",13.5,10,6.26972386247967,-1.65277613752033,NA,137.592237759387,11
"Afgasset",13.625,10,6.24837559132429,-1.67412440867571,NA,138.866239960863,11
"Afgasset",13.75,10,6.22567244157278,-1.69682755842722,NA,140.140242162338,11
"Afgasset",13.875,10,6.20166280277218,-1.72083719722782,NA,141.414244363814,11
"Afgasset",14,10,6.17634689217983,-1.74615310782017,NA,142.68824656529,11
"Afgasset",14.125,10,6.14973062864621,-1.77276937135379,NA,143.962248766766,11
"Afgasset",14.25,10,6.12184308481764,-1.80065691518236,NA,145.236250968242,11
"Afgasset",14.375,10,6.09270765382459,-1.82979234617541,NA,146.510253169717,11
"Afgasset",14.5,10,6.06233467714884,-1.86016532285116,NA,147.784255371193,11
"Afgasset",14.625,10,6.03067660083257,-1.89182339916743,NA,149.058257572669,11
"Afgasset",14.75,10,5.99727945632944,-1.92522054367056,NA,150.332259774145,11
"Afgasset",14.875,10,5.96243554938125,-1.96006445061875,NA,151.606261975621,11
"Afgasset",15,9,6.18217799753659,-1.77893311357453,NA,152.880264177096,11
"Afgasset",15.125,9,6.15922063768194,-1.80189047342917,NA,154.154266378572,11
"Afgasset",15.25,9,6.13592487355697,-1.82518623755414,NA,155.428268580048,11
"Afgasset",15.375,9,6.11259532196919,-1.84851578914192,NA,156.702270781524,11
"Afgasset",15.5,9,6.08927030701392,-1.87184080409719,NA,157.976272983,11
"Afgasset",15.625,9,6.0655450463967,-1.89556606471441,NA,159.250275184476,11
"Afgasset",15.75,9,6.04107484127013,-1.92003626984098,NA,160.524277385951,11
"Afgasset",15.875,9,6.01549669697265,-1.94561441413847,NA,161.798279587427,11
"Afgasset",16,9,5.98856734090148,-1.97254377020963,NA,163.072281788903,11
"Afgasset",16.125,9,5.96004290576862,-2.00106820534249,NA,164.346283990379,11
"Afgasset",16.25,9,5.92971257248597,-2.03139853862514,NA,165.620286191855,11
"Afgasset",16.375,9,5.89753853375886,-2.06357257735225,NA,166.89428839333,11
"Afgasset",16.5,9,5.86361975874023,-2.09749135237088,NA,168.168290594806,11
"Afgasset",16.625,9,5.82795927737582,-2.13315183373529,NA,169.442292796282,11
"Afgasset",16.75,9,5.7904805197729,-2.17063059133821,NA,170.716294997758,11
"Afgasset",16.875,9,5.75108968996296,-2.21002142114815,NA,171.990297199234,11
"Afgasset",17,9,5.70949634929925,-2.25161476181186,NA,173.264299400709,11
"Afgasset",17.125,9,5.6653716774041,-2.29573943370701,NA,174.538301602185,11
"Afgasset",17.25,9,5.61821360607425,-2.34289750503686,NA,175.812303803661,11
"Afgasset",17.375,9,5.56744010482328,-2.39367100628783,NA,177.086306005137,11
"Afgasset",17.5,9,5.51291407112069,-2.44819703999042,NA,178.360308206613,11
"Afgasset",17.625,9,5.45464705452519,-2.50646405658592,NA,179.634310408088,11
"Afgasset",17.75,9,5.39298491835909,-2.56812619275202,NA,180.908312609564,11
"Afgasset",17.875,9,5.32836303448399,-2.63274807662712,NA,182.18231481104,11
"Afgasset",18,9,5.261156961753,-2.69995414935811,NA,183.456317012516,11
"Afgasset",18.125,9,5.19116459978714,-2.76994651132397,NA,184.730319213992,11
"Afgasset",18.25,9,5.11831072831126,-2.84280038279985,NA,186.004321415467,11
"Afgasset",18.375,8,5.20855913810417,-2.78769086189583,NA,187.278323616943,11
"Afgasset",18.5,8,5.14844625336725,-2.84780374663275,NA,188.552325818419,11
"Afgasset",18.625,7,5.16836759940182,-2.84734668631246,NA,189.826328019895,11
"Afgasset",18.75,7,5.10110652429326,-2.91460776142103,NA,191.100330221371,11
"Afgasset",18.875,5,5.4370700490265,-2.5289299509735,NA,192.374332422846,11
"Afgasset",19,5,5.38543410526687,-2.58056589473313,NA,193.648334624322,11
"Afgasset",19.125,5,5.33213492633558,-2.63386507366442,NA,194.922336825798,11
"Afgasset",19.25,4,5.46136662286346,-2.58238337713654,NA,196.196339027274,11
"Afgasset",19.375,4,5.41475974893131,-2.62899025106869,NA,197.47034122875,11
"Afgasset",19.5,4,5.3696598557782,-2.6740901442218,NA,198.744343430225,11
"Afgasset",19.625,4,5.32583709790611,-2.71791290209389,NA,200.018345631701,11
"Afgasset",19.75,4,5.28195888123302,-2.76179111876698,NA,201.292347833177,11
"Afgasset",19.875,4,5.23837021125325,-2.80537978874675,NA,202.566350034653,11
"Afgasset",20,3,5.50227530739511,-2.60272469260489,NA,203.840352236129,11
"Afgasset",20.125,2,6.0436377577014,-2.0513622422986,NA,205.114354437604,11
"Afgasset",20.25,2,6.03118757219845,-2.06381242780155,NA,206.38835663908,11
"Afgasset",20.375,2,6.0198891131883,-2.0751108868117,NA,207.662358840556,11
"Afgasset",20.5,2,6.00800740986112,-2.08699259013888,NA,208.936361042032,11
"Afgasset",20.625,2,5.99477060575216,-2.10022939424784,NA,210.210363243508,11
"Afgasset",20.75,2,5.97956732947511,-2.11543267052489,NA,211.484365444983,11
"Afgasset",20.875,2,5.96183770150358,-2.13316229849642,NA,212.758367646459,11
"Afgasset",21,2,5.94124107982769,-2.15375892017231,NA,214.032369847935,11
"Afgasset",21.125,2,5.91751991030419,-2.17748008969581,NA,215.306372049411,11
"Afgasset",21.25,2,5.89107745926186,-2.20392254073814,NA,216.580374250887,11
"Afgasset",21.375,2,5.8632546714169,-2.2317453285831,NA,217.854376452362,11
"Afgasset",21.5,2,5.83550538585524,-2.25949461414477,NA,219.128378653838,11
"Afgasset",21.625,2,5.80886356553813,-2.28613643446187,NA,220.402380855314,11
"Afgasset",21.75,2,5.78311541317026,-2.31188458682974,NA,221.67638305679,11
"Afgasset",21.875,2,5.75533391392571,-2.33966608607429,NA,222.950385258266,11
"Afgasset",22,2,5.72511327120854,-2.36988672879146,NA,224.224387459742,11
"Afgasset",22.125,2,5.69049918900669,-2.40450081099331,NA,225.498389661217,11
"Afgasset",22.25,2,5.64908235526036,-2.44591764473964,NA,226.772391862693,11
"Afgasset",22.375,2,5.59889364928877,-2.49610635071123,NA,228.046394064169,11
"Afgasset",22.5,2,5.53886126877335,-2.55613873122665,NA,229.320396265645,11
"Afgasset",22.625,2,5.46790038284197,-2.62709961715803,NA,230.594398467121,11
"Afgasset",22.75,2,5.38681220703325,-2.70818779296675,NA,231.868400668596,11
"Afgasset",22.875,2,5.29855531276234,-2.79644468723766,NA,233.142402870072,11
"Afgasset",23,2,5.20661418865868,-2.88838581134132,NA,234.416405071548,11
"Afgasset",23.125,2,5.11411592811769,-2.98088407188231,NA,235.690407273024,11
"Afgasset",23.25,2,5.02417058384569,-3.07082941615431,NA,236.9644094745,11
"Afgasset",23.375,2,4.93983808226133,-3.15516191773867,NA,238.238411675975,11
"Afgasset",23.5,2,4.86352908279628,-3.23147091720372,NA,239.512413877451,11
"Afgasset",23.625,2,4.79724825454392,-3.29775174545608,NA,240.786416078927,11
"Afgasset",23.75,2,4.7424839578192,-3.3525160421808,NA,242.060418280403,11
"Afgasset",23.875,2,4.69958320712996,-3.39541679287004,NA,243.334420481879,11
"Afgasset",24,1,5.35065486741403,-2.83934513258597,40.6551159490928,244.608422683354,11
"Afgasset",24.125,1,5.3309996690232,-2.8590003309768,46.6897827570922,245.88242488483,11
"Afgasset",24.25,1,5.30777605431035,-2.88222394568966,51.9207539571988,247.156427086306,11
"Afgasset",24.375,1,5.27629978807283,-2.91370021192717,55.9276123827153,248.430429287782,11
"Afgasset",24.5,1,5.23209006006444,-2.95790993993556,58.2487065027876,249.704431489258,11
"Afgasset",24.625,1,5.17105931757689,-3.01894068242311,58.3513885204376,250.978433690733,11
"Afgasset",24.75,1,5.08915363105189,-3.10084636894811,55.6969405246342,252.252435892209,11
"Afgasset",24.875,1,4.98234261049425,-3.20765738950575,49.7444588920924,253.526438093685,11
"Afgasset",25,1,4.84687292152835,-3.34312707847165,39.9273146340484,254.800440295161,11
"Kvæg",0,8,6.95125,0,50.3321391858198,0,8
"Kvæg",0.125,8,6.91926139342206,-0.0319886065779422,49.4673200277714,1.2740022014758,8
"Kvæg",0.25,8,6.88979702934546,-0.0614529706545414,49.417663822283,2.54800440295161,8
"Kvæg",0.375,8,6.86255802790333,-0.0886919720966689,50.0770665651741,3.82200660442741,8
"Kvæg",0.5,8,6.8372455092288,-0.114004490771196,51.3394242522642,5.09600880590322,8
"Kvæg",0.625,8,6.81356059345501,-0.137689406544993,53.0986328793729,6.37001100737902,8
"Kvæg",0.75,8,6.79120467383019,-0.16004532616981,55.2480280647927,7.64401320885483,8
"Kvæg",0.875,8,6.76987447363303,-0.181375526366974,57.6393192088776,8.91801541033063,8
"Kvæg",1,8,6.74922283329575,-0.202027166704251,60.0431263999321,10.1920176118064,8
"Kvæg",1.125,8,6.72888973720137,-0.222360262798629,62.2189219654001,11.4660198132822,8
"Kvæg",1.25,8,6.7085151697329,-0.242734830267095,63.9261782327255,12.740022014758,8
"Kvæg",1.375,8,6.68773911527336,-0.263510884726637,64.9243675293524,14.0140242162338,8
"Kvæg",1.5,8,6.66589085432605,-0.285359145673946,64.9914357044248,15.2880264177097,8
"Kvæg",1.625,8,6.64204307690242,-0.309206923097582,64.1912334152227,16.5620286191855,8
"Kvæg",1.75,8,6.61699364551115,-0.334256354488854,62.8946971667699,17.8360308206613,8
"Kvæg",1.875,8,6.5917120316138,-0.359537968386202,61.5064097679294,19.1100330221371,8
"Kvæg",2,8,6.56716770667194,-0.384082293328063,60.4309540275653,20.3840352236129,8
"Kvæg",2.125,8,6.54433070703484,-0.406919292965159,60.0738555969293,21.6580374250887,8
"Kvæg",2.25,8,6.52365909196419,-0.427590908035815,60.7985364570325,22.9320396265645,8
"Kvæg",2.375,8,6.50475679149362,-0.446493208506383,62.5448337864048,24.2060418280403,8
"Kvæg",2.5,8,6.48712305878266,-0.464126941217338,64.9296193798788,25.4800440295161,8
"Kvæg",2.625,8,6.47019392689234,-0.481056073107656,67.5268572967783,26.7540462309919,8
"Kvæg",2.75,8,6.45340542888368,-0.497844571116321,69.9105115964205,28.0280484324677,8
"Kvæg",2.875,8,6.4361885144349,-0.515061485565097,71.6463944842761,29.3020506339435,8
"Kvæg",2.9,8,6.43264407399666,-0.518605926003342,71.878846139466,29.5568510742387,8
"Kvæg",3,8,6.41810201032551,-0.53314798967449,72.4197412448921,30.5760528354193,8
"Kvæg",3.125,8,6.39924633437178,-0.55200366562822,72.3650148756913,31.8500550368951,8
"Kvæg",3.25,8,6.37995930402702,-0.571290695972984,71.8232888991672,33.1240572383709,8
"Kvæg",3.375,8,6.36060639539922,-0.59064360460078,71.1618025231824,34.3980594398467,8
"Kvæg",3.5,8,6.34155311153974,-0.609696888460255,70.747933040385,35.6720616413225,8
"Kvæg",3.625,8,6.32315131867175,-0.628098681328248,70.9505362416348,36.9460638427983,8
"Kvæg",3.75,8,6.30547279565262,-0.645777204347376,71.8862460239927,38.2200660442741,8
"Kvæg",3.875,8,6.28821707348438,-0.663032926515619,73.3040491056057,39.4940682457499,8
"Kvæg",4,8,6.27098992547695,-0.680260074523046,74.8411191923326,40.7680704472257,8
"Kvæg",4.125,8,6.25338780233662,-0.697862197663383,76.1205194196726,42.0420726487015,8
"Kvæg",4.25,8,6.23500709621149,-0.716242903788511,76.7648866676704,43.3160748501773,8
"Kvæg",4.375,8,6.21549212055724,-0.735757879442761,76.4335869130065,44.5900770516531,8
"Kvæg",4.5,8,6.19479919435482,-0.756450805645184,75.0965493521098,45.8640792531289,8
"Kvæg",4.625,8,6.17313898731149,-0.778111012688508,72.979738969586,47.1380814546048,8
"Kvæg",4.75,8,6.15081660299608,-0.800433397003924,70.4888652403668,48.4120836560806,8
"Kvæg",4.875,8,6.12815080965933,-0.823099190340666,68.0665119033061,49.6860858575564,8
"Kvæg",5,8,6.10546379381203,-0.845786206187973,66.1585656175079,50.9600880590322,8
"Kvæg",5.125,8,6.08300360354886,-0.868246396451135,65.1507711812145,52.234090260508,8
"Kvæg",5.25,8,6.06084255249842,-0.890407447501579,65.2261175666351,53.5080924619838,8
"Kvæg",5.375,8,6.03894479102702,-0.912305208972983,66.3967815999793,54.7820946634596,8
"Kvæg",5.5,8,6.0171447400355,-0.934105259964503,68.3088016733241,56.0560968649354,8
"Kvæg",5.625,8,5.99524849218874,-0.95600150781126,70.5203862086632,57.3300990664112,8
"Kvæg",5.75,8,5.97305154328981,-0.978198456710191,72.5776790771886,58.604101267887,8
"Kvæg",5.875,8,5.95038938430084,-1.00086061569916,74.0956527615761,59.8781034693628,8
"Kvæg",6,8,5.92704816106141,-1.02420183893859,74.6791808156353,61.1521056708386,8
"Kvæg",6.125,8,5.90281818447141,-1.04843181552859,74.0242347005051,62.4261078723144,8
"Kvæg",6.25,8,5.87762492441638,-1.07362507558362,72.3040043340201,63.7001100737902,8
"Kvæg",6.375,8,5.85143166819138,-1.09981833180862,69.8165374539923,64.974112275266,8
"Kvæg",6.5,8,5.82423173626535,-1.12701826373465,66.8551445896421,66.2481144767418,8
"Kvæg",6.625,8,5.79612236541943,-1.15512763458057,63.7022003839914,67.5221166782176,8
"Kvæg",6.75,8,5.76738430267128,-1.18386569732872,60.8337264680427,68.7961188796934,8
"Kvæg",6.875,8,5.7383608227386,-1.2128891772614,58.7000100855685,70.0701210811692,8
"Kvæg",7,8,5.70935106292051,-1.24189893707949,57.4030950898825,71.344123282645,8
"Kvæg",7.125,8,5.68062818621293,-1.27062181378707,56.9426294981466,72.6181254841208,8
"Kvæg",7.25,8,5.65235002951237,-1.29889997048763,57.2478907332303,73.8921276855966,8
"Kvæg",7.375,8,5.62446457824543,-1.32678542175457,58.1015581286337,75.1661298870724,8
"Kvæg",7.5,8,5.59675672966027,-1.35449327033973,59.0934874483948,76.4401320885482,8
"Kvæg",7.625,8,5.56893955020437,-1.38231044979563,59.809102792625,77.714134290024,8
"Kvæg",7.75,8,5.54068134414902,-1.41056865585098,59.9333344657868,78.9881364914999,8
"Kvæg",7.875,8,5.51168826083097,-1.43956173916903,59.2434264900397,80.2621386929757,8
"Kvæg",8,7,5.66812794338508,-1.2825863423292,63.3372149715332,81.5361408944515,8
"Kvæg",8.125,7,5.64307085926522,-1.30764342644907,61.1386544634565,82.8101430959273,8
"Kvæg",8.25,7,5.61762377208323,-1.33309051363106,58.6675529070797,84.0841452974031,8
"Kvæg",8.375,7,5.59201621480014,-1.35869807091414,56.2774432795332,85.3581474988789,8
"Kvæg",8.5,7,5.56650353483474,-1.38421075087955,54.3497765802113,86.6321497003547,8
"Kvæg",8.625,7,5.54125548742143,-1.40945879829285,53.1063592687596,87.9061519018305,8
"Kvæg",8.75,7,5.51620017798063,-1.43451410773365,52.4644537840397,89.1801541033063,8
"Kvæg",8.875,7,5.49118730212524,-1.45952698358904,52.274439432038,90.4541563047821,8
"Kvæg",9,7,5.46602548334267,-1.48468880237161,52.2968810835545,91.7281585062579,8
"Kvæg",9.125,7,5.44058148183257,-1.51013280388172,52.3173788265809,93.0021607077337,8
"Kvæg",9.25,7,5.41476765337267,-1.53594663234161,52.1234427801758,94.2761629092095,8
"Kvæg",9.375,7,5.3886048919035,-1.56210939381078,51.6448674252332,95.5501651106853,8
"Kvæg",9.5,7,5.36226069739953,-1.58845358831475,50.9594519938777,96.8241673121611,8
"Kvæg",9.625,7,5.33592483024498,-1.61478945546931,50.1719810402153,98.0981695136369,8
"Kvæg",9.75,7,5.30987253031273,-1.64084175540155,49.5018270127589,99.3721717151127,8
"Kvæg",9.875,7,5.28426939882429,-1.66644488689,49.0836318928103,100.646173916589,8
"Kvæg",10,7,5.25920677206334,-1.69150751365094,48.9977669515737,101.920176118064,8
"Kvæg",10.125,7,5.23473032391121,-1.71598396180308,49.2535032040247,103.19417831954,8
"Kvæg",10.25,7,5.21082494461844,-1.73988934109585,49.8116532350279,104.468180521016,8
"Kvæg",10.375,6,5.27934876765562,-1.71481789901105,51.6352493262956,105.742182722492,8
"Kvæg",10.5,6,5.25528255411773,-1.73888411254894,51.7932612243281,107.016184923968,8
"Kvæg",10.625,6,5.23111107911911,-1.76305558754756,51.7863857936334,108.290187125443,8
"Kvæg",10.75,6,5.20689526099594,-1.78727140567073,51.6608189679326,109.564189326919,8
"Kvæg",10.875,6,5.18268900984157,-1.8114776568251,51.4995647907282,110.838191528395,8
"Kvæg",11,6,5.158573449747,-1.83559321691967,51.4113234181717,112.112193729871,8
"Kvæg",11.125,6,5.13462145374062,-1.85954521292605,51.5079660710587,113.386195931347,8
"Kvæg",11.25,6,5.11085233347061,-1.88331433319605,51.8795751558651,114.660198132822,8
"Kvæg",11.375,6,5.08715272100944,-1.90701394565723,52.4591152164093,115.934200334298,8
"Kvæg",11.5,6,5.06347928012914,-1.93068738653753,53.1815789832088,117.208202535774,8
"Kvæg",11.625,5,5.13808927097907,-1.90891072902093,57.0731589914715,118.48220473725,8
"Kvæg",11.75,5,5.1165606967617,-1.9304393032383,58.4958426782131,119.756206938726,8
"Kvæg",11.875,5,5.09529471465108,-1.95170528534892,59.9969669455774,121.030209140201,8
"Kvæg",12,5,5.07436975658395,-1.97263024341605,61.5872072453649,122.304211341677,8
"Kvæg",12.125,3,5.22512936243581,-1.87987063756419,54.2840656132482,123.578213543153,8
"Kvæg",12.25,2,5.40662108469292,-1.79587891530708,43.9347247790147,124.852215744629,8
"Kvæg",12.375,2,5.37764730468515,-1.82485269531485,43.3122296375088,126.126217946105,8
"Kvæg",12.5,2,5.34716028891792,-1.85533971108208,42.591238124194,127.40022014758,8
"Kvæg",12.625,2,5.31457346204841,-1.88792653795159,41.7142171351088,128.674222349056,8
"Kvæg",12.75,2,5.27934148990262,-1.92315851009738,40.5347385227912,129.948224550532,8
"Kvæg",12.875,2,5.2415306171135,-1.9609693828865,39.0118103550553,131.222226752008,8
"Kvæg",13,2,5.20183666535415,-2.00066333464585,37.2838425314492,132.496228953484,8
"Kvæg",13.125,2,5.16104302390086,-2.04145697609914,35.5174214071794,133.770231154959,8
"Kvæg",13.25,2,5.11993345381004,-2.08256654618996,33.8800977119879,135.044233356435,8
"Kvæg",13.375,2,5.07929719961748,-2.12320280038252,32.5547323297101,136.318235557911,8
"Kvæg",13.5,2,5.03945242100773,-2.16304757899227,31.7039123619728,137.592237759387,8
"Kvæg",13.625,2,4.9991416185725,-2.2033583814275,31.350507891833,138.866239960863,8
"Kvæg",13.75,2,4.95671000094502,-2.24578999905498,31.4612595293983,140.140242162338,8
"Kvæg",13.875,1,5.0018857882189,-2.3031142117811,22.744011601242,141.414244363814,8
"Kvæg",14,1,4.91990894779089,-2.38509105220911,21.8819519172621,142.68824656529,8
