"animal","dose.kg.t","n","pH","dpH","buff.int","dose.mmol.kg","n.max"
"Kvæg",14.125,1,4.82010722555601,-2.48489277444399,20.624193639526,143.962248766766,8
"Kvæg",14.25,1,4.70104752631144,-2.60395247368856,18.9113678346063,145.236250968242,8
"Kvæg",14.375,1,4.5662660920219,-2.7387339079781,16.8879657722663,146.510253169717,8
"Kvæg",14.5,1,4.4199556811402,-2.8850443188598,14.7163617446072,147.784255371193,8
"Kvæg",14.625,1,4.26630905211916,-3.03869094788084,12.5589300437303,149.058257572669,8
"Kvæg",14.75,1,4.10951896341158,-3.19548103658842,10.5780449617368,150.332259774145,8
"Kvæg",14.875,1,3.95385107309497,-3.35114892690503,8.93212933643438,151.606261975621,8
"Kvæg",15,1,3.80455712475996,-3.50044287524004,7.73893349445624,152.880264177096,8
"Kvæg",15.125,1,3.66374154190415,-3.64125845809585,7.09040787209808,154.154266378572,8
"Kvæg",15.25,1,3.5324128923834,-3.7725871076166,7.0778118259221,155.428268580048,8
"Kvæg",15.375,1,3.41157974405353,-3.89342025594647,7.79240471249048,156.702270781524,8
"Slagtesvin",0,7,7.19928571428571,0,-2.81668221647853,0,7
"Slagtesvin",0.125,7,7.1527111371061,-0.0465745771796175,5.05338761746876,1.2740022014758,7
"Slagtesvin",0.25,7,7.10877297234589,-0.0905127419398232,12.0999137832813,2.54800440295161,7
"Slagtesvin",0.375,7,7.06728361850542,-0.132002095780292,18.3700831524697,3.82200660442741,7
"Slagtesvin",0.5,7,7.02805547408501,-0.171230240200699,23.9110825965443,5.09600880590322,7
"Slagtesvin",0.625,7,6.99090093758499,-0.208384776700719,28.7700989870157,6.37001100737902,7
"Slagtesvin",0.75,7,6.9556381405947,-0.243647573691012,32.9927976458341,7.64401320885483,7
"Slagtesvin",0.875,7,6.92213065250894,-0.27715506177677,36.6028005468321,8.91801541033063,7
"Slagtesvin",1,7,6.89018081869681,-0.309104895588904,39.6107309740135,10.1920176118064,7
"Slagtesvin",1.125,7,6.85957305210479,-0.339712662180921,42.027609562039,11.4660198132822,7
"Slagtesvin",1.25,7,6.83009176567939,-0.369193948606329,43.8644569455693,12.740022014758,7
"Slagtesvin",1.375,7,6.80152142353166,-0.397764290754051,45.1323334522317,14.0140242162338,7
"Slagtesvin",1.5,7,6.77368466991998,-0.425601044365734,45.9010749576741,15.2880264177097,7
"Slagtesvin",1.625,7,6.74655182676046,-0.45273388752525,46.3910386868655,16.5620286191855,7
"Slagtesvin",1.75,7,6.72024621675838,-0.47903949752734,46.8408293119006,17.8360308206613,7
"Slagtesvin",1.875,7,6.69490403516894,-0.504381679116771,47.4891947832858,19.1100330221371,7
"Slagtesvin",2,7,6.6706614772474,-0.528624237038315,48.5748830515271,20.3840352236129,7
"Slagtesvin",2.125,7,6.64764565856417,-0.551640055721543,50.3262790415608,21.6580374250887,7
"Slagtesvin",2.25,7,6.62589262622601,-0.573393088059699,52.8062770600173,22.9320396265645,7
"Slagtesvin",2.375,7,6.60527006744581,-0.594015646839909,55.8486810736734,24.2060418280403,7
"Slagtesvin",2.5,7,6.58555794571866,-0.613727768567056,59.2406070209204,25.4800440295161,7
"Slagtesvin",2.625,7,6.56653608897969,-0.632749625306022,62.7693027740971,26.7540462309919,7
"Slagtesvin",2.75,7,6.54798442953781,-0.651301284747907,66.2221629168992,28.0280484324677,7
"Slagtesvin",2.875,7,6.52970818120463,-0.669577533081088,69.4521169665539,29.3020506339435,7
"Slagtesvin",2.9,7,6.52607852888761,-0.673207185398101,70.086902444411,29.5568510742387,7
"Slagtesvin",3,7,6.51166622900053,-0.687619485285189,72.7003444546718,30.5760528354193,7
"Slagtesvin",3.125,7,6.49398036206249,-0.70530535222322,76.3285878379005,31.8500550368951,7
"Slagtesvin",3.25,7,6.47680682415895,-0.722478890126765,80.6696943810865,33.1240572383709,7
"Slagtesvin",3.375,7,6.46030246161724,-0.738983252668473,86.0580064607976,34.3980594398467,7
"Slagtesvin",3.5,7,6.44461913395826,-0.754666580327458,92.8143150886052,35.6720616413225,7
"Slagtesvin",3.625,7,6.42980298180593,-0.769482732479779,100.876605348812,36.9460638427983,7
"Slagtesvin",3.75,7,6.41564371769265,-0.783641996593069,109.498919729959,38.2200660442741,7
"Slagtesvin",3.875,7,6.40184364311368,-0.797442071172031,117.974362692568,39.4940682457499,7
"Slagtesvin",4,7,6.38807457346804,-0.81121114081767,125.585580296435,40.7680704472257,7
"Slagtesvin",4.125,7,6.37400701081106,-0.825278703474658,131.611188720414,42.0420726487015,7
"Slagtesvin",4.25,7,6.3593586441811,-0.839927070104616,135.481952252878,43.3160748501773,7
"Slagtesvin",4.375,7,6.34405784407264,-0.855227870213069,137.308586011606,44.5900770516531,7
"Slagtesvin",4.5,7,6.32825188252388,-0.871033831761837,137.637190073147,45.8640792531289,7
"Slagtesvin",4.625,7,6.31212062900298,-0.887165085282738,136.890413269742,47.1380814546048,7
"Slagtesvin",4.75,7,6.29586496098613,-0.903420753299581,135.541451480645,48.4120836560806,7
"Slagtesvin",4.875,7,6.27967652879027,-0.919609185495442,134.0385959361,49.6860858575564,7
"Slagtesvin",5,7,6.26366364724092,-0.935622067044793,132.681036086914,50.9600880590322,7
"Slagtesvin",5.125,7,6.24778863541545,-0.951497078870265,131.708659250692,52.234090260508,7
"Slagtesvin",5.25,7,6.23194174545754,-0.967343968828177,131.246525109847,53.5080924619838,7
"Slagtesvin",5.375,7,6.2160636968732,-0.983222017412514,131.572317439421,54.7820946634596,7
"Slagtesvin",5.5,7,6.20009982441301,-0.999185889872709,132.935696912699,56.0560968649354,7
"Slagtesvin",5.625,7,6.18402690291242,-1.01525881137329,135.594677218488,57.3300990664112,7
"Slagtesvin",5.75,7,6.16784437046144,-1.03144134382428,139.059126348264,58.604101267887,7
"Slagtesvin",5.875,7,6.15158212880356,-1.04770358548215,142.41614612241,59.8781034693628,7
"Slagtesvin",6,7,6.13523593677124,-1.06404977751447,144.94245882098,61.1521056708386,7
"Slagtesvin",6.125,7,6.11870151371285,-1.08058420057287,145.795277640704,62.4261078723144,7
"Slagtesvin",6.25,7,6.10184793352196,-1.09743778076375,144.076488521345,63.7001100737902,7
"Slagtesvin",6.375,7,6.08453165717805,-1.11475405710767,139.38967335436,64.974112275266,7
"Slagtesvin",6.5,7,6.06672043045255,-1.13256528383317,132.78879978292,66.2481144767418,7
"Slagtesvin",6.625,7,6.04846511963087,-1.15082059465484,125.464141998038,67.5221166782176,7
"Slagtesvin",6.75,7,6.02992718661074,-1.16935852767497,118.380098744039,68.7961188796934,7
"Slagtesvin",6.875,7,6.01138085862206,-1.18790485566365,112.690949558255,70.0701210811692,7
"Slagtesvin",7,7,5.99312135851805,-1.20616435576766,109.587956438853,71.344123282645,7
"Slagtesvin",7.125,7,5.97536961919675,-1.22391609508896,109.191001848705,72.6181254841208,7
"Slagtesvin",7.25,7,5.95812776624421,-1.2411579480415,110.622565987734,73.8921276855966,7
"Slagtesvin",7.375,7,5.94132631187989,-1.25795940240583,113.095870872422,75.1661298870724,7
"Slagtesvin",7.5,7,5.92481927766799,-1.27446643661773,115.856212128077,76.4401320885482,7
"Slagtesvin",7.625,7,5.90838647428142,-1.29089924000429,117.90179584454,77.714134290024,7
"Slagtesvin",7.75,7,5.89181663796166,-1.30746907632405,118.427349038858,78.9881364914999,7
"Slagtesvin",7.875,7,5.87502084945541,-1.3242648648303,117.590652572229,80.2621386929757,7
"Slagtesvin",8,7,5.8580136511456,-1.34127206314011,115.909128581757,81.5361408944515,7
"Slagtesvin",8.125,7,5.84074316909625,-1.35854254518946,113.615967666331,82.8101430959273,7
"Slagtesvin",8.25,7,5.82315947919746,-1.37612623508825,110.95599688311,84.0841452974031,7
"Slagtesvin",8.375,7,5.80525401380493,-1.39403170048079,108.318024309573,85.3581474988789,7
"Slagtesvin",8.5,6,5.93454240346214,-1.3937909298712,110.511383716858,86.6321497003547,7
"Slagtesvin",8.625,6,5.91589930789738,-1.41243402543596,108.633894313815,87.9061519018305,7
"Slagtesvin",8.75,6,5.89685208225286,-1.43148125108048,106.041172024873,89.1801541033063,7
"Slagtesvin",8.875,6,5.87741448434143,-1.45091884899191,103.171666303773,90.4541563047821,7
"Slagtesvin",9,6,5.85758753978251,-1.47074579355082,100.520951454754,91.7281585062579,7
"Slagtesvin",9.125,6,5.83739607904907,-1.49093725428426,98.5061545695098,93.0021607077337,7
"Slagtesvin",9.25,5,6.05467490541475,-1.34532509458525,105.480309377523,94.2761629092095,7
"Slagtesvin",9.375,5,6.03448135743859,-1.36551864256141,106.775301236722,95.5501651106853,7
"Slagtesvin",9.5,5,6.0141957199138,-1.3858042800862,110.15135971306,96.8241673121611,7
"Slagtesvin",9.625,5,5.99385001032981,-1.40614998967019,114.543453200171,98.0981695136369,7
"Slagtesvin",9.75,5,5.97349080775725,-1.42650919224275,118.87447595445,99.3721717151127,7
"Slagtesvin",9.875,5,5.95312364795826,-1.44687635204174,122.286651940038,100.646173916589,7
"Slagtesvin",10,5,5.93275575492421,-1.46724424507579,124.048719432702,101.920176118064,7
"Slagtesvin",10.125,4,6.19499455846491,-1.34750544153509,137.565532394667,103.19417831954,7
"Slagtesvin",10.25,4,6.17402487313898,-1.36847512686101,133.935066456016,104.468180521016,7
"Slagtesvin",10.375,4,6.15299156339619,-1.38950843660381,128.821948344186,105.742182722492,7
"Slagtesvin",10.5,4,6.13173968358669,-1.41076031641331,123.300229094716,107.016184923968,7
"Slagtesvin",10.625,4,6.11012350455493,-1.43237649544507,118.241906924995,108.290187125443,7
"Slagtesvin",10.75,4,6.08799406134253,-1.45450593865747,114.473998062056,109.564189326919,7
"Slagtesvin",10.875,4,6.06519651809398,-1.47730348190602,112.700623488629,110.838191528395,7
"Slagtesvin",11,4,6.04155420885317,-1.50094579114683,112.667294243541,112.112193729871,7
"Slagtesvin",11.125,4,6.01693455456134,-1.52556544543866,113.80760719373,113.386195931347,7
"Slagtesvin",11.25,4,5.99119539117245,-1.55130460882755,115.448529636893,114.660198132822,7
"Slagtesvin",11.375,4,5.96418681610616,-1.57831318389384,116.839445136072,115.934200334298,7
"Slagtesvin",11.5,4,5.93575964719515,-1.60674035280485,117.237798098387,117.208202535774,7
"Slagtesvin",11.625,3,6.33776993496876,-1.2788967316979,145.845131806746,118.48220473725,7
"Slagtesvin",11.75,3,6.31075317344912,-1.30591349321755,142.164755660362,119.756206938726,7
"Slagtesvin",11.875,3,6.28068208357738,-1.33598458308928,136.162939856655,121.030209140201,7
"Slagtesvin",12,3,6.24699331373355,-1.36967335293311,128.731369091943,122.304211341677,7
"Slagtesvin",12.125,3,6.20915403991041,-1.40751262675626,120.981559135045,123.578213543153,7
"Slagtesvin",12.25,3,6.16663307654016,-1.4500335901265,114.020556214133,124.852215744629,7
"Slagtesvin",12.375,3,6.11883674480887,-1.49782992185779,108.949566878535,126.126217946105,7
"Slagtesvin",12.5,3,6.06501350777021,-1.55165315889646,106.831783086606,127.40022014758,7
"Slagtesvin",12.625,3,6.00431938735203,-1.61234727931464,107.700311896864,128.674222349056,7
"Slagtesvin",12.75,3,5.93580621312406,-1.68086045354261,110.333637537872,129.948224550532,7
"Slagtesvin",12.875,3,5.85849128201703,-1.75817538464964,113.392416592816,131.222226752008,7
"Slagtesvin",13,2,6.52448427291879,-1.17801572708121,169.176194632854,132.496228953484,7
"Slagtesvin",13.125,2,6.5140593343822,-1.1884406656178,169.38492238663,133.770231154959,7
"Slagtesvin",13.25,2,6.50299711450687,-1.19950288549313,164.094246684482,135.044233356435,7
"Slagtesvin",13.375,2,6.49127390465197,-1.21122609534803,154.346684536525,136.318235557911,7
"Slagtesvin",13.5,2,6.4789585566795,-1.2235414433205,142.227624868467,137.592237759387,7
"Slagtesvin",13.625,2,6.46614717410294,-1.23635282589706,129.924086822827,138.866239960863,7
"Slagtesvin",13.75,2,6.45293641529673,-1.24956358470327,119.637362576662,140.140242162338,7
"Slagtesvin",13.875,2,6.43946482913506,-1.26303517086494,113.616695443098,141.414244363814,7
"Slagtesvin",14,2,6.42596456725184,-1.27653543274816,112.649838893082,142.68824656529,7
"Slagtesvin",14.125,2,6.41255654872581,-1.28994345127419,115.30716029871,143.962248766766,7
"Slagtesvin",14.25,2,6.39936012090804,-1.30313987909196,119.950268823901,145.236250968242,7
"Slagtesvin",14.375,2,6.38650719903606,-1.31599280096394,124.892659588098,146.510253169717,7
"Slagtesvin",14.5,2,6.37413495223155,-1.32836504776845,128.476510047756,147.784255371193,7
"Slagtesvin",14.625,2,6.36227862736232,-1.34022137263768,129.34420627483,149.058257572669,7
"Slagtesvin",14.75,2,6.3507826935552,-1.3517173064448,127.646411137456,150.332259774145,7
"Slagtesvin",14.875,2,6.33948813946092,-1.36301186053909,124.169222865752,151.606261975621,7
"Slagtesvin",15,2,6.32820058137423,-1.37429941862577,119.687169986426,152.880264177096,7
"Slagtesvin",15.125,2,6.31669093952284,-1.38580906047716,114.961180669899,154.154266378572,7
"Slagtesvin",15.25,2,6.30472012396677,-1.39777987603323,110.684575204842,155.428268580048,7
"Slagtesvin",15.375,2,6.29205877493806,-1.41044122506194,107.166808069894,156.702270781524,7
"Slagtesvin",15.5,2,6.27852007280083,-1.42397992719917,104.265803828261,157.976272983,7
"Slagtesvin",15.625,2,6.26392072588635,-1.43857927411365,101.80017723104,159.250275184476,7
"Slagtesvin",15.75,2,6.24806671852397,-1.45443328147603,99.622090572405,160.524277385951,7
"Slagtesvin",15.875,2,6.23075717820496,-1.47174282179504,97.614960408701,161.798279587427,7
"Slagtesvin",16,2,6.21182794506901,-1.49067205493099,95.730180417451,163.072281788903,7
"Slagtesvin",16.125,2,6.1912100944257,-1.5112899055743,93.8566792871771,164.346283990379,7
"Slagtesvin",16.25,2,6.1689015412108,-1.5335984587892,91.8542550473459,165.620286191855,7
"Slagtesvin",16.375,2,6.14490956487896,-1.55759043512104,89.5835928237379,166.89428839333,7
"Slagtesvin",16.5,2,6.11932937999111,-1.58317062000889,86.8974738055221,168.168290594806,7
"Slagtesvin",16.625,2,6.09230502992807,-1.61019497007193,83.6209418705614,169.442292796282,7
"Slagtesvin",16.75,2,6.06398308861422,-1.63851691138578,79.701106668032,170.716294997758,7
"Slagtesvin",16.875,2,6.0346058080186,-1.6678941919814,75.4436424407944,171.990297199234,7
"Slagtesvin",17,2,6.004421092773,-1.698078907227,71.132944310919,173.264299400709,7
"Slagtesvin",17.125,2,5.97366121332996,-1.72883878667004,67.0507863066949,174.538301602185,7
"Slagtesvin",17.25,2,5.94241581842566,-1.76008418157434,63.4565256341511,175.812303803661,7
"Slagtesvin",17.375,2,5.91070086470702,-1.79179913529298,60.603883365802,177.086306005137,7
"Slagtesvin",17.5,2,5.87848874337488,-1.82401125662512,58.4668167734115,178.360308206613,7
"Slagtesvin",17.625,2,5.84567821159166,-1.85682178840834,56.8884809444911,179.634310408088,7
"Slagtesvin",17.75,2,5.81215865191711,-1.89034134808289,55.7346212686752,180.908312609564,7
"Slagtesvin",17.875,2,5.77786379935182,-1.92463620064818,54.8761351389684,182.18231481104,7
"Slagtesvin",18,2,5.74304422194644,-1.95945577805356,54.2207635933026,183.456317012516,7
"Slagtesvin",18.125,2,5.70812729522534,-1.99437270477466,53.7538683007037,184.730319213992,7
"Slagtesvin",18.25,2,5.67356906317598,-2.02893093682402,53.599229165811,186.004321415467,7
"Slagtesvin",18.375,2,5.63975907730034,-2.06274092269966,53.871964374131,187.278323616943,7
"Slagtesvin",18.5,2,5.60707961078223,-2.09542038921777,54.6839431703416,188.552325818419,7
"Slagtesvin",18.625,2,5.57584259290091,-2.12665740709909,56.1390125048906,189.826328019895,7
"Slagtesvin",18.75,2,5.54595495237087,-2.15654504762913,58.2826128937979,191.100330221371,7
"Slagtesvin",18.875,2,5.51700489117776,-2.18549510882224,60.9118316609045,192.374332422846,7
"Slagtesvin",19,2,5.48841885912257,-2.21408114087743,63.6242385788777,193.648334624322,7
"Slagtesvin",19.125,2,5.45962802853263,-2.24287197146737,66.0153020754185,194.922336825798,7
"Slagtesvin",19.25,2,5.43006407096366,-2.27243592903634,67.6807134268899,196.196339027274,7
"Slagtesvin",19.375,2,5.39917663436658,-2.30332336563342,68.2182545618378,197.47034122875,7
"Slagtesvin",19.5,2,5.36652578623871,-2.33597421376129,67.3083369817605,198.744343430225,7
"Slagtesvin",19.625,1,6.12191149271961,-1.52308850728039,105.282164843133,200.018345631701,7
"Slagtesvin",19.75,1,6.10517592352867,-1.53982407647133,99.8498715538073,201.292347833177,7
"Slagtesvin",19.875,1,6.08757057894848,-1.55742942105152,93.4268214475057,202.566350034653,7
"Slagtesvin",20,1,6.06940152228579,-1.57559847771421,86.6540871261801,203.840352236129,7
"Slagtesvin",20.125,1,6.05098717702675,-1.59401282297325,80.1951097207478,205.114354437604,7
"Slagtesvin",20.25,1,6.03276384579881,-1.61223615420119,74.921364016367,206.38835663908,7
"Slagtesvin",20.375,1,6.01502356271859,-1.62997643728141,71.4227196454869,207.662358840556,7
"Slagtesvin",20.5,1,5.99799001528437,-1.64700998471563,70.160388366376,208.936361042032,7
"Slagtesvin",20.625,1,5.98188689099445,-1.66311310900555,71.5955819373029,210.210363243508,7
"Slagtesvin",20.75,1,5.96693785629822,-1.67806214370177,76.1894455042418,211.484365444983,7
"Slagtesvin",20.875,1,5.95321697042437,-1.69178302957563,83.93018132971,212.758367646459,7
"Slagtesvin",21,1,5.94030614486461,-1.70469385513539,93.3041015707008,214.032369847935,7
"Slagtesvin",21.125,1,5.92771017657975,-1.71728982342025,102.658230897807,215.306372049411,7
"Slagtesvin",21.25,1,5.91493726036371,-1.73006273963629,110.361947802231,216.580374250887,7
"Slagtesvin",21.375,1,5.9014955910104,-1.7435044089896,114.784630775179,217.854376452362,7
"Slagtesvin",21.5,1,5.8869154254927,-1.7580845745073,114.379095595364,219.128378653838,7
"Slagtesvin",21.625,1,5.87118492078209,-1.77381507921791,109.322414709607,220.402380855314,7
"Slagtesvin",21.75,1,5.8547651569845,-1.7902348430155,101.416958630002,221.67638305679,7
"Slagtesvin",21.875,1,5.83817656211051,-1.80682343788949,92.5310518229416,222.950385258266,7
"Slagtesvin",22,1,5.82194132230212,-1.82305867769788,84.5331383333057,224.224387459742,7
"Slagtesvin",22.125,1,5.80658162370132,-1.83841837629868,79.2916622059759,225.498389661217,7
"Slagtesvin",22.25,1,5.79243170369715,-1.85256829630285,78.1296846690816,226.772391862693,7
"Slagtesvin",22.375,1,5.77903660102851,-1.86596339897149,80.1214690439598,228.046394064169,7
"Slagtesvin",22.5,1,5.76558713739738,-1.87941286260263,83.6589108554466,229.320396265645,7
"Slagtesvin",22.625,1,5.75119595489745,-1.89380404510255,87.0792850885713,230.594398467121,7
"Slagtesvin",22.75,1,5.73497512226067,-1.91002487773933,88.7194661482482,231.868400668596,7
"Slagtesvin",22.875,1,5.71604786636523,-1.92895213363477,86.95974636707,233.142402870072,7
"Slagtesvin",23,1,5.69384903715237,-1.95115096284763,81.3929869934032,234.416405071548,7
"Slagtesvin",23.125,1,5.66826471026412,-1.97673528973588,73.0377488164318,235.690407273024,7
"Slagtesvin",23.25,1,5.63960627674058,-2.00539372325942,63.2942983693656,236.9644094745,7
"Slagtesvin",23.375,1,5.60828332912045,-2.03671667087955,53.6380566114334,238.238411675975,7
"Slagtesvin",23.5,1,5.57470545994245,-2.07029454005755,45.544444501864,239.512413877451,7
"Slagtesvin",23.625,1,5.53944869884935,-2.10555130115065,40.2919531309953,240.786416078927,7
"Slagtesvin",23.75,1,5.50391104670637,-2.14108895329363,38.1806195292192,242.060418280403,7
"Slagtesvin",23.875,1,5.46944562138321,-2.17555437861679,38.9317333063217,243.334420481879,7
"Slagtesvin",24,1,5.43684276630447,-2.20815723369553,41.7465719715373,244.608422683354,7
"Slagtesvin",24.125,1,5.40683080891374,-2.23816919108626,45.7691267279863,245.88242488483,7
"Slagtesvin",24.25,1,5.38011214367427,-2.26488785632573,50.1433929875239,247.156427086306,7
"Slagtesvin",24.375,1,5.35636478891722,-2.28863521108278,54.0135324108193,248.430429287782,7
"Slagtesvin",24.5,1,5.33394659077922,-2.31105340922078,56.5463325800436,249.704431489258,7
"Slagtesvin",24.625,1,5.31155814534288,-2.33344185465712,57.3941494472091,250.978433690733,7
"Slagtesvin",24.75,1,5.2883190269454,-2.3566809730546,56.6788716045762,252.252435892209,7
"Slagtesvin",24.875,1,5.26336594541943,-2.38163405458057,54.5415907279488,253.526438093685,7
"Slagtesvin",25,1,5.23583478521051,-2.40916521478949,51.1957783755544,254.800440295161,7
"Slagtesvin",25.125,1,5.2048564719424,-2.4401435280576,47.2897553103082,256.074442496637,7
"Slagtesvin",25.25,1,5.16949385565701,-2.47550614434299,43.5754060979593,257.348444698112,7
"Slagtesvin",25.375,1,5.12825808951815,-2.51674191048185,40.321142075999,258.622446899588,7
"Slagtesvin",25.5,1,5.07938643227189,-2.56561356772811,37.5552152017717,259.896449101064,7
"Slagtesvin",25.625,1,5.02113973630304,-2.62386026369696,35.3017751297103,261.17045130254,7
"Slagtesvin",25.75,1,4.95330252179596,-2.69169747820404,33.4438250923341,262.444453504016,7
"Slagtesvin",25.875,1,4.87801493479718,-2.76698506520282,31.6461529375328,263.718455705491,7
"Slagtesvin",26,1,4.79781126692879,-2.84718873307121,29.6471614904691,264.992457906967,7
"Slagtesvin",26.125,1,4.71596390997239,-2.92903609002761,27.5397576519998,266.266460108443,7
"Slagtesvin",26.25,1,4.63592239355012,-3.00907760644988,25.5019263243904,267.540462309919,7
"Slagtesvin",26.375,1,4.5619942538902,-3.0830057461098,23.7182133572231,268.814464511395,7
"Slagtesvin",26.5,1,4.49794643511512,-3.14705356488488,22.4212220893734,270.08846671287,7
"Slagtesvin",26.625,1,4.44464668957559,-3.20035331042441,21.8646012610517,271.362468914346,7
"Slagtesvin",26.75,1,4.4028219817172,-3.2421780182828,22.2675963649527,272.636471115822,7
"Slagtesvin",26.875,1,4.37306501412797,-3.27193498587203,23.7849679114829,273.910473317298,7
"So-/smågrise",0,6,7.0875,0,81.9810895802083,0,6
"So-/smågrise",0.125,6,7.02861831347811,-0.0588816865218946,73.0009825290147,1.2740022014758,6
"So-/smågrise",0.25,6,6.97371016396249,-0.113789836037512,65.1923774312644,2.54800440295161,6
"So-/smågrise",0.375,6,6.92250291464603,-0.164997085353968,58.4892526807904,3.82200660442741,6
"So-/smågrise",0.5,6,6.87472392872162,-0.212776071278376,52.8255866714258,5.09600880590322,6
"So-/smågrise",0.625,6,6.83010056938215,-0.257399430617852,48.1353577970037,6.37001100737902,6
"So-/smågrise",0.75,6,6.78836003986209,-0.299139960137913,44.3525584189595,7.64401320885483,6
"So-/smågrise",0.875,6,6.74920779340134,-0.33829220659866,41.4077962353783,8.91801541033063,6
"So-/smågrise",1,6,6.71230416984045,-0.375195830159547,39.223527636993,10.1920176118064,6
"So-/smågrise",1.125,6,6.67730373296101,-0.410196267038987,37.7211139119051,11.4660198132822,6
"So-/smågrise",1.25,6,6.64386104654461,-0.443638953455392,36.821916348216,12.740022014758,6
"So-/smågrise",1.375,6,6.61163067437283,-0.475869325627174,36.4472962340273,14.0140242162338,6
"So-/smågrise",1.5,6,6.58029237987702,-0.507207620122983,36.5178692961735,15.2880264177097,6
"So-/smågrise",1.625,6,6.54976233973681,-0.537737660263187,36.9853056586558,16.5620286191855,6
"So-/smågrise",1.75,6,6.52011785020191,-0.567382149798086,37.850314448425,17.8360308206613,6
"So-/smågrise",1.875,6,6.49144459336456,-0.596055406635445,39.1170933609268,19.1100330221371,6
"So-/smågrise",2,6,6.46382825131697,-0.623671748683026,40.789840091607,20.3840352236129,6
"So-/smågrise",2.125,6,6.43735457571028,-0.65014542428972,42.8728110105659,21.6580374250887,6
"So-/smågrise",2.25,6,6.41210977089765,-0.675390229102355,45.3584981950521,22.9320396265645,6
"So-/smågrise",2.375,6,6.38799856808483,-0.699501431915173,48.0602554432533,24.2060418280403,6
"So-/smågrise",2.5,6,6.36476730376491,-0.722732696235088,50.6693497094537,25.4800440295161,6
"So-/smågrise",2.625,6,6.34215571049215,-0.745344289507849,52.8722716001566,26.7540462309919,6
"So-/smågrise",2.75,6,6.31990352082079,-0.767596479179211,54.3555117218657,28.0280484324677,6
"So-/smågrise",2.875,6,6.29773959431794,-0.789760405682062,54.8061212697037,29.3020506339435,6
"So-/smågrise",2.9,6,6.29328298325913,-0.794217016740866,54.7570823702025,29.5568510742387,6
"So-/smågrise",3,6,6.27535124811647,-0.812148751883529,54.2686193291966,30.5760528354193,6
"So-/smågrise",3.125,6,6.252861216049,-0.834638783951,53.5745151577887,31.8500550368951,6
"So-/smågrise",3.25,6,6.23056526038011,-0.856934739619886,53.6987217657531,33.1240572383709,6
"So-/smågrise",3.375,6,6.20876189489123,-0.878738105108775,55.6180335003542,34.3980594398467,6
"So-/smågrise",3.5,6,6.18774963336375,-0.899750366636253,60.3092447088563,35.6720616413225,6
"So-/smågrise",3.625,6,6.16768294860533,-0.919817051394667,68.6583695586863,36.9460638427983,6
"So-/smågrise",3.75,6,6.14819461211187,-0.939305387888131,80.0542979987002,38.2200660442741,6
"So-/smågrise",3.875,6,6.12920119322317,-0.958298806776833,92.7044191963822,39.4940682457499,6
"So-/smågrise",4,6,6.11063427105203,-0.976865728947969,104.799242396329,40.7680704472257,6
"So-/smågrise",4.125,6,6.09242541878673,-0.995074581213268,114.531042932685,42.0420726487015,6
"So-/smågrise",4.25,6,6.07450589614769,-1.01299410385231,120.091431986198,43.3160748501773,6
"So-/smågrise",4.375,6,6.05670486012176,-1.03079513987824,120.13791957531,44.5900770516531,6
"So-/smågrise",4.5,6,6.03887628439257,-1.04862371560743,115.69601147933,45.8640792531289,6
"So-/smågrise",4.625,6,6.0209770885553,-1.0665229114447,108.35620460082,47.1380814546048,6
"So-/smågrise",4.75,6,6.0029304465853,-1.0845695534147,99.5759552889409,48.4120836560806,6
"So-/smågrise",4.875,6,5.98465834172119,-1.10284165827881,90.808644420141,49.6860858575564,6
"So-/smågrise",5,6,5.96608724712816,-1.12141275287184,83.5072696209403,50.9600880590322,6
"So-/smågrise",5.125,5,6.16975531229134,-1.14224468770866,77.4197834926946,52.234090260508,6
"So-/smågrise",5.25,5,6.14943085357336,-1.16256914642664,72.8739758199622,53.5080924619838,6
"So-/smågrise",5.375,5,6.12874316015277,-1.18325683984723,69.5934391951632,54.7820946634596,6
"So-/smågrise",5.5,5,6.10784250709397,-1.20415749290603,67.1802861903875,56.0560968649354,6
"So-/smågrise",5.625,5,6.08688029230282,-1.22511970769718,65.2405469775369,57.3300990664112,6
"So-/smågrise",5.75,5,6.0659675888049,-1.2460324111951,63.384245243823,58.604101267887,6
"So-/smågrise",5.875,5,6.04496776764571,-1.26703223235429,61.6310682410697,59.8781034693628,6
"So-/smågrise",6,5,6.02361321869119,-1.28838678130881,60.3363629130671,61.1521056708386,6
"So-/smågrise",6.125,5,6.0015104092663,-1.3104895907337,59.4458476370101,62.4261078723144,6
"So-/smågrise",6.25,5,5.97820739017966,-1.33379260982034,58.699402982174,63.7001100737902,6
"So-/smågrise",6.375,5,5.95325346513791,-1.35874653486209,57.8364642459626,64.974112275266,6
"So-/smågrise",6.5,5,5.92633431536093,-1.38566568463907,56.6490309102949,66.2481144767418,6
"So-/smågrise",6.625,5,5.89752794497328,-1.41447205502672,54.993248961593,67.5221166782176,6
"So-/smågrise",6.75,5,5.86703013941714,-1.44496986058286,52.7751546411916,68.7961188796934,6
"So-/smågrise",6.875,5,5.83511228075703,-1.47688771924297,50.2074190803984,70.0701210811692,6
"So-/smågrise",7,5,5.80207352152298,-1.50992647847702,47.6175033922121,71.344123282645,6
"So-/smågrise",7.125,4,6.0136772651025,-1.4325727348975,43.9284325907424,72.6181254841208,6
