"animal","sample","dose.kg.t","n","pH","dpH","buff.int"
"Afgasset","Horsens",4.875,2,6.98971435058478,-1.20028564941522,154.263060104219
"Afgasset","Horsens",5,2,6.97966205017409,-1.21033794982591,141.245346569929
"Afgasset","Horsens",5.125,2,6.97052686854756,-1.21947313145244,129.987825044081
"Afgasset","Horsens",5.25,2,6.96254530411347,-1.22745469588653,122.328364248502
"Afgasset","Horsens",5.375,2,6.9556682092576,-1.2343317907424,120.984853597201
"Afgasset","Horsens",5.5,2,6.94981606646567,-1.24018393353433,128.85175714141
"Afgasset","Horsens",5.625,2,6.94490935822338,-1.24509064177662,148.823538932363
"Afgasset","Horsens",5.7,2,6.94238606257589,-1.24761393742411,167.821046610685
"Afgasset","Horsens",5.75,2,6.94086864080688,-1.24913135919312,183.793389488658
"Afgasset","Horsens",5.875,2,6.93762889601169,-1.25237110398831,236.296810651765
"Afgasset","Horsens",6,2,6.93504466920156,-1.25495533079844,303.696450650243
"Afgasset","Horsens",6.125,2,6.93279331419894,-1.25720668580106,376.221599258443
"Afgasset","Horsens",6.25,2,6.93053646272317,-1.25946353727683,443.493654443224
"Afgasset","Horsens",6.375,2,6.92793574649355,-1.26206425350645,495.134014171445
"Afgasset","Horsens",6.5,2,6.92465578041549,-1.26534421958451,520.826509004263
"Afgasset","Horsens",6.625,2,6.92045098477912,-1.26954901522088,512.303408598269
"Afgasset","Horsens",6.75,2,6.91541205955392,-1.27458794044608,472.237677006169
"Afgasset","Horsens",6.875,2,6.90988567090189,-1.28011432909811,412.57134415612
"Afgasset","Horsens",7,2,6.90422947662484,-1.28577052337516,345.647289430535
"Afgasset","Horsens",7.125,2,6.89880113452461,-1.29119886547539,283.808392211827
"Afgasset","Horsens",7.25,2,6.89394007050845,-1.29605992949156,239.114332313411
"Afgasset","Horsens",7.375,2,6.88979651231872,-1.30020348768128,220.253642550642
"Afgasset","Horsens",7.5,2,6.88610823725979,-1.30389176274021,224.464450169402
"Afgasset","Horsens",7.625,2,6.88239978098226,-1.30760021901774,242.409825336419
"Afgasset","Horsens",7.75,2,6.87819211159949,-1.31180788840052,264.642651336942
"Afgasset","Horsens",7.875,2,6.87300619777694,-1.31699380222306,281.715816846631
"Afgasset","Horsens",8,2,6.86643465164538,-1.32356534835462,284.881648875107
"Afgasset","Horsens",8.125,2,6.858407911261,-1.331592088739,269.346725655831
"Afgasset","Horsens",8.25,2,6.8493738991043,-1.3406261008957,239.746835970105
"Afgasset","Horsens",8.375,2,6.83996632381974,-1.35003367618026,204.322772684411
"Afgasset","Horsens",8.5,2,6.83081945156166,-1.35918054843834,171.326146615286
"Afgasset","Horsens",8.625,2,6.82256585647044,-1.36743414352956,148.991680137885
"Afgasset","Horsens",8.75,2,6.81570141823194,-1.37429858176806,144.189711944194
"Afgasset","Horsens",8.875,2,6.81036250382163,-1.37963749617837,159.445095153484
"Afgasset","Horsens",9,2,6.80616260198148,-1.38383739801852,189.024387133986
"Afgasset","Horsens",9.125,2,6.80258982867242,-1.38741017132758,225.180195431092
"Afgasset","Horsens",9.25,2,6.79913229985517,-1.39086770014483,260.165127586715
"Afgasset","Horsens",9.375,2,6.79528497303866,-1.39471502696134,286.324676298834
"Afgasset","Horsens",9.5,2,6.79065922825197,-1.39934077174803,297.586652682356
"Afgasset","Horsens",9.625,2,6.78512678057401,-1.40487321942599,291.999150119821
"Afgasset","Horsens",9.75,2,6.77896477889828,-1.41103522110172,274.556025744281
"Afgasset","Horsens",9.875,2,6.77251116039237,-1.41748883960764,251.294133463217
"Afgasset","Horsens",10,2,6.76610386222385,-1.42389613777615,228.250327184108
"Afgasset","Horsens",10.125,2,6.76006342273558,-1.42993657726442,211.23937739111
"Afgasset","Horsens",10.25,2,6.75459510114954,-1.43540489885046,204.590652679367
"Afgasset","Horsens",10.375,2,6.74965640714415,-1.44034359285585,208.625836651279
"Afgasset","Horsens",10.5,2,6.74488822928784,-1.44511177071216,218.30997909041
"Afgasset","Horsens",10.625,2,6.73990409068371,-1.45009590931629,228.145117951098
"Afgasset","Horsens",10.75,2,6.73431760088727,-1.45568239911273,232.634245260477
"Afgasset","Horsens",10.875,2,6.72781490931687,-1.46218509068314,227.080889576799
"Afgasset","Horsens",11,2,6.72029848311804,-1.46970151688196,209.274573440814
"Afgasset","Horsens",11.125,2,6.7120202915765,-1.4779797084235,182.760416032407
"Afgasset","Horsens",11.25,2,6.70356692784112,-1.48643307215888,156.46617143246
"Afgasset","Horsens",11.375,2,6.69554117633886,-1.49445882366114,139.555274987653
"Afgasset","Horsens",11.5,2,6.68854139876502,-1.50145860123498,141.130041800015
"Afgasset","Horsens",11.625,2,6.68298663482288,-1.50701336517712,167.814634370595
"Afgasset","Horsens",11.75,2,6.67900733831855,-1.51099266168145,222.101104449282
"Afgasset","Horsens",11.875,2,6.67624854718387,-1.51375145281613,296.287339726563
"Afgasset","Horsens",12,2,6.67411340297408,-1.51588659702592,376.212168465281
"Afgasset","Horsens",12.125,2,6.67200377549831,-1.51799622450169,447.605522478586
"Afgasset","Horsens",12.25,2,6.66933729426284,-1.52066270573716,496.538432533754
"Afgasset","Horsens",12.375,2,6.66571423888006,-1.52428576111994,513.035162746547
"Afgasset","Horsens",12.5,2,6.66088663365261,-1.52911336634739,491.541512771049
"Afgasset","Horsens",12.625,2,6.65486838317513,-1.53513161682487,439.089196914782
"Afgasset","Horsens",12.75,2,6.64779162091154,-1.54220837908846,367.85187997783
"Afgasset","Horsens",12.875,2,6.63978903049651,-1.55021096950349,290.018800819476
"Afgasset","Horsens",13,2,6.63098839756372,-1.55901160243628,217.152553270131
"Afgasset","Horsens",13.125,2,6.62149418880922,-1.56850581119078,157.832331148215
"Afgasset","Horsens",13.25,2,6.61145182557193,-1.57854817442807,117.964516806993
"Afgasset","Horsens",13.375,2,6.60119931369405,-1.58880068630596,96.2729571040764
"Afgasset","Horsens",13.5,2,6.59112306642478,-1.59887693357522,89.6761677260519
"Afgasset","Horsens",13.625,2,6.58160946738477,-1.60839053261523,95.0964695222504
"Afgasset","Horsens",13.75,2,6.57303976982751,-1.61696023017249,110.115066290871
"Afgasset","Horsens",13.875,2,6.56578368796051,-1.62421631203949,133.714424821714
"Afgasset","Horsens",14,2,6.55999580999625,-1.63000419000375,164.327116315222
"Afgasset","Horsens",14.125,2,6.55530397135988,-1.63469602864012,198.586893119085
"Afgasset","Horsens",14.25,2,6.55125629749865,-1.63874370250135,232.855304349379
"Afgasset","Horsens",14.375,2,6.54739983272801,-1.64260016727199,263.449033271342
"Afgasset","Horsens",14.5,2,6.54325569471362,-1.64674430528638,285.608834016969
"Afgasset","Horsens",14.625,2,6.53832471311813,-1.65167528688187,293.556029816504
"Afgasset","Horsens",14.75,2,6.53248648862755,-1.65751351137245,286.425395970531
"Afgasset","Horsens",14.875,2,6.5262127389674,-1.6637872610326,271.086128779733
"Afgasset","Horsens",15,2,6.52002648769195,-1.66997351230805,255.077597589885
"Afgasset","Horsens",15.125,2,6.51443256759141,-1.67556743240859,245.995187412006
"Afgasset","Horsens",15.25,2,6.50978553306233,-1.68021446693767,251.897042499447
"Afgasset","Horsens",15.375,2,6.50632421051424,-1.68367578948576,280.631361864471
"Afgasset","Horsens",15.5,2,6.50366401386164,-1.68633598613836,329.871363826045
"Afgasset","Horsens",15.625,2,6.50098552971303,-1.68901447028697,387.057714076364
"Afgasset","Horsens",15.75,2,6.49746533178523,-1.69253466821477,439.1818164132
"Afgasset","Horsens",15.875,2,6.4924126969842,-1.6975873030158,473.861424348006
"Afgasset","Horsens",16,2,6.48560736749981,-1.70439263250019,480.934854423147
"Afgasset","Horsens",16.125,2,6.476860982034,-1.713139017966,451.90953750385
"Afgasset","Horsens",16.25,2,6.46641172919825,-1.72358827080175,392.088392128672
"Afgasset","Horsens",16.375,2,6.45538116387729,-1.73461883612271,315.727149926159
"Afgasset","Horsens",16.5,2,6.44492732824859,-1.74507267175141,237.204897658041
"Afgasset","Horsens",16.625,2,6.43579725943494,-1.75420274056506,168.95742964252
"Afgasset","Horsens",16.75,2,6.42806862731802,-1.76193137268198,120.255673277734
"Afgasset","Horsens",16.875,2,6.42155188850564,-1.76844811149436,98.2967962229292
"Afgasset","Horsens",17,2,6.41498833607503,-1.77501166392497,98.3394343420258
"Afgasset","Horsens",17.125,2,6.40679441234888,-1.78320558765112,110.740006685399
"Afgasset","Horsens",17.25,2,6.39544364130628,-1.79455635869372,126.004556234052
"Afgasset","Horsens",17.375,2,6.38028652596015,-1.80971347403985,137.20842740605
"Afgasset","Horsens",17.5,2,6.3613677122105,-1.8286322877895,139.460607669693
"Afgasset","Horsens",17.625,2,6.33907009562265,-1.85092990437735,129.695092952146
"Afgasset","Horsens",17.75,2,6.31506284397061,-1.87493715602939,111.974558301845
"Afgasset","Horsens",17.875,2,6.29133901941723,-1.89866098058277,92.1567413919332
"Afgasset","Horsens",18,2,6.26971958780629,-1.92028041219371,75.6713722986668
"Afgasset","Horsens",18.125,2,6.25098573320104,-1.93901426679896,65.3622192494334
"Afgasset","Horsens",18.25,2,6.23552887729077,-1.95447112270923,63.1024450609592
"Afgasset","Horsens",18.375,2,6.22330721867654,-1.96669278132346,69.2444648538998
"Afgasset","Horsens",18.5,2,6.2132110510836,-1.9767889489164,80.3903190974411
"Afgasset","Horsens",18.625,2,6.20396924344619,-1.98603075655381,92.5749638631673
"Afgasset","Horsens",18.75,2,6.19457480501827,-1.99542519498173,102.663590999058
"Afgasset","Horsens",18.875,2,6.18472252080868,-2.00527747919132,109.727187133846
"Afgasset","Horsens",19,2,6.17422722318833,-2.01577277681167,113.217213615254
"Afgasset","Horsens",19.125,2,6.16319701705807,-2.02680298294193,113.699307739362
"Afgasset","Horsens",19.25,2,6.15219775235636,-2.03780224764364,113.478132654768
"Afgasset","Horsens",19.375,2,6.14182554214759,-2.04817445785241,114.970661937448
"Afgasset","Horsens",19.5,2,6.13233474234629,-2.05766525765371,119.199565119974
"Afgasset","Horsens",19.625,2,6.12355077648111,-2.06644922351889,125.437549341406
"Afgasset","Horsens",19.75,2,6.11526551786047,-2.07473448213953,132.819824201753
"Afgasset","Horsens",19.875,2,6.10712299796682,-2.08287700203318,139.86401267613
"Afgasset","Horsens",20,2,6.09861836023996,-2.09138163976004,144.465780704548
"Afgasset","Horsens",20.125,2,6.0892613064198,-2.1007386935802,144.658487910661
"Afgasset","Horsens",20.25,2,6.07878919499131,-2.11121080500869,140.25541432932
"Afgasset","Horsens",20.375,2,6.06707822885823,-2.12292177114177,132.155386636714
"Afgasset","Horsens",20.5,2,6.05401345077838,-2.13598654922162,121.306374078653
"Afgasset","Horsens",20.625,2,6.03956048228329,-2.15043951771671,109.051802041563
"Afgasset","Horsens",20.75,2,6.02373732176164,-2.16626267823836,96.9921456138509
"Afgasset","Horsens",20.875,2,6.00666495132194,-2.18333504867806,86.5556495808076
"Afgasset","Horsens",21,2,5.98892178529323,-2.20107821470677,78.3792887219233
"Afgasset","Horsens",21.125,2,5.97121429959937,-2.21878570040063,72.8785158199324
"Afgasset","Horsens",21.25,2,5.954282508364,-2.235717491636,70.4558876663498
"Afgasset","Horsens",21.375,2,5.93909139317067,-2.25090860682933,71.4275131510786
"Afgasset","Horsens",21.5,2,5.92668659014318,-2.26331340985682,76.0702033938863
"Afgasset","Horsens",21.625,2,5.91727398315607,-2.27272601684393,84.1426329952468
"Afgasset","Horsens",21.75,2,5.90979242231739,-2.28020757768261,94.3600750498214
"Afgasset","Horsens",21.875,2,5.90308962716273,-2.28691037283727,105.312544898012
"Afgasset","Horsens",22,2,5.89575796786904,-2.29424203213096,115.418328376516
"Afgasset","Horsens",22.125,2,5.88535917228981,-2.30464082771019,122.402575863703
"Afgasset","Horsens",22.25,2,5.86913321999075,-2.32086678000925,123.890505904777
"Afgasset","Horsens",22.375,2,5.84520047329567,-2.34479952670433,119.142158171416
"Afgasset","Horsens",22.5,2,5.81376453801387,-2.37623546198613,109.004766913048
"Afgasset","Horsens",22.625,2,5.77520964756571,-2.41479035243429,94.3924442845588
"Afgasset","Horsens",22.75,2,5.7304926684772,-2.4595073315228,76.7481158752149
"Afgasset","Horsens",22.875,2,5.68198663306796,-2.50801336693204,58.8225036444043
"Afgasset","Horsens",23,2,5.63212157895068,-2.55787842104932,43.3552805999055
"Afgasset","Horsens",23.125,2,5.58261066514575,-2.60738933485425,31.4641473274042
"Afgasset","Horsens",23.25,2,5.53503554790024,-2.65496445209976,23.5105946191181
"Afgasset","Horsens",23.375,2,5.49097910969613,-2.69902089030387,19.8421818440041
"Afgasset","Horsens",23.5,2,5.45184922391871,-2.73815077608129,20.2113626376046
"Afgasset","Horsens",23.625,2,5.41878004134301,-2.77121995865699,23.4402690126743
"Afgasset","Horsens",23.75,2,5.39220064125794,-2.79779935874206,28.393059952772
"Afgasset","Horsens",23.875,2,5.37026548251102,-2.81973451748898,34.3445402463484
"Afgasset","Horsens",24,2,5.35065486741403,-2.83934513258597,40.6551159490928
"Afgasset","Horsens",24.125,2,5.3309996690232,-2.8590003309768,46.6897827570922
"Afgasset","Horsens",24.25,2,5.30777605431035,-2.88222394568966,51.9207539571988
"Afgasset","Horsens",24.375,2,5.27629978807283,-2.91370021192717,55.9276123827153
"Afgasset","Horsens",24.5,2,5.23209006006444,-2.95790993993556,58.2487065027876
"Afgasset","Horsens",24.625,2,5.17105931757689,-3.01894068242311,58.3513885204376
"Afgasset","Horsens",24.75,2,5.08915363105189,-3.10084636894811,55.6969405246342
"Afgasset","Horsens",24.875,2,4.98234261049425,-3.20765738950575,49.7444588920924
"Afgasset","Horsens",25,2,4.84687292152835,-3.34312707847165,39.9273146340484
"Afgasset","L87",0,2,7.64,0,1360.60010246191
"Afgasset","L87",0.125,2,7.63715938540307,-0.00284061459692975,1143.72577018251
"Afgasset","L87",0.25,2,7.63375922092936,-0.00624077907064491,949.707258636501
"Afgasset","L87",0.375,2,7.62945651815813,-0.0105434818418662,777.423950753412
"Afgasset","L87",0.5,2,7.62390828866868,-0.0160917113313159,625.755229462773
"Afgasset","L87",0.625,2,7.61677154404028,-0.0232284559597162,493.580477694115
"Afgasset","L87",0.75,2,7.60732256145357,-0.0326774385464303,379.779489073703
"Afgasset","L87",0.875,2,7.59054721448088,-0.0494527855191218,283.321459883056
"Afgasset","L87",1,2,7.5663979764247,-0.0736020235753041,203.376214583488
"Afgasset","L87",1.125,2,7.53669363013314,-0.103306369866862,139.140904488284
"Afgasset","L87",1.25,2,7.50325295845432,-0.136747041545677,89.8126809107281
"Afgasset","L87",1.375,2,7.46789474423637,-0.172105255763634,54.5886951641062
"Afgasset","L87",1.5,2,7.43173548937843,-0.208264510621569,32.6244420227395
"Afgasset","L87",1.625,2,7.39353497371096,-0.246465026289044,22.0997033625449
"Afgasset","L87",1.75,2,7.35379073809509,-0.286209261904912,20.1134281125931
"Afgasset","L87",1.875,2,7.31321718024438,-0.326782819755621,23.7018010627795
"Afgasset","L87",2,2,7.27252869787238,-0.367471302127621,29.9010070029998
"Afgasset","L87",2.1,2,7.24037524158296,-0.399624758417044,34.7484876868103
"Afgasset","L87",2.125,2,7.23243968869264,-0.40756031130736,35.7472307231497
"Afgasset","L87",2.25,2,7.19339296919472,-0.446607030805284,38.746702536226
"Afgasset","L87",2.375,2,7.15496654563854,-0.485033454361463,38.9884699204186
"Afgasset","L87",2.5,2,7.11732010683428,-0.522679893165723,37.6249585358285
"Afgasset","L87",2.625,2,7.08068999725298,-0.559310002747024,35.8228024868102
"Afgasset","L87",2.75,2,7.04531256136567,-0.594687438634325,34.748635877718
"Afgasset","L87",2.875,2,7.01143349892323,-0.62856650107677,35.5681360127707
"Afgasset","L87",2.9,2,7.00489225663803,-0.63510774336197,36.058465907848
"Afgasset","L87",3,2,6.97898672565362,-0.661013274346383,39.2723011155386
"Afgasset","L87",3.125,2,6.94713630572537,-0.692863694274627,46.0188502233954
"Afgasset","L87",3.25,2,6.91671550040491,-0.723284499595092,55.6366646613252
"Afgasset","L87",3.375,2,6.88862346936225,-0.751376530637752,67.9529867755638
"Afgasset","L87",3.4,2,6.88336364211802,-0.756636357881984,70.7248694460373
"Afgasset","L87",3.5,2,6.86375937226742,-0.776240627732576,82.795058912347
"Afgasset","L87",3.625,2,6.84294094068686,-0.797059059313143,99.9737112134172
"Afgasset","L87",3.75,2,6.82587786298682,-0.814122137013179,119.011802703603
"Afgasset","L87",3.875,2,6.81173020556486,-0.828269794435143,139.054715348671
"Afgasset","L87",4,2,6.7997277563339,-0.840272243666099,159.193111015679
"Afgasset","L87",4.125,2,6.78910030330563,-0.850899696694366,178.517651518091
"Afgasset","L87",4.25,2,6.77907763449174,-0.860922365508257,196.118998669373
"Afgasset","L87",4.375,2,6.76899630447108,-0.871003695528922,211.124695356716
"Afgasset","L87",4.5,2,6.7587265844963,-0.8812734155037,222.84664970934
"Afgasset","L87",4.625,2,6.74830517866977,-0.891694821330234,230.654261844484
"Afgasset","L87",4.75,2,6.73776884575831,-0.902231154241686,233.916950762495
"Afgasset","L87",4.875,2,6.72715434452878,-0.912845655471217,232.004135463721
"Afgasset","L87",5,2,6.71649792706409,-0.923502072935912,224.285929691923
"Afgasset","L87",5.125,2,6.70573306579153,-0.934266934208473,210.25287430171
"Afgasset","L87",5.25,2,6.69449004536545,-0.945509954634551,190.996028720455
"Afgasset","L87",5.375,2,6.68301067002058,-0.956989329979416,169.556883544372
"Afgasset","L87",5.5,2,6.67167128781371,-0.968328712186293,149.113487815882
"Afgasset","L87",5.625,2,6.66084824680159,-0.97915175319841,132.843890577407
"Afgasset","L87",5.7,2,6.65475882742766,-0.985241172572336,126.406255307765
"Afgasset","L87",5.75,2,6.65091792089881,-0.989082079101194,123.873182528392
"Afgasset","L87",5.875,2,6.64218685298491,-0.99781314701509,124.250503576956
"Afgasset","L87",6,2,6.63438911006055,-1.00561088993945,132.498252448831
"Afgasset","L87",6.125,2,6.62708443589031,-1.01291556410969,144.887857782983
"Afgasset","L87",6.25,2,6.61984511131277,-1.02015488868723,157.627699102964
"Afgasset","L87",6.375,2,6.61224341716648,-1.02775658283352,166.926155932328
"Afgasset","L87",6.5,2,6.60381735799432,-1.03618264200568,169.317576955638
"Afgasset","L87",6.625,2,6.59396090114946,-1.04603909885054,163.444609128659
"Afgasset","L87",6.75,2,6.58237619474108,-1.05762380525892,150.815073290888
"Afgasset","L87",6.875,2,6.56894228580273,-1.07105771419727,133.990681559614
"Afgasset","L87",7,2,6.5535392669732,-1.0864607330268,115.539369221472
"Afgasset","L87",7.125,2,6.53604903427838,-1.10395096572162,98.0269997442853
"Afgasset","L87",7.25,2,6.51669174820822,-1.12330825179178,83.6308219188294
"Afgasset","L87",7.375,2,6.49636727021804,-1.14363272978196,73.4147461913855
"Afgasset","L87",7.5,2,6.47583997456328,-1.16416002543672,67.1834276765942
"Afgasset","L87",7.625,2,6.45581260588668,-1.18418739411332,64.4359921514387
"Afgasset","L87",7.75,2,6.43698790831991,-1.20301209168009,64.6715628591879
"Afgasset","L87",7.875,2,6.42003678946998,-1.21996321053002,67.3713958139578
"Afgasset","L87",8,2,6.40499406563981,-1.23500593436019,71.6603300983888
"Afgasset","L87",8.125,2,6.39131371044828,-1.24868628955172,76.5015777327159
"Afgasset","L87",8.25,2,6.37844211003013,-1.26155788996987,81.2450266918549
"Afgasset","L87",8.375,2,6.36582774305201,-1.27417225694799,85.2986086605627
"Afgasset","L87",8.5,2,6.35291908818056,-1.28708091181944,88.0702553235966
"Afgasset","L87",8.625,2,6.33923271192325,-1.30076728807675,89.0772398726549
"Afgasset","L87",8.75,2,6.32471325856177,-1.31528674143823,88.5228245576907
"Afgasset","L87",8.875,2,6.30951207595669,-1.33048792404331,86.8763376819239
"Afgasset","L87",9,2,6.29383831509214,-1.34616168490786,84.6085745149619
"Afgasset","L87",9.125,2,6.27790535493156,-1.36209464506844,82.1903959645143
"Afgasset","L87",9.25,2,6.26192638496622,-1.37807361503378,80.0922790599782
"Afgasset","L87",9.375,2,6.2460561511648,-1.3939438488352,78.6662918585392
"Afgasset","L87",9.5,2,6.23030450200701,-1.40969549799299,77.9745037392507
"Afgasset","L87",9.625,2,6.21459174895812,-1.42540825104188,77.9571129199143
"Afgasset","L87",9.75,2,6.19878139665425,-1.44121860334575,78.4884029790775
"Afgasset","L87",9.875,2,6.18273524639574,-1.45726475360426,79.4406810645287
"Afgasset","L87",10,2,6.16631622375487,-1.47368377624513,80.681935673632
"Afgasset","L87",10.125,2,6.14941387778396,-1.49058612221604,81.9778868950679
"Afgasset","L87",10.25,2,6.13195355535829,-1.50804644464171,82.999030828569
"Afgasset","L87",10.375,2,6.11393277986595,-1.52606722013405,83.4818738791555
"Afgasset","L87",10.5,2,6.09538355106207,-1.54461644893793,83.1972507538862
"Afgasset","L87",10.625,2,6.07633809746751,-1.56366190253249,81.9162239430895
"Afgasset","L87",10.75,2,6.05678399293329,-1.58321600706671,79.4672548510374
"Afgasset","L87",10.875,2,6.03639404369617,-1.60360595630383,76.0834057726719
"Afgasset","L87",11,2,6.01465625829631,-1.62534374170369,72.1591563747989
"Afgasset","L87",11.125,2,5.99084092989415,-1.64915907010585,68.0346723141771
"Afgasset","L87",11.25,2,5.96415876994761,-1.67584123005239,64.035034523982
"Afgasset","L87",11.375,2,5.93384446026791,-1.70615553973209,60.4851243062035
"Afgasset","L87",11.5,2,5.90097950356254,-1.73902049643746,57.5940673265092
"Afgasset","L87",11.625,2,5.8668280633479,-1.7731719366521,55.2610713839819
"Afgasset","L87",11.75,2,5.83186766272732,-1.80813233727268,53.3536139904466
"Afgasset","L87",11.875,2,5.79664982888871,-1.84335017111129,51.7872033534783
"Afgasset","L87",12,2,5.76173721104348,-1.87826278895652,50.4845661812467
"Afgasset","L87",12.125,2,5.72721500373083,-1.91278499626917,49.3674941097229
"Afgasset","L87",12.25,2,5.6893769946424,-1.9506230053576,48.3311881149577
"Afgasset","L87",12.375,2,5.64584033757211,-1.99415966242789,47.2406277299996
"Afgasset","L87",12.5,2,5.59484709912714,-2.04515290087286,45.9371684351239
"Afgasset","L87",12.625,2,5.5347351350926,-2.1052648649074,44.2307369488162
"Afgasset","L87",12.75,2,5.46384963355105,-2.17615036644895,41.9288542373125
"Afgasset","L87",12.875,2,5.36416017266116,-2.27583982733884,38.8399644579655
"Afgasset","L87",13,2,5.19934476776075,-2.44065523223925,34.7798434666748
"Afgasset","L87",13.125,2,4.96972493689828,-2.67027506310172,29.5680982191843
"Afgasset","L87",13.25,2,4.67696871904649,-2.96303128095351,23.0301865369025
"Afgasset","L87",13.375,2,4.32272907451749,-3.31727092548251,14.9965136021365
"Afgasset","Rybjerg Biogas",0,2,7.86,0,NA
"Afgasset","Rybjerg Biogas",0.125,2,7.81970620349809,-0.0402937965019055,NA
"Afgasset","Rybjerg Biogas",0.25,2,7.78216018656956,-0.0778398134304408,NA
"Afgasset","Rybjerg Biogas",0.375,2,7.7470860600028,-0.112913939997198,NA
"Afgasset","Rybjerg Biogas",0.5,2,7.71420793458623,-0.145792065413768,NA
"Afgasset","Rybjerg Biogas",0.625,2,7.68324992110826,-0.176750078891744,NA
"Afgasset","Rybjerg Biogas",0.75,2,7.65393611780576,-0.206063882194242,NA
"Afgasset","Rybjerg Biogas",0.875,2,7.62595474759474,-0.234045252405263,NA
"Afgasset","Rybjerg Biogas",1,2,7.59883134969431,-0.261168650305688,NA
"Afgasset","Rybjerg Biogas",1.125,2,7.57201617353987,-0.287983826460131,NA
"Afgasset","Rybjerg Biogas",1.25,2,7.54495733438166,-0.315042665618343,NA
"Afgasset","Rybjerg Biogas",1.375,2,7.51710294746992,-0.342897052530078,NA
"Afgasset","Rybjerg Biogas",1.5,2,7.48790163011593,-0.372098369884072,NA
"Afgasset","Rybjerg Biogas",1.625,2,7.45700436905924,-0.402995630940761,NA
"Afgasset","Rybjerg Biogas",1.75,2,7.42468467379542,-0.435315326204579,NA
"Afgasset","Rybjerg Biogas",1.875,2,7.39168526985989,-0.468314730140109,NA
"Afgasset","Rybjerg Biogas",2,2,7.3588342501937,-0.501165749806296,NA
"Afgasset","Rybjerg Biogas",2.1,2,7.33321674959107,-0.526783250408933,NA
"Afgasset","Rybjerg Biogas",2.125,2,7.32695970773791,-0.533040292262089,NA
"Afgasset","Rybjerg Biogas",2.25,2,7.29688730488016,-0.563112695119836,NA
"Afgasset","Rybjerg Biogas",2.375,2,7.26909584982934,-0.59090415017066,NA
"Afgasset","Rybjerg Biogas",2.5,2,7.24336280483042,-0.616637195169581,NA
"Afgasset","Rybjerg Biogas",2.625,2,7.21942707224241,-0.640572927757592,NA
"Afgasset","Rybjerg Biogas",2.75,2,7.19706690487957,-0.66293309512043,NA
"Afgasset","Rybjerg Biogas",2.875,2,7.17606178284028,-0.683938217159716,NA
"Afgasset","Rybjerg Biogas",2.9,2,7.17200395811991,-0.68799604188009,NA
"Afgasset","Rybjerg Biogas",3,2,7.15619413578574,-0.70380586421426,NA
"Afgasset","Rybjerg Biogas",3.125,2,7.13745399480941,-0.722546005190587,NA
"Afgasset","Rybjerg Biogas",3.25,2,7.12016915912695,-0.739830840873049,NA
"Afgasset","Rybjerg Biogas",3.375,2,7.10424701137828,-0.755752988621723,NA
"Afgasset","Rybjerg Biogas",3.4,2,7.10121679428205,-0.758783205717954,NA
"Afgasset","Rybjerg Biogas",3.5,2,7.08969652832252,-0.770303471677477,NA
"Afgasset","Rybjerg Biogas",3.625,2,7.07684231338614,-0.783157686613856,NA
"Afgasset","Rybjerg Biogas",3.75,2,7.06603307621019,-0.793966923789809,NA
"Afgasset","Rybjerg Biogas",3.875,2,7.05775907596359,-0.802240924036407,NA
"Afgasset","Rybjerg Biogas",4,2,7.05220494202043,-0.807795057979573,NA
"Afgasset","Rybjerg Biogas",4.125,2,7.04908623424586,-0.81091376575414,NA
"Afgasset","Rybjerg Biogas",4.25,2,7.04682283927847,-0.813177160721525,NA
"Afgasset","Rybjerg Biogas",4.375,2,7.04509892779019,-0.814901072209815,NA
"Afgasset","Rybjerg Biogas",4.5,2,7.0437513997653,-0.8162486002347,NA
"Afgasset","Rybjerg Biogas",4.625,2,7.04259709308991,-0.81740290691009,NA
"Afgasset","Rybjerg Biogas",4.75,2,7.0414610060083,-0.818538993991696,NA
"Afgasset","Rybjerg Biogas",4.875,2,7.04017110090663,-0.81982889909337,NA
"Afgasset","Rybjerg Biogas",5,2,7.03855534017104,-0.821444659828965,NA
"Afgasset","Rybjerg Biogas",5.125,2,7.03644168618767,-0.823558313812335,NA
"Afgasset","Rybjerg Biogas",5.25,2,7.03292672580519,-0.827073274194813,NA
"Afgasset","Rybjerg Biogas",5.375,2,7.02494175585792,-0.835058244142077,NA
"Afgasset","Rybjerg Biogas",5.5,2,7.01368520781711,-0.846314792182887,NA
"Afgasset","Rybjerg Biogas",5.625,2,7.00092827621946,-0.85907172378054,NA
"Afgasset","Rybjerg Biogas",5.7,2,6.99329052437511,-0.866709475624889,NA
"Afgasset","Rybjerg Biogas",5.75,2,6.98843829921646,-0.871561700783538,NA
"Afgasset","Rybjerg Biogas",5.875,2,6.977935636935,-0.882064363064995,NA
"Afgasset","Rybjerg Biogas",6,2,6.97073186110379,-0.889268138896206,NA
"Afgasset","Rybjerg Biogas",6.125,2,6.96595464217116,-0.894045357828844,NA
"Afgasset","Rybjerg Biogas",6.25,2,6.96263120227202,-0.897368797727976,NA
"Afgasset","Rybjerg Biogas",6.375,2,6.95986496650827,-0.900135033491729,NA
"Afgasset","Rybjerg Biogas",6.5,2,6.95670520750499,-0.903294792495013,NA
"Afgasset","Rybjerg Biogas",6.625,2,6.95027624699406,-0.909723753005939,NA
"Afgasset","Rybjerg Biogas",6.75,2,6.93964041414247,-0.920359585857533,NA
