"man.source","app.mthd.dk","app.mthd","app.rate.ni","app.timing.dk","app.timing","air.temp","wind.2m","rain.rate","man.ph","man.dm","id","ct","tan.app","EF","EFp","man.dm.dk","man.ph.c","man.ph.dk"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.7,42,168,100,0.1959,19.6,"Tørstof 3,7%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.7,43,168,100,0.2177,21.8,"Tørstof 3,7%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.7,44,168,100,0.212,21.2,"Tørstof 3,7%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.7,45,168,100,0.199,19.9,"Tørstof 3,7%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.7,46,168,100,0.1803,18,"Tørstof 3,7%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.7,47,168,100,0.208,20.8,"Tørstof 3,7%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.7,48,168,100,0.2004,20,"Tørstof 3,7%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.7,49,168,100,0.187,18.7,"Tørstof 3,7%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.7,50,168,100,0.1644,16.4,"Tørstof 3,7%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.7,51,168,100,0.1987,19.9,"Tørstof 3,7%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.7,52,168,100,0.1888,18.9,"Tørstof 3,7%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.7,53,168,100,0.1747,17.5,"Tørstof 3,7%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.7,54,168,100,0.1481,14.8,"Tørstof 3,7%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.7,55,168,100,0.1896,19,"Tørstof 3,7%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.7,56,168,100,0.1769,17.7,"Tørstof 3,7%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.5,57,168,100,0.2279,22.8,"Tørstof 3,5%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.5,58,168,100,0.2199,22,"Tørstof 3,5%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.5,59,168,100,0.2312,23.1,"Tørstof 3,5%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.5,60,168,100,0.2285,22.8,"Tørstof 3,5%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.5,61,168,100,0.2248,22.5,"Tørstof 3,5%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.5,62,168,100,0.2162,21.6,"Tørstof 3,5%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.5,63,168,100,0.2284,22.8,"Tørstof 3,5%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.5,64,168,100,0.2254,22.5,"Tørstof 3,5%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.5,65,168,100,0.2158,21.6,"Tørstof 3,5%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.5,66,168,100,0.2053,20.5,"Tørstof 3,5%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.5,67,168,100,0.2202,22,"Tørstof 3,5%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.5,68,168,100,0.2165,21.6,"Tørstof 3,5%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.5,69,168,100,0.204,20.4,"Tørstof 3,5%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.5,70,168,100,0.1906,19.1,"Tørstof 3,5%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.5,71,168,100,0.2099,21,"Tørstof 3,5%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.5,72,168,100,0.2049,20.5,"Tørstof 3,5%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.5,73,168,100,0.1924,19.2,"Tørstof 3,5%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.5,74,168,100,0.1756,17.6,"Tørstof 3,5%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.5,75,168,100,0.2003,20,"Tørstof 3,5%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.5,76,168,100,0.1936,19.4,"Tørstof 3,5%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.5,77,168,100,0.1808,18.1,"Tørstof 3,5%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.5,78,168,100,0.1604,16,"Tørstof 3,5%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.5,79,168,100,0.1911,19.1,"Tørstof 3,5%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.5,80,168,100,0.1824,18.2,"Tørstof 3,5%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.5,81,168,100,0.1689,16.9,"Tørstof 3,5%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.5,82,168,100,0.1448,14.5,"Tørstof 3,5%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.5,83,168,100,0.1822,18.2,"Tørstof 3,5%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.5,84,168,100,0.1709,17.1,"Tørstof 3,5%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.3,85,168,100,0.2211,22.1,"Tørstof 3,3%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.3,86,168,100,0.214,21.4,"Tørstof 3,3%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.3,87,168,100,0.2239,22.4,"Tørstof 3,3%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.3,88,168,100,0.2215,22.2,"Tørstof 3,3%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.3,89,168,100,0.218,21.8,"Tørstof 3,3%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.3,90,168,100,0.2104,21,"Tørstof 3,3%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.3,91,168,100,0.2211,22.1,"Tørstof 3,3%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.3,92,168,100,0.2185,21.8,"Tørstof 3,3%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.3,93,168,100,0.209,20.9,"Tørstof 3,3%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.3,94,168,100,0.1997,20,"Tørstof 3,3%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.3,95,168,100,0.2129,21.3,"Tørstof 3,3%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.3,96,168,100,0.2096,21,"Tørstof 3,3%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.3,97,168,100,0.1974,19.7,"Tørstof 3,3%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.3,98,168,100,0.1855,18.5,"Tørstof 3,3%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.3,99,168,100,0.2026,20.3,"Tørstof 3,3%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.3,100,168,100,0.1982,19.8,"Tørstof 3,3%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.3,101,168,100,0.1861,18.6,"Tørstof 3,3%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.3,102,168,100,0.1711,17.1,"Tørstof 3,3%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.3,103,168,100,0.193,19.3,"Tørstof 3,3%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.3,104,168,100,0.1871,18.7,"Tørstof 3,3%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.3,105,168,100,0.1748,17.5,"Tørstof 3,3%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.3,106,168,100,0.1565,15.6,"Tørstof 3,3%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.3,107,168,100,0.1839,18.4,"Tørstof 3,3%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.2,3.3,108,168,100,0.1762,17.6,"Tørstof 3,3%","7.2","pH 7,2"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.3,109,168,100,0.1634,16.3,"Tørstof 3,3%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7,3.3,110,168,100,0.1416,14.2,"Tørstof 3,3%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.3,111,168,100,0.1752,17.5,"Tørstof 3,3%","7.0","pH 7,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7,3.3,112,168,100,0.1652,16.5,"Tørstof 3,3%","7.0","pH 7,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.1,113,168,100,0.2145,21.5,"Tørstof 3,1%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8,3.1,114,168,100,0.2083,20.8,"Tørstof 3,1%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.1,115,168,100,0.2171,21.7,"Tørstof 3,1%","8.0","pH 8,0"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8,3.1,116,168,100,0.2149,21.5,"Tørstof 3,1%","8.0","pH 8,0"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.1,117,168,100,0.2115,21.1,"Tørstof 3,1%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.95,3.1,118,168,100,0.2048,20.5,"Tørstof 3,1%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.1,119,168,100,0.2142,21.4,"Tørstof 3,1%","7.95","pH 7,95"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.95,3.1,120,168,100,0.2119,21.2,"Tørstof 3,1%","7.95","pH 7,95"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.1,121,168,100,0.2025,20.3,"Tørstof 3,1%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.8,3.1,122,168,100,0.1944,19.4,"Tørstof 3,1%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.1,123,168,100,0.206,20.6,"Tørstof 3,1%","7.8","pH 7,8"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.8,3.1,124,168,100,0.2031,20.3,"Tørstof 3,1%","7.8","pH 7,8"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.1,125,168,100,0.1911,19.1,"Tørstof 3,1%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.6,3.1,126,168,100,0.1805,18.1,"Tørstof 3,1%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.1,127,168,100,0.1957,19.6,"Tørstof 3,1%","7.6","pH 7,6"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.6,3.1,128,168,100,0.1918,19.2,"Tørstof 3,1%","7.6","pH 7,6"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.1,129,168,100,0.18,18,"Tørstof 3,1%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.4,3.1,130,168,100,0.1667,16.7,"Tørstof 3,1%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.1,131,168,100,0.1861,18.6,"Tørstof 3,1%","7.4","pH 7,4"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.4,3.1,132,168,100,0.181,18.1,"Tørstof 3,1%","7.4","pH 7,4"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.1,133,168,100,0.1691,16.9,"Tørstof 3,1%","7.2","pH 7,2"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.2,3.1,134,168,100,0.1526,15.3,"Tørstof 3,1%","7.2","pH 7,2"
