"meas_part_dat","meas_full_dat","batch_arrangement","farm","subdat","weeksets","error"
22.5460147056176,23.1006588598083,5,"section5",1,"5,9,4,8,3,7,2,10",-2.40098846338856
23.6503769051798,23.5568758909784,5,"section5",2,"5,9,4,8,3,7,2,10",0.396916019908833
20.0889842227108,22.656088982581,5,"section5",3,"5,9,4,8,3,7,2,10",-11.3307498123082
22.5460147056176,23.1006588598083,6,"section5",1,"5,9,4,8,3,7,2,10",-2.40098846338856
22.9796790176301,23.5568758909784,6,"section5",2,"5,9,4,8,3,7,2,10",-2.45022674491987
22.9632930334693,22.656088982581,6,"section5",3,"5,9,4,8,3,7,2,10",1.3559447578287
24.5165477026104,23.1006588598083,7,"section5",1,"5,9,4,8,3,7,2,10",6.12921411200766
25.2825552039912,23.5568758909784,7,"section5",2,"5,9,4,8,3,7,2,10",7.32558646995161
22.9632930334693,22.656088982581,7,"section5",3,"5,9,4,8,3,7,2,10",1.3559447578287
24.7588927043381,23.1006588598083,8,"section5",1,"5,9,4,8,3,7,2,10",7.17829675159101
25.2825552039912,23.5568758909784,8,"section5",2,"5,9,4,8,3,7,2,10",7.32558646995161
24.7114281925643,22.656088982581,8,"section5",3,"5,9,4,8,3,7,2,10",9.07190650409089
22.2438724949244,23.1006588598083,9,"section5",1,"5,9,4,8,3,7,2,10",-3.70892609636605
22.4082463932328,23.5568758909784,9,"section5",2,"5,9,4,8,3,7,2,10",-4.87598399321516
22.1964079831507,22.656088982581,9,"section5",3,"5,9,4,8,3,7,2,10",-2.0289512447789
21.642238891852,23.1006588598083,10,"section5",1,"5,9,4,8,3,7,2,10",-6.31332628565754
22.4082463932328,23.5568758909784,10,"section5",2,"5,9,4,8,3,7,2,10",-4.87598399321516
20.0889842227108,22.656088982581,10,"section5",3,"5,9,4,8,3,7,2,10",-11.3307498123082
21.642238891852,23.1006588598083,11,"section5",1,"5,9,4,8,3,7,2,10",-6.31332628565754
22.0759032038645,23.5568758909784,11,"section5",2,"5,9,4,8,3,7,2,10",-6.28679581268716
22.0595172197037,22.656088982581,11,"section5",3,"5,9,4,8,3,7,2,10",-2.63316304652568
24.5165477026104,23.1006588598083,12,"section5",1,"5,9,4,8,3,7,2,10",6.12921411200766
25.6209099021726,23.5568758909784,12,"section5",2,"5,9,4,8,3,7,2,10",8.76191741530832
22.0595172197037,22.656088982581,12,"section5",3,"5,9,4,8,3,7,2,10",-2.63316304652568
