"man.source","app.mthd.dk","app.mthd","app.rate.ni","app.timing.dk","app.timing","air.temp","wind.2m","rain.rate","man.ph","man.dm","id","ct","tan.app","EF","EFp","man.dm.dk","man.ph.c","man.ph.dk"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.9,14,168,100,0.2093,20.9,"Tørstof 3,9%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.9,15,168,100,0.2309,23.1,"Tørstof 3,9%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.9,16,168,100,0.2253,22.5,"Tørstof 3,9%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.9,17,168,100,0.2121,21.2,"Tørstof 3,9%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.9,18,168,100,0.1933,19.3,"Tørstof 3,9%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.9,19,168,100,0.2209,22.1,"Tørstof 3,9%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.9,20,168,100,0.2135,21.3,"Tørstof 3,9%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.9,21,168,100,0.1998,20,"Tørstof 3,9%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.9,22,168,100,0.1768,17.7,"Tørstof 3,9%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.9,23,168,100,0.2113,21.1,"Tørstof 3,9%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.9,24,168,100,0.2016,20.2,"Tørstof 3,9%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.9,25,168,100,0.1871,18.7,"Tørstof 3,9%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.9,26,168,100,0.1599,16,"Tørstof 3,9%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.9,27,168,100,0.202,20.2,"Tørstof 3,9%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.9,28,168,100,0.1894,18.9,"Tørstof 3,9%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.9,29,168,100,0.1739,17.4,"Tørstof 3,9%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.9,30,168,100,0.1427,14.3,"Tørstof 3,9%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.9,31,168,100,0.1927,19.3,"Tørstof 3,9%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.9,32,168,100,0.1766,17.7,"Tørstof 3,9%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.7,33,168,100,0.2548,25.5,"Tørstof 3,7%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.7,34,168,100,0.2488,24.9,"Tørstof 3,7%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.7,35,168,100,0.2571,25.7,"Tørstof 3,7%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.7,36,168,100,0.2552,25.5,"Tørstof 3,7%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.7,37,168,100,0.2416,24.2,"Tørstof 3,7%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.7,38,168,100,0.2336,23.4,"Tørstof 3,7%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.7,39,168,100,0.2448,24.5,"Tørstof 3,7%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.7,40,168,100,0.2421,24.2,"Tørstof 3,7%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.7,41,168,100,0.229,22.9,"Tørstof 3,7%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.7,42,168,100,0.2186,21.9,"Tørstof 3,7%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.7,43,168,100,0.2333,23.3,"Tørstof 3,7%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.7,44,168,100,0.2297,23,"Tørstof 3,7%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.7,45,168,100,0.2169,21.7,"Tørstof 3,7%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.7,46,168,100,0.2035,20.4,"Tørstof 3,7%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.7,47,168,100,0.2227,22.3,"Tørstof 3,7%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.7,48,168,100,0.2178,21.8,"Tørstof 3,7%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.7,49,168,100,0.205,20.5,"Tørstof 3,7%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.7,50,168,100,0.1881,18.8,"Tørstof 3,7%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.7,51,168,100,0.2128,21.3,"Tørstof 3,7%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.7,52,168,100,0.2062,20.6,"Tørstof 3,7%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.7,53,168,100,0.1931,19.3,"Tørstof 3,7%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.7,54,168,100,0.1724,17.2,"Tørstof 3,7%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.7,55,168,100,0.2033,20.3,"Tørstof 3,7%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.7,56,168,100,0.1946,19.5,"Tørstof 3,7%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.7,57,168,100,0.1809,18.1,"Tørstof 3,7%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.7,58,168,100,0.1562,15.6,"Tørstof 3,7%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.7,59,168,100,0.1941,19.4,"Tørstof 3,7%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.7,60,168,100,0.1829,18.3,"Tørstof 3,7%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.7,61,168,100,0.1683,16.8,"Tørstof 3,7%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.7,62,168,100,0.1399,14,"Tørstof 3,7%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.7,63,168,100,0.1851,18.5,"Tørstof 3,7%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.7,64,168,100,0.1708,17.1,"Tørstof 3,7%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.5,65,168,100,0.2474,24.7,"Tørstof 3,5%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.5,66,168,100,0.2422,24.2,"Tørstof 3,5%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.5,67,168,100,0.2495,25,"Tørstof 3,5%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.5,68,168,100,0.2478,24.8,"Tørstof 3,5%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.5,69,168,100,0.2343,23.4,"Tørstof 3,5%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.5,70,168,100,0.2273,22.7,"Tørstof 3,5%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.5,71,168,100,0.2371,23.7,"Tørstof 3,5%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.5,72,168,100,0.2347,23.5,"Tørstof 3,5%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.5,73,168,100,0.2218,22.2,"Tørstof 3,5%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.5,74,168,100,0.2126,21.3,"Tørstof 3,5%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.5,75,168,100,0.2256,22.6,"Tørstof 3,5%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.5,76,168,100,0.2224,22.2,"Tørstof 3,5%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.5,77,168,100,0.2098,21,"Tørstof 3,5%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.5,78,168,100,0.198,19.8,"Tørstof 3,5%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.5,79,168,100,0.215,21.5,"Tørstof 3,5%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.5,80,168,100,0.2106,21.1,"Tørstof 3,5%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.5,81,168,100,0.1982,19.8,"Tørstof 3,5%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.5,82,168,100,0.1832,18.3,"Tørstof 3,5%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.5,83,168,100,0.205,20.5,"Tørstof 3,5%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.5,84,168,100,0.1993,19.9,"Tørstof 3,5%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.5,85,168,100,0.1866,18.7,"Tørstof 3,5%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.5,86,168,100,0.1681,16.8,"Tørstof 3,5%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.5,87,168,100,0.1956,19.6,"Tørstof 3,5%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.5,88,168,100,0.188,18.8,"Tørstof 3,5%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.5,89,168,100,0.1749,17.5,"Tørstof 3,5%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.5,90,168,100,0.1526,15.3,"Tørstof 3,5%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.5,91,168,100,0.1866,18.7,"Tørstof 3,5%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.5,92,168,100,0.1767,17.7,"Tørstof 3,5%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.5,93,168,100,0.1629,16.3,"Tørstof 3,5%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.5,94,168,100,0.137,13.7,"Tørstof 3,5%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.5,95,168,100,0.1778,17.8,"Tørstof 3,5%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.5,96,168,100,0.1651,16.5,"Tørstof 3,5%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.3,97,168,100,0.2405,24,"Tørstof 3,3%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.3,98,168,100,0.2359,23.6,"Tørstof 3,3%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.3,99,168,100,0.2423,24.2,"Tørstof 3,3%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.3,100,168,100,0.2408,24.1,"Tørstof 3,3%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.3,101,168,100,0.2273,22.7,"Tørstof 3,3%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.3,102,168,100,0.2212,22.1,"Tørstof 3,3%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.3,103,168,100,0.2298,23,"Tørstof 3,3%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.1,3.3,104,168,100,0.2277,22.8,"Tørstof 3,3%","8.1","pH 8,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.3,105,168,100,0.2149,21.5,"Tørstof 3,3%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.9,3.3,106,168,100,0.2068,20.7,"Tørstof 3,3%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.3,107,168,100,0.2183,21.8,"Tørstof 3,3%","7.9","pH 7,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.9,3.3,108,168,100,0.2155,21.5,"Tørstof 3,3%","7.9","pH 7,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.3,109,168,100,0.2031,20.3,"Tørstof 3,3%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.7,3.3,110,168,100,0.1926,19.3,"Tørstof 3,3%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.3,111,168,100,0.2076,20.8,"Tørstof 3,3%","7.7","pH 7,7"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.7,3.3,112,168,100,0.2038,20.4,"Tørstof 3,3%","7.7","pH 7,7"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.3,113,168,100,0.1917,19.2,"Tørstof 3,3%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.5,3.3,114,168,100,0.1783,17.8,"Tørstof 3,3%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.3,115,168,100,0.1977,19.8,"Tørstof 3,3%","7.5","pH 7,5"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.5,3.3,116,168,100,0.1926,19.3,"Tørstof 3,3%","7.5","pH 7,5"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.3,117,168,100,0.1804,18,"Tørstof 3,3%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.3,3.3,118,168,100,0.1638,16.4,"Tørstof 3,3%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.3,119,168,100,0.1884,18.8,"Tørstof 3,3%","7.3","pH 7,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.3,3.3,120,168,100,0.1817,18.2,"Tørstof 3,3%","7.3","pH 7,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.3,121,168,100,0.1691,16.9,"Tørstof 3,3%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,7.1,3.3,122,168,100,0.1491,14.9,"Tørstof 3,3%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.3,123,168,100,0.1795,17.9,"Tørstof 3,3%","7.1","pH 7,1"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,7.1,3.3,124,168,100,0.1707,17.1,"Tørstof 3,3%","7.1","pH 7,1"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.3,125,168,100,0.1576,15.8,"Tørstof 3,3%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,6.9,3.3,126,168,100,0.1341,13.4,"Tørstof 3,3%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.3,127,168,100,0.1709,17.1,"Tørstof 3,3%","6.9","pH 6,9"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,6.9,3.3,128,168,100,0.1596,16,"Tørstof 3,3%","6.9","pH 6,9"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.1,129,168,100,0.234,23.4,"Tørstof 3,1%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.3,3.1,130,168,100,0.2299,23,"Tørstof 3,1%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.1,131,168,100,0.2355,23.6,"Tørstof 3,1%","8.3","pH 8,3"
"Afgasset biomasse","Slæbesko","ts",30,"Sommer","Summer",16.8762259816193,3.15624012423227,0.105925308296069,8.3,3.1,132,168,100,0.2342,23.4,"Tørstof 3,1%","8.3","pH 8,3"
"Afgasset biomasse","Slæbeslange","bsth",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.1,133,168,100,0.2208,22.1,"Tørstof 3,1%","8.1","pH 8,1"
"Afgasset biomasse","Slæbesko","ts",30,"April","April",8.23645983645984,3.84445591865745,0.0552119412831931,8.1,3.1,134,168,100,0.2154,21.5,"Tørstof 3,1%","8.1","pH 8,1"
