station,date,temp,wv
603100,01/01/2014,4,5.6
603100,02/01/2014,4.8,7.1
603100,03/01/2014,5.9,6
603100,04/01/2014,5.9,5.8
603100,05/01/2014,4.8,4.4
603100,06/01/2014,5.5,6.4
603100,07/01/2014,8.4,7.4
603100,08/01/2014,7.6,7.4
603100,09/01/2014,5.5,5.5
603100,10/01/2014,4.8,4.6
603100,11/01/2014,5.5,6
603100,12/01/2014,2,5.5
603100,13/01/2014,-1.3,6.5
603100,14/01/2014,2,1.7
603100,15/01/2014,2.8,5.4
603100,16/01/2014,1.5,10.6
603100,17/01/2014,-0.5,12.3
603100,18/01/2014,-0.7,11.1
603100,19/01/2014,0,11.5
603100,20/01/2014,-1.1,8.7
603100,21/01/2014,-2,5.9
603100,22/01/2014,-2,8.2
603100,23/01/2014,-1.1,8
603100,24/01/2014,-1.7,7.9
603100,25/01/2014,-2.9,8.9
603100,26/01/2014,-3.4,8.8
603100,27/01/2014,-2.6,10.9
603100,28/01/2014,0,8.4
603100,29/01/2014,-2,9.1
603100,30/01/2014,-2.7,7.3
603100,31/01/2014,-1.7,6.7
603100,01/02/2014,0.6,7.7
603100,02/02/2014,3.2,5.9
603100,03/02/2014,1.6,4.2
603100,04/02/2014,1.2,5.5
603100,05/02/2014,1.3,6.2
603100,06/02/2014,3.8,5.7
603100,07/02/2014,3.9,7
603100,08/02/2014,4.1,6.6
603100,09/02/2014,4.6,7.2
603100,10/02/2014,4.9,5.4
603100,11/02/2014,2.6,3.6
603100,12/02/2014,3,5.7
603100,13/02/2014,3.5,7
603100,14/02/2014,3.5,5.1
603100,15/02/2014,5.5,10.8
603100,16/02/2014,5.4,11.2
603100,17/02/2014,4.6,7.4
603100,18/02/2014,4.8,3.6
603100,19/02/2014,4.5,2.7
603100,20/02/2014,3.4,4.5
603100,21/02/2014,6.4,5.1
603100,22/02/2014,5.8,7.5
603100,23/02/2014,6.9,8.1
603100,24/02/2014,7.6,6.8
603100,25/02/2014,4.7,5.8
603100,26/02/2014,6,3.3
603100,27/02/2014,5.2,4.7
603100,28/02/2014,4.9,4.6
603100,01/03/2014,4.5,2.5
603100,02/03/2014,4,5.7
603100,03/03/2014,3.7,7.1
603100,04/03/2014,4.6,4.8
603100,05/03/2014,4.5,2.5
603100,06/03/2014,6.5,5.4
603100,07/03/2014,8.1,9
603100,08/03/2014,6.1,5.9
603100,09/03/2014,9.2,6.4
603100,10/03/2014,5.4,3.2
603100,11/03/2014,4.4,2.1
603100,12/03/2014,5.7,5.5
603100,13/03/2014,5.4,6.3
603100,14/03/2014,6.2,8.5
603100,15/03/2014,6.2,10.4
603100,16/03/2014,7.5,10.5
603100,17/03/2014,7,10
603100,18/03/2014,7.5,6.9
603100,19/03/2014,7.6,8.8
603100,20/03/2014,10.5,9.6
603100,21/03/2014,7.3,8.5
603100,22/03/2014,5.6,6.3
603100,23/03/2014,4.8,4.7
603100,24/03/2014,4.4,2.5
603100,25/03/2014,4.7,4.3
603100,26/03/2014,4.6,8
603100,27/03/2014,3.8,2.9
603100,28/03/2014,7.8,3.1
603100,29/03/2014,6.6,3.9
603100,30/03/2014,7.1,1.5
603100,31/03/2014,5.1,2.8
603100,01/04/2014,4.5,3.6
603100,02/04/2014,4.6,4.9
603100,03/04/2014,5.5,3
603100,04/04/2014,4.6,5.4
603100,05/04/2014,5.1,5.3
603100,06/04/2014,9.4,3.4
603100,07/04/2014,11.2,4.8
603100,08/04/2014,9.5,6.8
603100,09/04/2014,6.8,6.5
603100,10/04/2014,6.4,2.2
603100,11/04/2014,8,4.5
603100,12/04/2014,6.7,7.3
603100,13/04/2014,8,10.1
603100,14/04/2014,7.9,5.3
603100,15/04/2014,6.5,4.6
603100,16/04/2014,6.3,4.3
603100,17/04/2014,7.5,7.5
603100,18/04/2014,6.9,4.5
603100,19/04/2014,8.7,2.4
603100,20/04/2014,11,3.4
603100,21/04/2014,13.7,3.7
603100,22/04/2014,13.6,4.9
603100,23/04/2014,12.6,5.8
603100,24/04/2014,7.3,4.5
603100,25/04/2014,11.6,5
603100,26/04/2014,11.7,4.3
603100,27/04/2014,13,3
603100,28/04/2014,12.8,1.7
603100,29/04/2014,12.3,3.7
603100,30/04/2014,8.8,3.3
603100,01/05/2014,6.6,3.6
603100,02/05/2014,6.8,1.9
603100,03/05/2014,6.8,4.2
603100,04/05/2014,7.1,2.9
603100,05/05/2014,7.7,2.5
603100,06/05/2014,9.9,5
603100,07/05/2014,9.9,2.7
