station,date,temp,wv
612600,01/01/2014,3.2,4.2
612600,02/01/2014,4.8,5.8
612600,03/01/2014,6.2,6
612600,04/01/2014,5.9,6
612600,05/01/2014,4.4,3.7
612600,06/01/2014,5.8,6.6
612600,07/01/2014,8.6,6.9
612600,08/01/2014,8,7.5
612600,09/01/2014,6.7,7.8
612600,10/01/2014,5.8,6.9
612600,11/01/2014,5.4,6.3
612600,12/01/2014,3.3,5.1
612600,13/01/2014,1.5,4.1
612600,14/01/2014,4.2,2.1
612600,15/01/2014,3.3,4
612600,16/01/2014,1.8,6.3
612600,17/01/2014,1.9,5.4
612600,18/01/2014,3,7.5
612600,19/01/2014,2.2,9.9
612600,20/01/2014,1.2,7.9
612600,21/01/2014,0.1,5.4
612600,22/01/2014,0.2,5.8
612600,23/01/2014,-2.8,6.1
612600,24/01/2014,-3,6.4
612600,25/01/2014,-6.2,5.5
612600,26/01/2014,-7.1,6.3
612600,27/01/2014,-3.4,6.2
612600,28/01/2014,-1.4,5.8
612600,29/01/2014,-3.9,5.8
612600,30/01/2014,-4,4.6
612600,31/01/2014,-3.1,4.1
612600,01/02/2014,0.8,5.2
612600,02/02/2014,2.8,4.6
612600,03/02/2014,1.8,3.3
612600,04/02/2014,1.2,3.4
612600,05/02/2014,1.2,3.4
612600,06/02/2014,4.3,5
612600,07/02/2014,4.9,6.2
612600,08/02/2014,4.4,6.5
612600,09/02/2014,4.3,7
612600,10/02/2014,4.1,3.9
612600,11/02/2014,2.4,2.5
612600,12/02/2014,3.7,5.1
612600,13/02/2014,4.1,5.6
612600,14/02/2014,3.4,4.3
612600,15/02/2014,7.1,8.5
612600,16/02/2014,4.9,8.7
612600,17/02/2014,3.7,4.9
612600,18/02/2014,4.8,3.6
612600,19/02/2014,5,3.2
612600,20/02/2014,5.9,4.8
612600,21/02/2014,5.9,4.6
612600,22/02/2014,4.5,5.5
612600,23/02/2014,5.7,6.3
612600,24/02/2014,6.3,5.8
612600,25/02/2014,6.3,4.2
612600,26/02/2014,7.3,2.6
612600,27/02/2014,5.3,3.4
612600,28/02/2014,4.7,2.3
612600,01/03/2014,3,1.7
612600,02/03/2014,3.8,3.9
612600,03/03/2014,3.6,5.4
612600,04/03/2014,3.8,2.2
612600,05/03/2014,4.3,1.2
612600,06/03/2014,4.4,4.1
612600,07/03/2014,6.9,6.3
612600,08/03/2014,5.4,3.8
612600,09/03/2014,9.3,4.7
612600,10/03/2014,9.2,3.8
612600,11/03/2014,4.9,1.9
612600,12/03/2014,5.7,1.7
612600,13/03/2014,6.2,3
612600,14/03/2014,6,6.1
612600,15/03/2014,7,9.6
612600,16/03/2014,8.5,9.2
612600,17/03/2014,9.1,8.4
612600,18/03/2014,7.2,5.7
612600,19/03/2014,7.1,6.5
612600,20/03/2014,10.9,7.5
612600,21/03/2014,7.6,5.8
612600,22/03/2014,5.5,4.8
612600,23/03/2014,5,4.1
612600,24/03/2014,4,1.4
612600,25/03/2014,3.7,3.8
612600,26/03/2014,4.1,4.6
612600,27/03/2014,3.8,3.4
612600,28/03/2014,5.1,3.2
612600,29/03/2014,6.1,2.7
612600,30/03/2014,7,1.2
612600,31/03/2014,6.2,1.6
612600,01/04/2014,4.4,3.7
612600,02/04/2014,5.7,4.5
612600,03/04/2014,5.3,3.4
612600,04/04/2014,4,6.5
612600,05/04/2014,5.9,3.7
612600,06/04/2014,9.6,3.8
612600,07/04/2014,11.6,4.7
612600,08/04/2014,10.4,5.8
612600,09/04/2014,8.2,7.3
612600,10/04/2014,6.3,2.4
612600,11/04/2014,8.5,2.8
612600,12/04/2014,6.6,4.4
612600,13/04/2014,8.4,7.1
612600,14/04/2014,7.1,7.5
612600,15/04/2014,6.6,5.8
612600,16/04/2014,6.8,2
612600,17/04/2014,8.6,6.6
612600,18/04/2014,6.2,4.1
612600,19/04/2014,8.2,2.7
612600,20/04/2014,12.2,4
612600,21/04/2014,12.5,4.5
612600,22/04/2014,12,4.4
612600,23/04/2014,8.4,4.5
612600,24/04/2014,7.1,3.9
612600,25/04/2014,10.3,3.8
612600,26/04/2014,11.8,4.1
612600,27/04/2014,12.3,3.6
612600,28/04/2014,12.6,2.1
612600,29/04/2014,13.1,1.6
612600,30/04/2014,12.8,3.1
612600,01/05/2014,7.3,4.4
612600,02/05/2014,7.9,1.8
612600,03/05/2014,6.3,3.8
612600,04/05/2014,7.5,4.1
612600,05/05/2014,6.8,2.5
612600,06/05/2014,11.3,4.2
612600,07/05/2014,11.6,3.5
612600,08/05/2014,10.6,4
612600,09/05/2014,10.2,2.6
612600,10/05/2014,10.5,3.9
612600,11/05/2014,10.8,5.4
612600,12/05/2014,10.4,4.1
612600,13/05/2014,9.7,5
612600,14/05/2014,9.4,3.9
612600,15/05/2014,11.8,2
612600,16/05/2014,10.1,1.9
612600,17/05/2014,12.7,1.5
612600,18/05/2014,12.5,2.7
612600,19/05/2014,12.6,2.3
612600,20/05/2014,14.5,2.1
612600,21/05/2014,19,2.9
612600,22/05/2014,20.8,3.4
612600,23/05/2014,15.9,3.2
612600,24/05/2014,15.1,1.8
612600,25/05/2014,15.8,2.2
612600,26/05/2014,14.8,2.2
612600,27/05/2014,13.7,3.9
