station,date,temp,wv
613500,26/11/2014,5.3,2.3
613500,27/11/2014,3.8,4.4
613500,28/11/2014,3,5.1
613500,29/11/2014,1.9,5.4
613500,30/11/2014,0.5,5.4
613500,01/12/2014,1.9,6.3
613500,02/12/2014,0.2,3.1
613500,03/12/2014,1,2
613500,04/12/2014,3,3.4
613500,05/12/2014,3.6,3.5
613500,06/12/2014,3.8,4
613500,07/12/2014,4.2,6.9
613500,08/12/2014,3.9,4.4
613500,09/12/2014,2.6,4.9
613500,10/12/2014,4.2,9.4
613500,11/12/2014,3.8,8.2
613500,12/12/2014,4.3,8.2
613500,13/12/2014,4.5,6.1
613500,14/12/2014,3.4,6.4
613500,15/12/2014,4.3,7.5
613500,16/12/2014,4,5.9
613500,17/12/2014,4.1,5
613500,18/12/2014,7.5,6.3
613500,19/12/2014,7.3,6.6
613500,20/12/2014,4.3,8.6
613500,21/12/2014,5.5,7.1
613500,22/12/2014,8.2,6.7
613500,23/12/2014,7.2,5.3
613500,24/12/2014,5.9,5.5
613500,25/12/2014,0.3,4
613500,26/12/2014,-2.3,1.5
613500,27/12/2014,-1.4,1.9
613500,28/12/2014,-2.4,2.3
613500,29/12/2014,-3.9,2.8
613500,30/12/2014,2.5,3.3
613500,31/12/2014,5.7,4.7
613500,01/01/2015,4.9,7.3
613500,02/01/2015,5.8,10.8
613500,03/01/2015,3.9,7.9
613500,04/01/2015,3.3,6.9
613500,05/01/2015,3.8,3.1
613500,06/01/2015,3.1,4.7
613500,07/01/2015,4,5.2
613500,08/01/2015,4.9,7.3
613500,09/01/2015,5.8,10.2
613500,10/01/2015,6.2,10.4
613500,11/01/2015,3.3,10.2
613500,12/01/2015,6,7.9
613500,13/01/2015,5.6,5.1
613500,14/01/2015,3,5.6
613500,15/01/2015,4.1,8.6
613500,16/01/2015,5.4,8.9
613500,17/01/2015,3.3,5.6
613500,18/01/2015,1.8,4.5
613500,19/01/2015,1,2.1
613500,20/01/2015,0.5,1.8
613500,21/01/2015,-0.9,0.8
613500,22/01/2015,-0.5,1
613500,23/01/2015,-0.9,2.1
613500,24/01/2015,-0.8,5.8
613500,25/01/2015,-0.5,2.5
613500,26/01/2015,2.1,5.6
613500,27/01/2015,2.4,4.9
613500,28/01/2015,3.3,8.4
613500,29/01/2015,1.4,8.4
613500,30/01/2015,0.9,2.2
613500,31/01/2015,1.4,4
613500,01/02/2015,0.8,5.1
613500,02/02/2015,-1.1,3.8
613500,03/02/2015,-2.7,2.4
613500,04/02/2015,-1.6,3
613500,05/02/2015,-2.8,1.6
613500,06/02/2015,-3.7,1.9
613500,07/02/2015,3.5,8.9
613500,08/02/2015,2.3,6.8
613500,09/02/2015,4.5,5.6
613500,10/02/2015,4,4.2
613500,11/02/2015,2.1,2.5
613500,12/02/2015,1.3,2.5
613500,13/02/2015,-0.1,3.2
613500,14/02/2015,1.1,5.2
613500,15/02/2015,2.4,9.1
613500,16/02/2015,0.8,6.8
613500,17/02/2015,0.7,3.4
613500,18/02/2015,3.9,6.4
613500,19/02/2015,2.8,6.3
613500,20/02/2015,2.4,6.6
613500,21/02/2015,2.8,3.6
613500,22/02/2015,2.5,5.7
613500,23/02/2015,2.2,7.9
613500,24/02/2015,3.5,7.4
613500,25/02/2015,3,4.4
613500,26/02/2015,3.4,4.6
613500,27/02/2015,2.5,3
613500,28/02/2015,2.2,4.6
613500,01/03/2015,3.5,7.7
613500,02/03/2015,3.5,6.6
613500,03/03/2015,2.4,5.4
613500,04/03/2015,1.9,3.4
613500,05/03/2015,3.4,3.9
613500,06/03/2015,5.3,5.1
613500,07/03/2015,5.8,6.6
613500,08/03/2015,6.9,5.9
613500,09/03/2015,5.8,3.8
613500,10/03/2015,6.5,5.4
613500,11/03/2015,5.4,4.3
613500,12/03/2015,3,2
613500,13/03/2015,2.6,4.1
613500,14/03/2015,3.9,4.2
613500,15/03/2015,4.5,6.4
613500,16/03/2015,5.9,7.6
613500,17/03/2015,7.2,6
613500,18/03/2015,6.9,4.7
613500,19/03/2015,5.3,2.1
613500,20/03/2015,3.6,3.2
613500,21/03/2015,3.1,4.5
613500,22/03/2015,0.2,2.7
613500,23/03/2015,3.9,5.6
613500,24/03/2015,4.8,2.5
613500,25/03/2015,4.4,6.2
613500,26/03/2015,5,3.9
613500,27/03/2015,4.4,1.6
613500,28/03/2015,5,4.7
613500,29/03/2015,7.1,6.2
613500,30/03/2015,5.6,8.9
613500,31/03/2015,2.5,5.3
613500,01/04/2015,3.9,8.8
613500,02/04/2015,3.6,5.9
613500,03/04/2015,4,4.4
613500,04/04/2015,3.8,3.3
613500,05/04/2015,4.1,3.5
613500,06/04/2015,4.1,2.7
613500,07/04/2015,5.8,5.3
613500,08/04/2015,8,4.3
613500,09/04/2015,6.4,2.3
613500,10/04/2015,8.2,1.9
613500,11/04/2015,10.5,4.7
613500,12/04/2015,7.5,7
613500,13/04/2015,6.1,9.5
613500,14/04/2015,6.1,5.4
613500,15/04/2015,9.5,7
613500,16/04/2015,7.1,7.6
613500,17/04/2015,6.8,5.5
613500,18/04/2015,6.8,3.1
613500,19/04/2015,7.6,2.5
613500,20/04/2015,9.7,3.6
613500,21/04/2015,9.8,5.5
613500,22/04/2015,8.7,2.6
613500,23/04/2015,8.7,5.3
613500,24/04/2015,9,4
613500,25/04/2015,10.2,4.1
613500,26/04/2015,7.1,2.6
613500,27/04/2015,6.6,2.5
613500,28/04/2015,6.1,2.9
613500,29/04/2015,8.1,4.9
613500,30/04/2015,8.2,3.6
613500,01/05/2015,6.9,2.2
613500,02/05/2015,6.8,3.1
613500,03/05/2015,7.4,4.7
613500,04/05/2015,11.7,5
613500,05/05/2015,13.3,5.9
613500,06/05/2015,11.9,4.6
613500,07/05/2015,10.3,6.8
613500,08/05/2015,8.1,2.2
613500,09/05/2015,9,4.4
613500,10/05/2015,9.8,6.2
613500,11/05/2015,11.6,4.5
613500,12/05/2015,11.6,4.2
613500,13/05/2015,9.7,6.8
613500,14/05/2015,10.6,3.8
613500,15/05/2015,10.7,2.9
613500,16/05/2015,8.3,4.7
613500,17/05/2015,8.9,6.9
613500,18/05/2015,8.9,4.2
613500,19/05/2015,10.4,5.3
613500,20/05/2015,10,4
613500,21/05/2015,9.2,3.1
613500,22/05/2015,11,3.8
613500,23/05/2015,10.2,4.4
613500,24/05/2015,8.9,3.2
613500,25/05/2015,9.6,2.1
613500,26/05/2015,9.8,4.7
613500,27/05/2015,10,5.2
613500,28/05/2015,11.1,5.2
613500,29/05/2015,10.9,4.4
613500,30/05/2015,10.1,6.5
613500,31/05/2015,11.5,5.8
613500,01/06/2015,11.7,5.7
613500,02/06/2015,11.7,6.9
613500,03/06/2015,13.3,7
613500,04/06/2015,11.8,3.5
613500,05/06/2015,13.5,3.6
613500,06/06/2015,15.8,5.3
613500,07/06/2015,12.6,5.3
613500,08/06/2015,11,3.5
613500,09/06/2015,12.2,1.4
613500,10/06/2015,13.8,2.2
613500,11/06/2015,11.8,2.7
613500,12/06/2015,14.5,1.3
613500,13/06/2015,16.4,2.3
613500,14/06/2015,12.9,5.4
613500,15/06/2015,10.9,5.6
613500,16/06/2015,10.8,4.3
613500,17/06/2015,10.7,4.5
613500,18/06/2015,12.3,5.1
613500,19/06/2015,11.4,5.5
613500,20/06/2015,13.4,4.8
613500,21/06/2015,12.1,2.9
613500,22/06/2015,12.3,3.2
613500,23/06/2015,12.5,2.5
613500,24/06/2015,11.9,5.6
613500,25/06/2015,12.4,4
613500,26/06/2015,13.7,2.5
613500,27/06/2015,15.8,2.1
613500,28/06/2015,14.8,3.5
613500,29/06/2015,16.4,3.3
613500,30/06/2015,15.6,3
613500,01/07/2015,17.2,2.1
613500,02/07/2015,18.8,5.2
613500,03/07/2015,21.2,2.8
613500,04/07/2015,22.3,1.8
613500,05/07/2015,22.9,1.4
613500,06/07/2015,17.4,6
613500,07/07/2015,17.3,3.4
613500,08/07/2015,16.1,6.4
613500,09/07/2015,11.9,8.8
613500,10/07/2015,12.6,8.2
613500,11/07/2015,13.3,2.2
613500,12/07/2015,15.5,2.6
613500,13/07/2015,15.8,3.2
613500,14/07/2015,15.1,2.8
613500,15/07/2015,15,4.7
613500,16/07/2015,15.2,2.9
613500,17/07/2015,15.1,2.8
613500,18/07/2015,17.8,5.2
613500,19/07/2015,14,2.9
613500,20/07/2015,14.5,3.4
613500,21/07/2015,17.4,5.1
613500,22/07/2015,18.1,3.7
613500,23/07/2015,15.5,4.3
613500,24/07/2015,14.9,2.1
613500,25/07/2015,16,4.4
613500,26/07/2015,14.5,7.2
613500,27/07/2015,14.1,3.1
613500,28/07/2015,16,4.7
613500,29/07/2015,14.6,5.1
613500,30/07/2015,13.9,3.2
613500,31/07/2015,13.6,5.8
613500,01/08/2015,13.5,2.2
613500,02/08/2015,16.2,1.7
613500,03/08/2015,17.6,3.6
613500,04/08/2015,20.9,4.4
613500,05/08/2015,17.8,2.8
613500,06/08/2015,19.1,3.1
613500,07/08/2015,19.4,2.4
613500,08/08/2015,16.7,2
613500,09/08/2015,16.1,1.8
613500,10/08/2015,18.1,2.1
613500,11/08/2015,18.5,2.1
613500,12/08/2015,17.3,2.4
613500,13/08/2015,16.6,2.5
613500,14/08/2015,19.6,8.8
613500,15/08/2015,18.8,4.4
613500,16/08/2015,19.2,3.7
613500,17/08/2015,20.3,9.2
613500,18/08/2015,19.2,9.7
613500,19/08/2015,18.9,6.6
613500,20/08/2015,17.9,3.9
613500,21/08/2015,18,3.3
613500,22/08/2015,17.6,4.2
613500,23/08/2015,18.4,5.9
613500,24/08/2015,17.4,5.1
613500,25/08/2015,17.7,5.6
613500,26/08/2015,17.6,4.9
613500,27/08/2015,17.7,5.5
613500,28/08/2015,16,4.4
613500,29/08/2015,16.5,3.8
613500,30/08/2015,17.3,1.6
613500,31/08/2015,17,3.8
613500,01/09/2015,17.2,5
613500,02/09/2015,15.7,7
613500,03/09/2015,14.6,4.4
613500,04/09/2015,13.7,3.8
613500,05/09/2015,13.5,6.8
613500,06/09/2015,13.6,7
613500,07/09/2015,13,4.2
613500,08/09/2015,13,3.2
613500,09/09/2015,12.4,2.2
613500,10/09/2015,13.1,3.5
613500,11/09/2015,14.6,6.2
613500,12/09/2015,14.8,4.6
613500,13/09/2015,15.2,5.1
613500,14/09/2015,16.4,5.2
613500,15/09/2015,13.7,6.2
613500,16/09/2015,14.5,4.6
613500,17/09/2015,16.6,7.7
613500,18/09/2015,14.7,6.6
613500,19/09/2015,13.9,2.7
613500,20/09/2015,12.8,4.9
613500,21/09/2015,11.8,3
613500,22/09/2015,13.5,3.5
613500,23/09/2015,13,2.8
613500,24/09/2015,13.5,5.7
613500,25/09/2015,12.7,3.8
613500,26/09/2015,11.4,3.3
613500,27/09/2015,11.5,2.3
613500,28/09/2015,10.7,1.7
613500,29/09/2015,11,1.4
613500,30/09/2015,10.1,1.6
613500,01/10/2015,11.2,3.9
613500,02/10/2015,12.6,4.1
613500,03/10/2015,10.3,1.6
613500,04/10/2015,9.9,1.1
613500,05/10/2015,11.6,1.7
613500,06/10/2015,13.2,8.6
613500,07/10/2015,11.9,9
613500,08/10/2015,8.8,4.3
613500,09/10/2015,9.4,3.1
613500,10/10/2015,7.6,3.5
613500,11/10/2015,7.9,3.5
613500,12/10/2015,7.1,3.6
613500,13/10/2015,6.9,4.3
613500,14/10/2015,7.7,5
613500,15/10/2015,9.4,6.2
613500,16/10/2015,8.7,4.2
613500,17/10/2015,9.5,3
613500,18/10/2015,9.6,3
613500,19/10/2015,7.9,1.8
613500,20/10/2015,8.2,0.6
613500,21/10/2015,9.6,3.8
613500,22/10/2015,10.9,6.6
613500,23/10/2015,11,6.6
613500,24/10/2015,9.6,4.3
613500,25/10/2015,9.8,4.6
613500,26/10/2015,6.4,1.8
613500,27/10/2015,6.9,3.8
613500,28/10/2015,9.3,6.2
613500,29/10/2015,7.9,2.5
613500,30/10/2015,8.2,1.9
613500,31/10/2015,9,3.1
613500,01/11/2015,8.9,2.4
613500,02/11/2015,9.3,1.9
613500,03/11/2015,6.3,2
613500,04/11/2015,5.5,2
613500,05/11/2015,8.8,2.3
613500,06/11/2015,10.8,2.6
613500,07/11/2015,12.9,5.9
613500,08/11/2015,10.8,7.5
613500,09/11/2015,11.2,8.1
613500,10/11/2015,13.5,8.1
613500,11/11/2015,12.9,6.3
613500,12/11/2015,11.1,6.1
613500,13/11/2015,9.6,7.5
613500,14/11/2015,7.3,7.7
613500,15/11/2015,6.2,1.7
613500,16/11/2015,8.7,5
613500,17/11/2015,8.8,4.5
613500,18/11/2015,10.1,8.3
613500,19/11/2015,9,7.8
613500,20/11/2015,5.7,3.6
613500,21/11/2015,1.4,5.1
613500,22/11/2015,0.8,6.7
613500,23/11/2015,1.3,3.4
613500,24/11/2015,4.3,9.2
613500,25/11/2015,4.2,3.6
613500,26/11/2015,3.8,2.5
613500,27/11/2015,5.6,7.1
613500,28/11/2015,4.8,6.9
613500,29/11/2015,6.8,10.3
613500,30/11/2015,5.2,8.4
613500,01/12/2015,5.3,6
613500,02/12/2015,7.8,5.1
613500,03/12/2015,8.3,5.9
613500,04/12/2015,7.9,8.8
613500,05/12/2015,8.5,11.6
613500,06/12/2015,8.9,11.2
613500,07/12/2015,5.3,3.2
613500,08/12/2015,7.6,4
613500,09/12/2015,7.4,5.3
613500,10/12/2015,6.7,9.1
613500,11/12/2015,5.5,6.6
613500,12/12/2015,4.9,4.9
613500,13/12/2015,3.1,3.8
613500,14/12/2015,1.7,2.2
613500,15/12/2015,3.2,2.9
613500,16/12/2015,3.9,4
613500,17/12/2015,8.8,4.7
613500,18/12/2015,9.3,5.7
613500,19/12/2015,9.3,5.7
613500,20/12/2015,9.8,6.3
613500,21/12/2015,8.8,7.9
613500,22/12/2015,9.1,8.7
613500,23/12/2015,9,8.1
613500,24/12/2015,7,6.8
613500,25/12/2015,7,7.8
613500,26/12/2015,4.9,4
613500,27/12/2015,7.9,6.5
613500,28/12/2015,3.9,5.2
613500,29/12/2015,3.3,7.4
613500,30/12/2015,2.6,5.8
613500,31/12/2015,1.6,6.2
613500,01/01/2016,3.5,2.2
613500,02/01/2016,-0.8,9.6
613500,03/01/2016,-4,8.8
613500,04/01/2016,-2.9,7.8
613500,05/01/2016,-3,5.2
613500,06/01/2016,-3.5,5.3
613500,07/01/2016,-2,6.1
613500,08/01/2016,0,5.3
613500,09/01/2016,0.9,3.1
613500,10/01/2016,0.6,4.1
613500,11/01/2016,0.9,3
613500,12/01/2016,1.1,3.6
613500,13/01/2016,-1.1,2.9
613500,14/01/2016,0.1,2.5
613500,15/01/2016,-2,3.4
613500,16/01/2016,-2.9,1.2
613500,17/01/2016,-5,1.8
613500,18/01/2016,-2.8,3.2
613500,19/01/2016,-1.4,5.6
613500,20/01/2016,-3.1,2.8
613500,21/01/2016,-4.2,2.1
613500,22/01/2016,-2.8,3.7
613500,23/01/2016,-1,2.6
613500,24/01/2016,1.9,3.7
613500,25/01/2016,4.3,2.9
613500,26/01/2016,5.4,6.4
613500,27/01/2016,7.5,9.3
613500,28/01/2016,5.5,8
613500,29/01/2016,5.6,9.2
613500,30/01/2016,5.4,7.3
613500,31/01/2016,2.6,7
613500,01/02/2016,3.1,5.5
613500,02/02/2016,6.2,11.3
613500,03/02/2016,4.5,8.7
613500,04/02/2016,2.5,6.4
613500,05/02/2016,2.9,4.5
613500,06/02/2016,6.6,5.8
613500,07/02/2016,6.1,5.9
613500,08/02/2016,5.4,9.5
613500,09/02/2016,4.9,7.1
613500,10/02/2016,3.1,5.4
613500,11/02/2016,3,1.8
613500,12/02/2016,0.3,1.7
613500,13/02/2016,-0.6,3.4
613500,14/02/2016,1.2,4.8
613500,15/02/2016,-0.5,5
613500,16/02/2016,-0.9,1.6
613500,17/02/2016,0,4.7
613500,18/02/2016,0.3,2.5
613500,19/02/2016,0.7,2.8
613500,20/02/2016,2.9,8.1
613500,21/02/2016,4.5,5.5
613500,22/02/2016,4.3,6.7
613500,23/02/2016,3.9,6.3
613500,24/02/2016,2.4,6
613500,25/02/2016,1.8,4.1
613500,26/02/2016,2.1,3.5
613500,27/02/2016,-0.6,1.4
613500,28/02/2016,-0.4,1
613500,29/02/2016,0.5,2.1
613500,01/03/2016,0.9,3.6
