station,date,rh,minte,maxte,temp,prec,wv,winddir,minrh,maxrh,vpd,glorad,soilt10,soilt30,surfwet,grasstemp,netrad,heatflux,pres,wv2,wd2,makkepot,tsum10,tsum5,tsum0,akkmve
603100,26/01/2014,77.9,-5.1,-1.8,-3.4,0.1,8.8,123,73,82.7,0.1,0.9,0.4,1.1,0,-4.1,null,null,null,null,null,0.1,0,9.3,71,0
603100,27/01/2014,89.2,-4.6,-0.2,-2.6,3.3,10.9,112,78.5,98.8,0.05,1,0.2,1,0,-3.1,null,null,null,null,null,0.1,0,9.3,71,0
603100,28/01/2014,89,-0.5,0.6,0,0.3,8.4,111,85.5,94.3,0.07,0.8,0.2,0.9,87,-0.8,null,null,null,null,null,0.1,0,9.3,71,0
603100,29/01/2014,88.3,-4,0.2,-2,3.7,9.1,97,76.2,97.7,0.06,0.8,0.2,0.8,926,-2.6,null,null,null,null,null,0.1,0,9.3,71,0
603100,30/01/2014,88.8,-3.8,-1.4,-2.7,2.4,7.3,106,81.7,96.7,0.05,1.2,0.1,0.8,301,-3.1,null,null,null,null,null,0.1,0,9.3,71,0
603100,31/01/2014,91.6,-2.8,-1.1,-1.7,0.3,6.7,107,86.3,98.2,0.04,0.8,0.1,0.7,825,-2.2,null,null,null,null,null,0.1,0,9.3,71,0
603100,01/02/2014,95.8,-1.5,2.9,0.6,0.5,7.7,133,90.8,99,0.03,1.3,0.1,0.7,1316,0.1,null,null,null,null,null,0.2,0,9.3,71.6,0
603100,02/02/2014,90.2,1.9,4.6,3.2,0,5.9,163,81.2,97.5,0.08,3.4,0.1,0.7,762,2.3,null,null,null,null,null,0.4,0,9.3,74.8,0
603100,03/02/2014,97.4,-0.4,3.7,1.6,0,4.2,136,91.3,100,0.02,2.7,0.1,0.7,1048,1.1,null,null,null,null,null,0.3,0,9.3,76.4,0
603100,04/02/2014,94.7,0.7,1.5,1.2,0,5.5,127,90.5,100,0.04,1.3,0.2,0.7,738,0.9,null,null,null,null,null,0.2,0,9.3,77.6,0
603100,05/02/2014,97.7,0.9,1.9,1.3,0.2,6.2,111,93.5,100,0.02,1.8,0.4,0.8,1437,1,null,null,null,null,null,0.2,0,9.3,78.9,0
603100,06/02/2014,94.2,1.1,6.4,3.8,1.1,5.7,154,88.2,98.5,0.05,2.5,1.4,1.2,960,3.4,null,null,null,null,null,0.3,0,9.3,82.7,0
603100,07/02/2014,95.8,2.7,5.7,3.9,7.4,7,155,86.7,100,0.03,0.8,2.3,1.9,1120,3.4,null,null,null,null,null,0.1,0,9.3,86.6,0
603100,08/02/2014,93.6,2.3,5,4.1,0.7,6.6,179,87,97.7,0.05,2.1,2.6,2.3,520,3.6,null,null,null,null,null,0.3,0,9.3,90.7,0
603100,09/02/2014,90.3,3.3,6,4.6,2.4,7.2,161,72.8,98,0.08,1.7,2.9,2.6,506,4,null,null,null,null,null,0.2,0,9.3,95.3,0
603100,10/02/2014,89.5,2.7,6.8,4.9,0,5.4,184,81.7,97,0.09,3.2,3.3,2.9,105,4.3,null,null,null,null,null,0.4,0,9.3,100.2,0
603100,11/02/2014,92.3,1.4,4.8,2.6,0.4,3.6,116,79.5,99.2,0.06,3.4,2.7,2.9,825,2.1,null,null,null,null,null,0.4,0,9.3,102.8,0
603100,12/02/2014,88.3,1.2,6,3,0.8,5.7,176,69.5,98.3,0.09,5.4,2.2,2.6,937,2.4,null,null,null,null,null,0.7,0,9.3,105.8,0
603100,13/02/2014,88.7,0.9,6.1,3.5,4.6,7,169,78.5,97.5,0.09,4.5,2.4,2.5,428,3,null,null,null,null,null,0.6,0,9.3,109.3,0
603100,14/02/2014,91.7,1.2,7.2,3.5,1.6,5.1,171,80.5,99,0.07,3.7,2.2,2.4,330,2.8,null,null,null,null,null,0.5,0,9.3,112.8,0
603100,15/02/2014,85.3,2.9,9.8,5.5,11.6,10.8,167,67,94.5,0.14,2.7,2.9,2.6,519,4.8,null,null,null,null,null,0.4,0,9.8,118.3,0
603100,16/02/2014,87,4,6.5,5.4,3.7,11.2,235,80.8,93.4,0.12,1.9,3.6,3.2,409,4.7,null,null,null,null,null,0.3,0,10.2,123.7,0
603100,17/02/2014,86,1.5,6.9,4.6,0.2,7.4,255,75.5,97.7,0.12,6.7,3.3,3.3,361,3.9,null,null,null,null,null,0.9,0,10.2,128.3,0
603100,18/02/2014,99.1,1.7,6.4,4.8,8.7,3.6,194,97,100,0.01,1.4,3,3.1,1136,4.3,null,null,null,null,null,0.2,0,10.2,133.1,0
603100,19/02/2014,98.4,3.5,5.5,4.5,0.2,2.7,247,95,100,0.01,2.7,4,3.6,750,4.4,null,null,null,null,null,0.4,0,10.2,137.6,0
603100,20/02/2014,97.6,0.7,6.4,3.4,1.7,4.5,93,92.8,100,0.02,2.9,3.9,3.8,1415,3.3,null,null,null,null,null,0.4,0,10.2,141,0
603100,21/02/2014,88.8,3.3,8.6,6.4,0.5,5.1,211,68.2,98.7,0.11,5.2,4.6,4,701,6,null,null,null,null,null,0.7,0,11.6,147.4,0
603100,22/02/2014,88,3.2,8.3,5.8,0.8,7.5,203,76.7,94.3,0.12,4.4,4.2,4.1,236,5.3,null,null,null,null,null,0.6,0,12.4,153.2,0
603100,23/02/2014,84.5,4.8,8.8,6.9,0.2,8.1,199,75.8,94.7,0.16,2.7,4.6,4.2,25,6.3,null,null,null,null,null,0.4,0,14.3,160.1,0
603100,24/02/2014,78.3,5.2,9.1,7.6,0,6.8,170,72.2,84.3,0.23,6.2,5.2,4.6,0,7,null,null,null,null,null,0.9,0,16.9,167.7,0
603100,25/02/2014,86,1.9,6.6,4.7,0.2,5.8,126,78.2,93.5,0.12,7.4,4.1,4.4,102,4.1,null,null,null,null,null,1,0,16.9,172.4,0
603100,26/02/2014,92.5,4.5,8.3,6,0.5,3.3,137,84.3,98,0.07,3.9,4.5,4.3,576,5.5,null,null,null,null,null,0.5,0,17.9,178.4,0
603100,27/02/2014,90.6,3.1,8.7,5.2,0,4.7,150,76.8,99,0.09,6.7,4.7,4.5,21,4.8,null,null,null,null,null,0.9,0,18.1,183.6,0
603100,28/02/2014,95.5,3.2,7.1,4.9,0.1,4.6,122,83.3,100,0.04,5.7,4.6,4.5,481,4.8,null,null,null,null,null,0.8,0,18.1,188.5,0
603100,01/03/2014,96.7,3.1,6,4.5,0.3,2.5,123,87.8,100,0.03,2.2,4.8,4.7,1380,4.3,null,null,null,null,null,0.3,0,18.1,193,0
603100,02/03/2014,94.3,2.4,6.2,4,7.6,5.7,141,85.2,100,0.05,2.5,4.3,4.5,800,3.7,null,null,null,null,null,0.3,0,18.1,197,0
603100,03/03/2014,92.6,1.7,5.1,3.7,0,7.1,116,87.3,97,0.06,2.9,3.8,4.2,50,3.2,null,null,null,null,null,0.4,0,18.1,200.7,0
603100,04/03/2014,93,3.7,5.6,4.6,0.6,4.8,116,89.3,96.7,0.06,4,4.1,4.1,230,4.4,null,null,null,null,null,0.5,0,18.1,205.3,0
603100,05/03/2014,98.2,4,5,4.5,1.3,2.5,131,94.7,100,0.02,1.4,4.4,4.3,711,4.3,null,null,null,null,null,0.2,0,18.1,209.8,0
603100,06/03/2014,84.8,3.7,9.3,6.5,0.1,5.4,193,72.8,96,0.16,3.7,4.8,4.5,0,6,null,null,null,null,null,0.5,0,19.6,216.3,0
603100,07/03/2014,76.4,4.9,11.4,8.1,3.8,9,210,61.7,94.5,0.26,3.2,5.4,4.9,370,7.4,null,null,null,null,null,0.5,0,22.7,224.4,0
603100,08/03/2014,71.7,2.4,8.8,6.1,0,5.9,227,56.3,88.2,0.27,8.7,4.8,4.9,0,5.4,null,null,null,null,null,1.2,0,23.8,230.5,0
603100,09/03/2014,69.6,5.3,14.8,9.2,0,6.4,212,53.5,89.5,0.38,11.2,5,4.8,0,8.3,null,null,null,null,null,1.7,0,28,239.7,0
603100,10/03/2014,95.3,1.8,8.2,5.4,0.1,3.2,262,82.2,100,0.04,4.3,5.4,5.1,354,4.8,null,null,null,null,null,0.6,0,28.4,245.1,0
603100,11/03/2014,78.3,-2.3,10.7,4.4,0,2.1,281,41.7,99.8,0.24,12.8,4.1,4.7,430,3.2,null,null,null,null,null,1.7,0,28.4,249.5,0
603100,12/03/2014,71.5,1.9,10.2,5.7,0,5.5,255,42.7,95.2,0.3,13.1,null,4.3,null,5.6,null,null,null,null,null,1.8,0,29.1,255.2,0
603100,13/03/2014,88.6,1.2,11.2,5.4,0,6.3,257,58.3,100,0.13,12.3,3.9,4.2,652,5.1,null,null,null,null,null,1.7,0,29.5,260.6,0
603100,14/03/2014,85.4,3.6,9.5,6.2,10,8.5,259,63.2,95.2,0.14,7.1,4.6,4.5,828,5.5,null,null,null,null,null,1,0,30.7,266.8,0
603100,15/03/2014,74.9,5.2,7.9,6.2,0,10.4,293,55.3,89.7,0.24,9.5,4.8,4.7,0,5.8,null,null,null,null,null,1.3,0,31.9,273,0
603100,16/03/2014,87.5,5.1,9.8,7.5,0.1,10.5,286,75,96.3,0.13,11.8,5.4,4.9,297,7.4,null,null,null,null,null,1.7,0,34.4,280.5,0
603100,17/03/2014,78.8,5.9,8.5,7,0,10,281,63.5,88,0.22,11.3,5.9,5.4,22,6.8,null,null,null,null,null,1.6,0,36.4,287.5,0
603100,18/03/2014,89.3,5.5,9.7,7.5,1.7,6.9,266,78.5,99,0.11,6.7,6.2,5.7,851,7.3,null,null,null,null,null,1,0,38.9,295,0
603100,19/03/2014,90.3,5.2,10.1,7.6,2.4,8.8,259,83,97.8,0.11,5.3,6.5,6,483,7.2,null,null,null,null,null,0.8,0,41.5,302.6,0
603100,20/03/2014,72.3,7.3,14.1,10.5,0,9.6,220,52.8,92,0.38,12.4,6.9,6.2,0,10,null,null,null,null,null,2,0.5,47,313.1,0
603100,21/03/2014,80.3,4.2,10.3,7.3,3,8.5,238,61,94.8,0.21,9.5,7.1,6.6,521,6.9,null,null,null,null,null,1.4,0.5,49.3,320.4,0
603100,22/03/2014,83.5,2.6,10.5,5.6,1,6.3,189,50.8,96,0.18,9.8,6.1,6.2,509,5,null,null,null,null,null,1.4,0.5,49.9,326,0
603100,23/03/2014,85.7,1.5,9.8,4.8,0.3,4.7,212,55.3,98,0.14,13.6,5.4,5.7,1043,4.3,null,null,null,null,null,1.8,0.5,49.9,330.8,0
603100,24/03/2014,85,0.4,10,4.4,0.1,2.5,232,57,100,0.16,11.2,5.1,5.4,662,3.5,null,null,null,null,null,1.5,0.5,49.9,335.2,0
603100,25/03/2014,75.5,-0.8,10.8,4.7,0.9,4.3,33,47.8,100,0.26,14.3,4.7,5.1,391,4,null,null,null,null,null,1.9,0.5,49.9,339.9,0
603100,26/03/2014,78.3,0.8,7.1,4.6,0.8,8,69,69,94.8,0.19,6.7,5.1,5.2,451,3.9,null,null,null,null,null,0.9,0.5,49.9,344.5,0
603100,27/03/2014,90.8,-0.2,6.9,3.8,0.2,2.9,44,73.2,100,0.08,4.4,4.4,4.9,934,3.1,null,null,null,null,null,0.6,0.5,49.9,348.3,0
603100,28/03/2014,75.8,3.9,12.1,7.8,0,3.1,71,54,95,0.28,14.1,5.8,5.2,212,7.4,null,null,null,null,null,2.1,0.5,52.7,356.1,0
603100,29/03/2014,67.9,2.7,11.3,6.6,0,3.9,99,44.7,87.8,0.34,16.9,5.6,5.6,40,5.5,null,null,null,null,null,2.4,0.5,54.3,362.7,0
603100,30/03/2014,82,1.7,14.1,7.1,0,1.5,108,61.8,98.2,0.23,14.8,5.9,5.6,36,6,null,null,null,null,null,2.1,0.5,56.4,369.8,0
603100,31/03/2014,86.8,-0.8,12.3,5.1,0,2.8,327,58.2,100,0.15,12.4,6.2,5.9,368,5,null,null,null,null,null,1.7,0.5,56.5,374.9,0
603100,01/04/2014,74.6,-0.7,9.4,4.5,0,3.6,97,43.5,97.7,0.24,17.3,5.7,5.9,19,3.5,null,null,null,null,null,2.3,0.5,56.5,379.4,0
603100,02/04/2014,83.6,0.9,7.5,4.6,0.2,4.9,106,62.8,97.8,0.15,6.8,5,5.5,121,3.7,null,null,null,null,null,0.9,0.5,56.5,384,0
603100,03/04/2014,70.8,-0.4,11.8,5.5,0,3,63,32.8,100,0.34,17.1,5,5.2,206,4.4,null,null,null,null,null,2.4,0.5,57,389.5,0
603100,04/04/2014,70.6,1.3,8,4.6,0,5.4,105,49.5,92.5,0.27,16.4,4.6,5.1,22,3.3,null,null,null,null,null,2.2,0.5,57,394.1,0
603100,05/04/2014,92,2.1,7.9,5.1,3.8,5.3,152,67.8,100,0.06,1.7,4.5,4.9,736,4.5,null,null,null,null,null,0.2,0.5,57.1,399.2,0
603100,06/04/2014,95.9,5.6,12.8,9.4,2.6,3.4,200,90,100,0.05,4.3,5.8,5.2,1344,9,null,null,null,null,null,0.7,0.5,61.5,408.6,0
603100,07/04/2014,93.1,9.2,14.6,11.2,2.3,4.8,223,70.7,100,0.11,11.6,8,6.5,821,11.4,null,null,null,null,null,1.9,1.7,67.7,419.8,0
603100,08/04/2014,94.4,7.2,11.8,9.5,13.6,6.8,226,86.3,99,0.06,3.8,9,7.7,966,9.2,null,null,null,null,null,0.6,1.7,72.2,429.3,0
603100,09/04/2014,82.7,4.8,9.2,6.8,0,6.5,322,69.7,91.2,0.17,10.6,7.9,7.5,0,6.9,null,null,null,null,null,1.5,1.7,74,436.1,0
603100,10/04/2014,88.1,4.4,8.7,6.4,0.3,2.2,170,75.2,97.2,0.11,7,7.8,7.4,421,6.6,null,null,null,null,null,1,1.7,75.4,442.5,0
603100,11/04/2014,85,5.1,11.1,8,1.1,4.5,268,59.3,100,0.18,18.4,8.3,7.6,728,8.3,null,null,null,null,null,2.7,1.7,78.4,450.5,0
603100,12/04/2014,89.3,3.8,9.8,6.7,3.3,7.3,222,66.7,100,0.12,8.9,7.8,7.7,444,6.5,null,null,null,null,null,1.3,1.7,80.1,457.2,0
603100,13/04/2014,82.3,7,9.8,8,0.1,10.1,263,69.5,96.8,0.19,15.6,7.9,7.5,451,7.9,null,null,null,null,null,2.3,1.7,83.1,465.2,0
603100,14/04/2014,72.3,5.8,11,7.9,3.2,5.3,305,41,98.7,0.32,20.5,8.1,7.6,463,8,null,null,null,null,null,3,1.7,86,473.1,0
603100,15/04/2014,55.6,1.2,10.1,6.5,0,4.6,342,34.5,78.8,0.45,22.7,7.7,7.6,0,6.1,null,null,null,null,null,3.2,1.7,87.5,479.6,0
603100,16/04/2014,72.8,-0.3,12.7,6.3,0,4.3,227,29.7,95.8,0.33,20.9,7.2,7.3,6,6,null,null,null,null,null,2.9,1.7,88.8,485.9,0
603100,17/04/2014,75.7,4.7,12.4,7.5,3.5,7.5,212,55.5,93.5,0.26,6.3,7.4,7.4,582,6.8,null,null,null,null,null,0.9,1.7,91.3,493.4,4
603100,18/04/2014,78.6,2.9,11.1,6.9,0.1,4.5,1,60.5,97.8,0.23,13.5,7.2,7.1,598,6.5,null,null,null,null,null,1.9,1.7,93.2,500.3,4.4
603100,19/04/2014,78.6,2.2,14,8.7,0,2.4,97,53.8,99,0.29,21.5,7.6,7.2,5,8.2,null,null,null,null,null,3.2,1.7,96.9,509,8.4
603100,20/04/2014,67.5,2.6,18.7,11,0,3.4,72,32.8,98.7,0.57,22.3,8.3,7.7,24,10.1,null,null,null,null,null,3.6,2.7,102.9,520,18.1
603100,21/04/2014,64.5,6.1,20.4,13.7,0,3.7,58,43.7,93,0.65,17.7,9.3,8.3,77,12.1,null,null,null,null,null,3,6.4,111.6,533.7,32.4
603100,22/04/2014,65,9.8,18.5,13.6,1.9,4.9,77,41.7,90.5,0.59,16.5,10.7,9.2,471,13.1,null,null,null,null,null,2.8,10,120.2,547.3,48.4
603100,23/04/2014,50.6,9.7,15.6,12.6,0,5.8,94,35,62.3,0.74,17.2,10.6,9.7,19,12,null,null,null,null,null,2.9,12.6,127.8,559.9,61.2
603100,24/04/2014,74.1,4.1,10,7.3,6.5,4.5,64,63.2,92.7,0.27,5.8,9.8,9.6,1289,7.2,null,null,null,null,null,0.8,12.6,130.1,567.2,61.2
603100,25/04/2014,57.6,8,17.1,11.6,0.1,5,86,37,72.2,0.62,22.5,10.1,9.3,193,11.7,null,null,null,null,null,3.7,14.2,136.7,578.8,74.1
603100,26/04/2014,55.9,5.8,17.9,11.7,0,4.3,100,29.3,83,0.69,24.2,10.3,9.6,0,10.9,null,null,null,null,null,4,15.9,143.4,590.5,85.9
603100,27/04/2014,53.6,4.8,18.9,13,0,3,105,24.8,91.3,0.82,24.7,10.4,9.7,0,11.7,null,null,null,null,null,4.2,18.9,151.4,603.5,97.8
603100,28/04/2014,65.3,3.5,20.5,12.8,0,1.7,304,36.8,94.5,0.66,24.2,10.7,9.9,76,12.4,null,null,null,null,null,4.1,21.7,159.2,616.3,109.8
603100,29/04/2014,69.7,6.4,18,12.3,0,3.7,273,40.7,95,0.51,24.9,11.2,10.3,67,12,null,null,null,null,null,4.1,24,166.5,628.6,122.2
603100,30/04/2014,82.3,2.5,13.9,8.8,0.2,3.3,285,62.7,100,0.24,15,10.9,10.3,141,9.1,null,null,null,null,null,2.3,24,170.3,637.4,126.3
603100,01/05/2014,56.6,2.2,11.2,6.6,0,3.6,12,37.2,82.7,0.46,26.1,10.4,10,0,7.6,null,null,null,null,null,3.7,24,171.9,644,126.3
603100,02/05/2014,58.5,-1.2,13.4,6.8,0,1.9,4,31,92.8,0.5,20.5,9.5,9.6,139,7.4,null,null,null,null,null,2.9,24,173.7,650.8,126.4
603100,03/05/2014,75.3,0.7,11.3,6.8,0,4.2,249,45.2,97,0.29,23.1,9.2,9.2,122,6.8,null,null,null,null,null,3.3,24,175.5,657.6,126.4
603100,04/05/2014,69.9,0.2,12.1,7.1,0,2.9,299,47.2,98.5,0.36,15,9,9,221,6.8,null,null,null,null,null,2.2,24,177.6,664.7,126.4
603100,05/05/2014,77,2.2,12.5,7.7,0.7,2.5,150,47.3,96.8,0.28,16.3,9.1,8.9,743,8.1,null,null,null,null,null,2.4,24,180.3,672.4,128.3
603100,06/05/2014,91.4,8.2,12.2,9.9,10.9,5,138,76.8,99,0.11,9.8,9.8,9.2,1042,9.9,null,null,null,null,null,1.5,24,185.2,682.3,135.2
603100,07/05/2014,94,7.4,12.9,9.9,3.3,2.7,289,83.7,99,0.08,10,10.3,9.5,686,10.2,null,null,null,null,null,1.6,24,190.1,692.2,142.4
603100,08/05/2014,93.1,6.3,12.6,9.5,7.7,2.6,145,85.8,99,0.09,9,10.5,9.8,934,9.7,null,null,null,null,null,1.4,24,194.6,701.7,148.2
603100,09/05/2014,91.7,2.5,14.5,8.3,0,2.3,60,74.5,100,0.11,11.9,10.3,9.8,947,8.5,null,null,null,null,null,1.8,24,197.9,710,153.1
603100,10/05/2014,86.3,4.7,14.3,9.8,3.3,2.2,122,55,98.7,0.19,14.1,10.9,10.1,625,10.4,null,null,null,null,null,2.2,24,202.7,719.8,159.8
603100,11/05/2014,91.6,9.2,14.8,10.9,4.8,2.4,177,71.3,99,0.12,11.9,11.5,10.4,941,11.5,null,null,null,null,null,1.9,24.9,208.6,730.7,171.1
603100,12/05/2014,94.5,9.3,13.7,10.4,2.2,2.7,286,87.2,99,0.07,8.7,11.9,10.9,1245,11,null,null,null,null,null,1.4,25.3,214,741.1,181.1
603100,13/05/2014,90.2,8.3,13.1,10.3,0.6,4.6,292,82.5,97.7,0.13,12.5,12.1,11.1,621,10.7,null,null,null,null,null,2,25.6,219.3,751.4,189.4
603100,14/05/2014,89.8,7.3,14.8,10.2,17.6,2.3,295,76.3,98,0.14,10.5,12,11.2,290,10.7,null,null,null,null,null,1.7,25.8,224.5,761.6,199
603100,15/05/2014,76.7,3.7,16.8,10.7,0,2.7,277,52,99.8,0.36,26.4,12.1,11.2,0,11.6,null,null,null,null,null,4.2,26.5,230.2,772.3,207.7
603100,16/05/2014,80.8,9,16.9,12.4,0,4.6,278,60.8,98.2,0.32,25.4,13.3,11.9,0,13.5,null,null,null,null,null,4.2,28.9,237.6,784.7,221.3
603100,17/05/2014,81.7,8.4,19.3,13.1,0,3.2,242,52,100,0.35,27.1,14.1,12.6,44,14.7,null,null,null,null,null,4.6,32,245.7,797.8,236.8
603100,18/05/2014,78.6,6.4,21,14.2,4.6,2,76,51.3,100,0.45,22.9,14.7,13.3,401,15.6,null,null,null,null,null,4,36.2,254.9,812,251.8
603100,19/05/2014,90.1,11.7,17.2,14,0.2,3.3,102,73.8,99,0.17,13,15.1,13.8,539,15,null,null,null,null,null,2.2,40.2,263.9,826,268.2
603100,20/05/2014,84,8.3,19.7,14.5,0,2.5,125,59.2,100,0.32,25.7,15.3,13.9,261,16.3,null,null,null,null,null,4.5,44.7,273.4,840.5,283.9
603100,21/05/2014,86.9,9.4,21.7,15.9,0,4,113,72.5,100,0.29,16.1,15.6,14.4,521,16.3,null,null,null,null,null,2.9,50.6,284.3,856.4,302.1
603100,22/05/2014,78.5,13.5,23.6,17.9,0,4.9,104,61.5,95.3,0.51,22.9,16.3,14.7,102,18.3,null,null,null,null,null,4.3,58.5,297.2,874.3,325.2
603100,23/05/2014,92.4,12.3,18.9,14.5,28.6,2.6,319,84,98.7,0.13,10.4,16,14.9,677,15,null,null,null,null,null,1.8,63,306.7,888.8,343.8
603100,24/05/2014,89.5,10.5,18.8,14,0,5,273,72.5,98.8,0.19,27.2,16.2,14.9,217,14.9,null,null,null,null,null,4.7,67,315.7,902.8,360.7
603100,25/05/2014,87.9,9.9,18.3,13.7,0,6.3,243,70.2,100,0.22,28.2,16.4,15.2,649,14.9,null,null,null,null,null,4.8,70.7,324.4,916.5,376.6
603100,26/05/2014,82,8.8,18.2,13.1,0,3.5,283,55.7,99,0.32,27.8,16.7,15.4,531,14.5,null,null,null,null,null,4.7,73.8,332.5,929.6,391.4
603100,27/05/2014,75.6,7.4,17.4,13.2,0,5.2,51,53.7,99.3,0.42,28.2,16.5,15.5,474,13.8,null,null,null,null,null,4.8,77,340.7,942.8,404.1
603100,28/05/2014,61.3,7.5,16.4,11.7,0,5.8,53,48.3,81,0.56,31.5,16,15.3,0,12.7,null,null,null,null,null,5.1,78.7,347.4,954.5,415.8
603100,29/05/2014,59.8,7.1,18.7,13.1,0,3.5,24,39.5,89.3,0.68,31.2,16.2,15.2,0,14.2,null,null,null,null,null,5.3,81.8,355.5,967.6,429.5
603100,30/05/2014,76.9,7.4,21.5,14.6,0,4.2,263,45.3,98,0.49,29.3,16.7,15.5,426,15.8,null,null,null,null,null,5.1,86.4,365.1,982.2,445.8
603100,31/05/2014,81.5,10.1,19.4,14.2,0,4.6,236,66,96,0.34,24.1,17.3,16,350,15.7,null,null,null,null,null,4.2,90.6,374.3,996.4,462.9
603100,01/06/2014,80.2,8.8,22.2,15.3,0,1.6,323,44.2,100,0.43,27.2,17.7,16.2,467,17.2,null,null,null,null,null,4.8,95.9,384.6,1011.7,480.9
603100,02/06/2014,74.1,8.2,23.4,16.4,0,1.8,31,48,99.8,0.61,23.9,18.1,16.6,435,17.5,null,null,null,null,null,4.3,102.3,396,1028.1,499.1
603100,03/06/2014,75.7,10.2,19.9,15.8,0,3.5,86,54,98.3,0.49,24.1,17.9,16.7,401,16.7,null,null,null,null,null,4.3,108.1,406.8,1043.9,516.7
