station,date,rh,surfwet,minte,maxte,temp,prec08,wv,glorad,netrad,heatflux,soilt10,soilt30,minrh,maxrh,vpd,makkepot,tsum10,tsum5,tsum0,akkmve
6109,1987-01-01,null,null,-2.2,-0.2,-1.2,1.2,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-02,null,null,-2,0.4,-0.8,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-03,null,null,-6.2,-0.5,-3.4,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-04,null,null,-7.8,3.6,-2.1,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-05,null,null,-7.2,1.8,-2.7,9.5,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-06,null,null,-5,-3.8,-4.4,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-07,null,null,-10.1,0.4,-4.8,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-08,null,null,-9.2,2.6,-3.3,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-09,null,null,-12.2,-7.2,-9.7,4.4,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-10,null,null,-15.2,-12.4,-13.8,4.2,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-11,null,null,-17.4,-12.8,-15.1,2.8,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-12,null,null,-17.4,-11.8,-14.6,1,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-13,null,null,-13.4,-7.6,-10.5,0.5,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-14,null,null,-12.6,-4.2,-8.4,0.8,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-15,null,null,-7.4,-2.6,-5,0.4,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-16,null,null,-8.6,-2.8,-5.7,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-17,null,null,-7.2,-2.4,-4.8,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-18,null,null,-5.6,-3.1,-4.4,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-19,null,null,-7,-3.2,-5.1,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-20,null,null,-8,-1.2,-4.6,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-21,null,null,-7.6,1.4,-3.1,0.3,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6109,1987-01-22,null,null,-1.4,2.8,0.7,1.6,null,null,null,null,null,null,null,null,null,null,0,0,0.7,0
6109,1987-01-23,null,null,0.6,4.2,2.4,1.2,null,null,null,null,null,null,null,null,null,null,0,0,3.1,0
6109,1987-01-24,null,null,-0.4,4,1.8,0.6,null,null,null,null,null,null,null,null,null,null,0,0,4.9,0
6109,1987-01-25,null,null,-0.4,3.8,1.7,0.8,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-26,null,null,-2.2,1,-0.6,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-27,null,null,-8.6,1.2,-3.7,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-28,null,null,-6.4,0.2,-3.1,0.6,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-29,null,null,-11.8,-4.2,-8,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-30,null,null,-14.6,2.1,-6.2,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-01-31,null,null,-4.4,2.2,-1.1,1.8,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-02-01,null,null,-5.4,2,-1.7,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-02-02,null,null,-7.6,2,-2.8,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-02-03,null,null,-6.6,0.2,-3.2,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-02-04,null,null,-6.2,1.6,-2.3,0,null,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6109,1987-02-05,null,null,-0.4,3.6,1.6,0,null,null,null,null,null,null,null,null,null,null,0,0,8.2,0
6109,1987-02-06,null,null,0.8,5,2.9,6.2,null,null,null,null,null,null,null,null,null,null,0,0,11.1,0
6109,1987-02-07,null,null,-0.4,2.2,0.9,5.7,null,null,null,null,null,null,null,null,null,null,0,0,12,0
6109,1987-02-08,null,null,0,2.4,1.2,0,null,null,null,null,null,null,null,null,null,null,0,0,13.2,0
6109,1987-02-09,null,null,0.6,3,1.8,0,null,null,null,null,null,null,null,null,null,null,0,0,15,0
6109,1987-02-10,null,null,2.6,4.8,3.7,3.3,null,null,null,null,null,null,null,null,null,null,0,0,18.7,0
6109,1987-02-11,null,null,1.8,2.1,2,3.7,null,null,null,null,null,null,null,null,null,null,0,0,20.7,0
6109,1987-02-12,null,null,-0.2,1,0.4,0,null,null,null,null,null,null,null,null,null,null,0,0,21.1,0
6109,1987-02-13,null,null,0,1.6,0.8,5.4,null,null,null,null,null,null,null,null,null,null,0,0,21.9,0
6109,1987-02-14,null,null,0,1.2,0.6,0.3,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-15,null,null,-4,2.8,-0.6,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-16,null,null,-3.4,-0.8,-2.1,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-17,null,null,-5.4,1.2,-2.1,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-18,null,null,-5.2,1,-2.1,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-19,null,null,-6.8,-0.6,-3.7,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-20,null,null,-8.4,2.4,-3,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-21,null,null,-5.4,3.1,-1.2,0,null,null,null,null,null,null,null,null,null,null,0,0,22.5,0
6109,1987-02-22,null,null,-0.8,2.8,1,0.2,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-23,null,null,-5,2.8,-1.1,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-24,null,null,-5.4,3.4,-1,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-25,null,null,-4,1,-1.5,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-26,null,null,-3.6,1.6,-1,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-27,null,null,-3.8,0.6,-1.6,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-02-28,null,null,-3.2,-0.8,-2,6.8,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-01,null,null,-5.8,-0.8,-3.3,0.8,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-02,null,null,-7.4,-5.6,-6.5,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-03,null,null,-11.7,-5.2,-8.4,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-04,null,null,-12,-2,-7,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-05,null,null,-8.2,-3.2,-5.7,0.2,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-06,null,null,-11.8,-2.8,-7.3,0.1,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-07,null,null,-12.2,-3.9,-8,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-08,null,null,-10,-1.2,-5.6,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-09,null,null,-5.8,-1.4,-3.6,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-10,null,null,-8,0.6,-3.7,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-11,null,null,-7.3,-0.2,-3.8,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-12,null,null,-6.4,-0.6,-3.5,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-13,null,null,-7.8,-0.8,-4.3,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-14,null,null,-8,-1.2,-4.6,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-15,null,null,-5.8,1,-2.4,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-16,null,null,-3.6,1,-1.3,6.5,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-17,null,null,-8.6,2,-3.3,0,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-18,null,null,-6.4,3.2,-1.6,9,null,null,null,null,null,null,null,null,null,null,0,0,23.5,0
6109,1987-03-19,null,null,0.6,3.8,2.2,2.6,null,null,null,null,null,null,null,null,null,null,0,0,25.7,0
6109,1987-03-20,null,null,-1.4,3.6,1.1,0,null,null,null,null,null,null,null,null,null,null,0,0,26.8,0
6109,1987-03-21,null,null,-2,3.8,0.9,2.1,null,null,null,null,null,null,null,null,null,null,0,0,27.7,0
6109,1987-03-22,null,null,-0.4,3.2,1.4,2.2,null,null,null,null,null,null,null,null,null,null,0,0,29.1,0
6109,1987-03-23,null,null,-0.5,4.2,1.8,0,null,null,null,null,null,null,null,null,null,null,0,0,30.9,0
6109,1987-03-24,null,null,-0.2,2.2,1,2.8,null,null,null,null,null,null,null,null,null,null,0,0,31.9,0
6109,1987-03-25,null,null,-0.5,3.2,1.4,0.3,null,null,null,null,null,null,null,null,null,null,0,0,33.3,0
6109,1987-03-26,null,null,0.6,8.2,4.4,4.2,null,null,null,null,null,null,null,null,null,null,0,0,37.7,0
6109,1987-03-27,null,null,2.8,8.2,5.5,1.7,null,null,null,null,null,null,null,null,null,null,0,0.5,43.2,0
6109,1987-03-28,null,null,3.8,3.6,3.7,7.2,null,null,null,null,null,null,null,null,null,null,0,0.5,46.9,0
6109,1987-03-29,null,null,1.6,4.8,3.2,9.3,null,null,null,null,null,null,null,null,null,null,0,0.5,50.1,0
6109,1987-03-30,null,null,0.8,6.6,3.7,0,null,null,null,null,null,null,null,null,null,null,0,0.5,53.8,0
6109,1987-03-31,null,null,-1.2,4.2,1.5,0,null,null,null,null,null,null,null,null,null,null,0,0.5,55.3,0
6109,1987-04-01,null,null,-0.2,5.2,2.5,0,null,null,null,null,null,null,null,null,null,null,0,0.5,57.8,0
6109,1987-04-02,null,null,-0.4,6.4,3,0.3,null,null,null,null,null,null,null,null,null,null,0,0.5,60.8,0
6109,1987-04-03,null,null,0.6,8.2,4.4,0,null,null,null,null,null,null,null,null,null,null,0,0.5,65.2,0
6109,1987-04-04,null,null,1,8.4,4.7,0,null,null,null,null,null,null,null,null,null,null,0,0.5,69.9,0
6109,1987-04-05,null,null,1,4.6,2.8,0,null,null,null,null,null,null,null,null,null,null,0,0.5,72.7,0
6109,1987-04-06,null,null,1.6,10.2,5.9,0.2,null,null,null,null,null,null,null,null,null,null,0,1.4,78.6,0
6109,1987-04-07,null,null,0.8,11.2,6,0,null,null,null,null,null,null,null,null,null,null,0,2.4,84.6,0
6109,1987-04-08,null,null,1.6,8.8,5.2,2.6,null,null,null,null,null,null,null,null,null,null,0,2.6,89.8,0
6109,1987-04-09,null,null,4.3,5.8,5,0.4,null,null,null,null,null,null,null,null,null,null,0,2.6,94.8,0
6109,1987-04-10,null,null,2.8,8.2,5.5,6.2,null,null,null,null,null,null,null,null,null,null,0,3.1,100.3,0
6109,1987-04-11,null,null,1.6,6,3.8,4.4,null,null,null,null,null,null,null,null,null,null,0,3.1,104.1,0
6109,1987-04-12,null,null,-0.4,8.2,3.9,3,null,null,null,null,null,null,null,null,null,null,0,3.1,108,0
6109,1987-04-13,null,null,0.6,8.6,4.6,4.2,null,null,null,null,null,null,null,null,null,null,0,3.1,112.6,0
6109,1987-04-14,null,null,0.6,6.6,3.6,0,null,null,null,null,null,null,null,null,null,null,0,3.1,116.2,0
6109,1987-04-15,null,null,3.6,8.4,6,0.4,null,null,null,null,null,null,null,null,null,null,0,4.1,122.2,0
6109,1987-04-16,null,null,1.8,11,6.4,0,null,null,null,null,null,null,null,null,null,null,0,5.5,128.6,0
6109,1987-04-17,null,null,2.6,10.8,6.7,0,null,null,null,null,null,null,null,null,null,null,0,7.2,135.3,0
6109,1987-04-18,null,null,1.4,12.2,6.8,0,null,null,null,null,null,null,null,null,null,null,0,9,142.1,0.8
6109,1987-04-19,null,null,1.8,15,8.4,0,null,null,null,null,null,null,null,null,null,null,0,12.4,150.5,5.7
6109,1987-04-20,null,null,4.6,11.6,8.1,0,null,null,null,null,null,null,null,null,null,null,0,15.5,158.6,8.4
6109,1987-04-21,null,null,5.9,10,8,4.5,null,null,null,null,null,null,null,null,null,null,0,18.5,166.6,9.8
6109,1987-04-22,null,null,4,11,7.5,0,null,null,null,null,null,null,null,null,null,null,0,21,174.1,11.1
6109,1987-04-23,null,null,0.9,14.2,7.6,0,null,null,null,null,null,null,null,null,null,null,0,23.6,181.7,14.2
6109,1987-04-24,null,null,5.6,17,11.3,0,null,null,null,null,null,null,null,null,null,null,1.3,29.9,193,24.9
6109,1987-04-25,null,null,5,18.2,11.6,0,null,null,null,null,null,null,null,null,null,null,2.9,36.5,204.6,36.3
6109,1987-04-26,null,null,4.8,12.2,8.5,0,null,null,null,null,null,null,null,null,null,null,2.9,40,213.1,40.1
6109,1987-04-27,null,null,2,13.6,7.8,0,null,null,null,null,null,null,null,null,null,null,2.9,42.8,220.9,43.4
6109,1987-04-28,null,null,4.8,18,11.4,0,null,null,null,null,null,null,null,null,null,null,4.3,49.2,232.3,54.4
6109,1987-04-29,null,null,6.4,23.2,14.8,0,null,null,null,null,null,null,null,null,null,null,9.1,59,247.1,70.9
6109,1987-04-30,null,null,10.2,20.1,15.2,0,null,null,null,null,null,null,null,null,null,null,14.3,69.2,262.3,88.7
6109,1987-05-01,null,null,11.2,14.6,12.9,0,null,null,null,null,null,null,null,null,null,null,17.2,77.1,275.2,101.6
6109,1987-05-02,null,null,5.8,11.2,8.5,5,null,null,null,null,null,null,null,null,null,null,17.2,80.6,283.7,104.8
6109,1987-05-03,null,null,1.6,23.2,12.4,0,null,null,null,null,null,null,null,null,null,null,19.6,88,296.1,116.9
6109,1987-05-04,null,null,10.2,12,11.1,0,null,null,null,null,null,null,null,null,null,null,20.7,94.1,307.2,125.3
6109,1987-05-05,null,null,2.6,10.2,6.4,0,null,null,null,null,null,null,null,null,null,null,20.7,95.5,313.6,125.3
6109,1987-05-06,null,null,3.8,15,9.4,0,null,null,null,null,null,null,null,null,null,null,20.7,99.9,323,132
6109,1987-05-07,null,null,3.8,16.8,10.3,0,null,null,null,null,null,null,null,null,null,null,21,105.2,333.3,140.8
6109,1987-05-08,null,null,4.8,14,9.4,0,null,null,null,null,null,null,null,null,null,null,21,109.6,342.7,147.1
6109,1987-05-09,null,null,5.6,15.2,10.4,0,null,null,null,null,null,null,null,null,null,null,21.4,115,353.1,155.7
6109,1987-05-10,null,null,6,12,9,0.6,null,null,null,null,null,null,null,null,null,null,21.4,119,362.1,160.3
6109,1987-05-11,null,null,4,11.8,7.9,0.1,null,null,null,null,null,null,null,null,null,null,21.4,121.9,370,162.8
6109,1987-05-12,null,null,5.4,9.8,7.6,10.6,null,null,null,null,null,null,null,null,null,null,21.4,124.5,377.6,163.4
6109,1987-05-13,null,null,4,9.2,6.6,1.4,null,null,null,null,null,null,null,null,null,null,21.4,126.1,384.2,163.4
6109,1987-05-14,null,null,4.4,10.1,7.2,7.2,null,null,null,null,null,null,null,null,null,null,21.4,128.3,391.4,163.6
6109,1987-05-15,null,null,5.9,9.8,7.8,2.5,null,null,null,null,null,null,null,null,null,null,21.4,131.1,399.2,164.6
6109,1987-05-16,null,null,6.8,11.2,9,2.8,null,null,null,null,null,null,null,null,null,null,21.4,135.1,408.2,168.7
6109,1987-05-17,null,null,6.6,10,8.3,1.8,null,null,null,null,null,null,null,null,null,null,21.4,138.4,416.5,170.7
6109,1987-05-18,null,null,4,13.2,8.6,0.3,null,null,null,null,null,null,null,null,null,null,21.4,142,425.1,175.2
6109,1987-05-19,null,null,4.8,9.8,7.3,0,null,null,null,null,null,null,null,null,null,null,21.4,144.3,432.4,175.2
6109,1987-05-20,null,null,4.8,11.2,8,4.9,null,null,null,null,null,null,null,null,null,null,21.4,147.3,440.4,177.5
6109,1987-05-21,null,null,4.9,10.8,7.8,2.3,null,null,null,null,null,null,null,null,null,null,21.4,150.1,448.2,179.3
6109,1987-05-22,null,null,5,15.2,10.1,1.3,null,null,null,null,null,null,null,null,null,null,21.5,155.2,458.3,187.4
6109,1987-05-23,null,null,6.8,20.8,13.8,0,null,null,null,null,null,null,null,null,null,null,25.3,164,472.1,202.6
6109,1987-05-24,null,null,5.8,17.2,11.5,0,null,null,null,null,null,null,null,null,null,null,26.8,170.5,483.6,213.7
6109,1987-05-25,null,null,5,17.2,11.1,0,null,null,null,null,null,null,null,null,null,null,27.9,176.6,494.7,224.1
6109,1987-05-26,null,null,10.8,17.8,14.3,0,null,null,null,null,null,null,null,null,null,null,32.2,185.9,509,240.3
6109,1987-05-27,null,null,5.8,17.8,11.8,0,null,null,null,null,null,null,null,null,null,null,34,192.7,520.8,252
6109,1987-05-28,null,null,5.8,11.8,8.8,0,null,null,null,null,null,null,null,null,null,null,34,196.5,529.6,256.1
6109,1987-05-29,null,null,6.8,11,8.9,1.2,null,null,null,null,null,null,null,null,null,null,34,200.4,538.5,259.9
6109,1987-05-30,null,null,4.4,14.2,9.3,0,null,null,null,null,null,null,null,null,null,null,34,204.7,547.8,266.2
6109,1987-05-31,null,null,8.4,10.2,9.3,2.4,null,null,null,null,null,null,null,null,null,null,34,209,557.1,270.1
6109,1987-06-01,null,null,8.6,13.8,11.2,14,null,null,null,null,null,null,null,null,null,null,35.2,215.2,568.3,279.6
6109,1987-06-02,null,null,8.8,14.2,11.5,3.7,null,null,null,null,null,null,null,null,null,null,36.7,221.7,579.8,289.8
6109,1987-06-03,null,null,8.6,13.8,11.2,0,null,null,null,null,null,null,null,null,null,null,37.9,227.9,591,299.3
6109,1987-06-04,null,null,9.6,16,12.8,2.1,null,null,null,null,null,null,null,null,null,null,40.7,235.7,603.8,312.5
6109,1987-06-05,null,null,9.6,13.8,11.7,13.4,null,null,null,null,null,null,null,null,null,null,42.4,242.4,615.5,322.9
6109,1987-06-06,null,null,10.2,14.2,12.2,0,null,null,null,null,null,null,null,null,null,null,44.6,249.6,627.7,334.4
6109,1987-06-07,null,null,10.6,13.2,11.9,4.2,null,null,null,null,null,null,null,null,null,null,46.5,256.5,639.6,344.9
6109,1987-06-08,null,null,8.6,10.8,9.7,7.4,null,null,null,null,null,null,null,null,null,null,46.5,261.2,649.3,350
6109,1987-06-09,null,null,8.8,13.2,11,14.7,null,null,null,null,null,null,null,null,null,null,47.5,267.2,660.3,358.9
6109,1987-06-10,null,null,6.4,13.6,10,0,null,null,null,null,null,null,null,null,null,null,47.5,272.2,670.3,366.1
6109,1987-06-11,null,null,5.4,12,8.7,0.3,null,null,null,null,null,null,null,null,null,null,47.5,275.9,679,370.2
6109,1987-06-12,null,null,8.6,13.7,11.2,0.6,null,null,null,null,null,null,null,null,null,null,48.7,282.1,690.2,379.6
6109,1987-06-13,null,null,4.5,16.2,10.4,0,null,null,null,null,null,null,null,null,null,null,49.1,287.5,700.6,388.4
6109,1987-06-14,null,null,6.8,11,8.9,7.6,null,null,null,null,null,null,null,null,null,null,49.1,291.4,709.5,392.2
6109,1987-06-15,null,null,5.4,13.4,9.4,13.1,null,null,null,null,null,null,null,null,null,null,49.1,295.8,718.9,398.3
6109,1987-06-16,null,null,8.8,15.1,12,0,null,null,null,null,null,null,null,null,null,null,51.1,302.8,730.9,409.7
6109,1987-06-17,null,null,9.2,11.6,10.4,0,null,null,null,null,null,null,null,null,null,null,51.5,308.2,741.3,416.6
6109,1987-06-18,null,null,7.8,11,9.4,19.2,null,null,null,null,null,null,null,null,null,null,51.5,312.6,750.7,421.3
6109,1987-06-19,null,null,7.6,12.2,9.9,1.5,null,null,null,null,null,null,null,null,null,null,51.5,317.5,760.6,427.6
6109,1987-06-20,null,null,4.4,14,9.2,0,null,null,null,null,null,null,null,null,null,null,51.5,321.7,769.8,433.6
6109,1987-06-21,null,null,6.8,15,10.9,0,null,null,null,null,null,null,null,null,null,null,52.4,327.6,780.7,443
6109,1987-06-22,null,null,4.8,13,8.9,0,null,null,null,null,null,null,null,null,null,null,52.4,331.5,789.6,448
6109,1987-06-23,null,null,7.8,15.2,11.5,3.8,null,null,null,null,null,null,null,null,null,null,53.9,338,801.1,458.6
6109,1987-06-24,null,null,6.8,16.2,11.5,0.6,null,null,null,null,null,null,null,null,null,null,55.4,344.5,812.6,469.5
6109,1987-06-25,null,null,8.4,14.6,11.5,0,null,null,null,null,null,null,null,null,null,null,56.9,351,824.1,479.9
6109,1987-06-26,null,null,10,15.2,12.6,7.2,null,null,null,null,null,null,null,null,null,null,59.5,358.6,836.7,492.5
6109,1987-06-27,null,null,9.6,14.8,12.2,0,null,null,null,null,null,null,null,null,null,null,61.7,365.8,848.9,504.2
6109,1987-06-28,null,null,8,18.2,13.1,0,null,null,null,null,null,null,null,null,null,null,64.8,373.9,862,518.3
6109,1987-06-29,null,null,12.6,null,null,1.9,null,null,null,null,null,null,null,null,null,null,64.8,373.9,862,518.3
