station,date,rh,surfwet,minte,maxte,temp,prec08,wv,glorad,netrad,heatflux,soilt10,soilt30,minrh,maxrh,vpd,makkepot,tsum10,tsum5,tsum0,akkmve
6126,1987-01-01,null,null,-1,-1,-1,5.2,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-02,null,null,-6.8,-1.1,-4,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-03,null,null,-7.5,-0.2,-3.8,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-04,null,null,-8,2.8,-2.6,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-05,null,null,-6,2,-2,6.7,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-06,null,null,-3.8,-3,-3.4,0,null,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-07,76,null,-8.4,-2.4,-5.4,0,1.7,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-08,94,null,-11.4,2,-2,0.2,4.9,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-09,80,null,-8.8,-1.6,-9.4,0.6,5.6,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-10,81,null,-14.5,-12.7,-13.9,0,5.6,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-11,74,null,-15.2,-12,-13.1,0,5.5,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-12,73,null,-13.1,-10.7,-11.4,0,7.5,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-13,76,null,-11.8,-8.6,-10.2,0,8.1,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-14,86,null,-11.8,-6.2,-8.6,0,5.6,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-15,92,null,-9.3,-2.8,-4.5,0,6.3,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-16,90,null,-5.1,-3.2,-3.4,0.4,5.6,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-17,85,null,-3.6,-2.6,-3.5,0,3,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-18,82,null,-5,-2.4,-3.8,0,3.6,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-19,92,null,-7.9,-2.2,-6.5,0,3,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-20,95,null,-8.6,-6.5,-7.5,0,2.4,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-21,98,null,-8,-0.6,-2.9,0.3,3.2,null,null,null,null,null,null,null,null,null,0,0,0,0
6126,1987-01-22,99,null,-3.6,1.7,0.9,0.3,2.8,null,null,null,null,null,null,null,null,null,0,0,0.9,0
6126,1987-01-23,98,null,0.6,2.6,1.6,2.2,3,null,null,null,null,null,null,null,null,null,0,0,2.5,0
6126,1987-01-24,96,null,-1.8,2,-0.3,0.2,4.1,null,null,null,null,null,null,null,null,null,0,0,2.5,0
6126,1987-01-25,83,null,-1.8,4.1,2.7,0,8.7,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-26,66,null,-1.8,0.5,-1,0,6,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-27,85,null,-6.5,1,-2.5,0,4.6,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-28,84,null,-8,-2.1,-5.7,1.8,2.1,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-29,81,null,-10.8,-8.2,-11,0,4.8,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-30,85,null,-15.5,1.2,-6.3,0,6.5,null,null,null,null,null,null,null,null,null,0,0,5.2,0
6126,1987-01-31,92,null,-8.9,2.4,1.4,0.3,5.6,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6126,1987-02-01,90,null,-2.5,0.6,-1.6,0,3.7,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6126,1987-02-02,64,null,-5.3,2.3,-2.3,0,2.9,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6126,1987-02-03,76,null,-4.8,-1.5,-3.4,0,3.9,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6126,1987-02-04,99,null,-5,1.3,-0.2,0,4.1,null,null,null,null,null,null,null,null,null,0,0,6.6,0
6126,1987-02-05,96,null,-0.6,3,1.7,0,6.6,null,null,null,null,null,null,null,null,null,0,0,8.3,0
6126,1987-02-06,96,null,0.9,5,3.8,1,9.2,null,null,null,null,null,null,null,null,null,0,0,12.1,0
6126,1987-02-07,77,null,1.1,4,1.3,5.3,6.8,null,null,null,null,null,null,null,null,null,0,0,13.4,0
6126,1987-02-08,96,null,-0.3,1.1,0.4,0,4.2,null,null,null,null,null,null,null,null,null,0,0,13.8,0
6126,1987-02-09,98,null,0.2,3.9,1.7,0.3,3.7,null,null,null,null,null,null,null,null,null,0,0,15.5,0
6126,1987-02-10,94,null,1.1,4.8,3.1,1.4,5.2,null,null,null,null,null,null,null,null,null,0,0,18.6,0
6126,1987-02-11,92,null,1.8,2.9,1.6,1.7,5.8,null,null,null,null,null,null,null,null,null,0,0,20.2,0
6126,1987-02-12,null,null,-1,0.7,-0.2,0,3,null,null,null,null,null,null,null,null,null,0,0,20.2,0
6126,1987-02-13,null,null,-0.9,2.2,1.1,4.2,5.5,null,null,null,null,null,null,null,null,null,0,0,21.3,0
6126,1987-02-14,96,null,0.1,2.5,0.5,0.1,2.6,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-15,null,null,-3.1,-1.3,-2.2,0,2.4,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-16,null,null,-3.1,-1.6,-1.9,0,4.4,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-17,83,null,-2.3,-0.4,-1.6,0,5.3,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-18,null,null,-2.1,-1.3,-2.2,0,4.4,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-19,null,null,-5,-2.4,-3.6,0,3.8,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-20,84,null,-8.3,0.8,-3.9,0,1.4,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-21,null,null,-7.8,0,-0.7,0,2.5,null,null,null,null,null,null,null,null,null,0,0,21.8,0
6126,1987-02-22,null,null,-1.5,3.3,1.4,0.1,6.2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-23,null,null,-3.5,1.4,-1.3,0,3.6,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-24,79,null,-3.5,2.1,-0.6,0,3.6,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-25,null,null,-3.3,2.3,-0.7,0,2.4,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-26,null,null,-2.2,0.6,-1.4,0,4.9,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-27,91,null,-3.7,-0.9,-2.5,0,4.8,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-02-28,89,null,-3.6,-0.6,-1.6,3.7,5.4,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-01,77,null,-6.8,-3.3,-5,0,5.3,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-02,null,null,-6.9,-5.6,-6.5,0,8.1,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-03,null,null,-10.9,-6.1,-8.1,0,4.2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-04,null,null,-10.9,-2.5,-6.1,0,3.7,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-05,87,null,-7.4,-4.1,-4.8,0.9,3,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-06,78,null,-12.5,-4.4,-7.8,0,2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-07,82,null,-13.5,-4.7,-8.3,0,3.2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-08,89,null,-9.5,-1.4,-3.6,0,4.8,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-09,78,null,-5.5,-1.1,-2.8,0,5,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-10,81,null,-8.1,0.2,-3.6,0,3.4,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-11,88,null,-6.8,-0.6,-3.8,0,2.8,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-12,88,null,-6,-2,-4.7,0,2.2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-13,85,null,-8,-1.5,-4.7,0,3.6,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-14,90,null,-6.5,-0.7,-4.1,0,2.5,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-15,92,null,-5.8,0.3,-2.4,0,4.7,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-16,88,null,-3.6,0.2,-1.8,1.2,4.7,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-17,92,null,-6.7,0.4,-2.2,0,4.2,null,null,null,null,null,null,null,null,null,0,0,23.2,0
6126,1987-03-18,88,null,-5.4,3.8,2.3,4.6,7.1,null,null,null,null,null,null,null,null,null,0,0,25.5,0
6126,1987-03-19,90,null,0.4,3.5,1.4,0.9,6.7,null,null,null,null,null,null,null,null,null,0,0,26.9,0
