station,date,rh,minte,maxte,temp,prec,wv,winddir,minrh,maxrh,vpd,glorad,soilt10,soilt30,surfwet,grasstemp,netrad,heatflux,pres,wv2,wd2,makkepot,tsum10,tsum5,tsum0,akkmve
613500,01/01/2014,90.9,1.6,3.9,2.7,0.1,4,153,84.7,95.7,0.07,0.6,3.2,4.3,177,null,null,null,null,null,null,0.1,0,0,2.7,0
613500,02/01/2014,93.8,1.3,6.6,3.6,6.2,4.9,146,88.3,97,0.05,0.4,3.3,4.2,1185,null,null,null,null,null,null,0.1,0,0,6.3,0
613500,03/01/2014,92.8,3.9,7.5,5.7,3,5.8,181,87.8,96.7,0.07,1.3,4.3,4.6,250,null,null,null,null,null,null,0.2,0,0.7,12,0
613500,04/01/2014,85.8,4,6.7,5.3,0.1,5.9,184,80.8,90.5,0.13,1.9,4.5,5,45,null,null,null,null,null,null,0.3,0,1,17.3,0
613500,05/01/2014,90.6,3,5.6,4.9,0.2,4.9,180,77,94.6,0.08,0.7,null,null,null,null,null,null,null,null,null,0.1,0,1,22.2,0
613500,06/01/2014,93,2.6,7.8,4.9,6.9,7.3,179,87.7,97,0.06,0.4,null,null,null,null,null,null,null,null,null,0.1,0,1,27.1,0
613500,07/01/2014,89.1,6.3,8.8,7.7,3.9,7.1,208,80,97.5,0.11,0.7,5.3,5.3,488,null,null,null,null,null,null,0.1,0,3.7,34.8,0
613500,08/01/2014,89.3,6.5,8.3,7.3,0.2,6,228,85.5,93.2,0.11,0.7,5.7,5.8,269,null,null,null,null,null,null,0.1,0,6,42.1,0
613500,09/01/2014,91.6,5.1,8.6,6.4,10.7,7.9,209,81.3,97.3,0.08,0.3,5.7,5.9,780,null,null,null,null,null,null,0,0,7.4,48.5,0
613500,10/01/2014,85.7,4.7,6.8,5.8,0.4,7.4,265,82.3,90.5,0.13,0.9,5.4,5.8,428,null,null,null,null,null,null,0.1,0,8.2,54.3,0
613500,11/01/2014,90.4,3.6,6.2,5.2,7.3,7,245,81.8,96,0.08,0.4,5.1,5.7,532,null,null,null,null,null,null,0.1,0,8.4,59.5,0
613500,12/01/2014,80,-1.1,5.6,3.4,0.6,7.1,299,64.3,86.2,0.16,2.3,4.1,5.2,70,null,null,null,null,null,null,0.3,0,8.4,62.9,0
613500,13/01/2014,86.1,-1.9,3.8,0.3,1.2,4.1,128,70,99,0.08,0.7,2.6,4.1,469,null,null,null,null,null,null,0.1,0,8.4,63.2,0
613500,14/01/2014,98.2,1.9,4.3,3.3,0,2.3,120,92,100,0.01,1.1,3.2,3.9,737,null,null,null,null,null,null,0.1,0,8.4,66.5,0
613500,15/01/2014,88.9,0.9,4.2,2.8,0,3.4,116,80.8,93.8,0.08,1.5,3.5,4.2,0,null,null,null,null,null,null,0.2,0,8.4,69.3,0
613500,16/01/2014,91.5,0.5,2.3,1.5,6.9,7.6,114,82,95.7,0.06,0.6,2.9,3.9,978,null,null,null,null,null,null,0.1,0,8.4,70.8,0
613500,17/01/2014,95.6,0,2.1,1.2,4.2,7.3,105,93.2,99,0.03,0.5,2.4,3.5,683,null,null,null,null,null,null,0.1,0,8.4,72,0
613500,18/01/2014,94.6,1.6,2.9,2.2,2.3,9.7,100,93.2,96,0.04,0.3,2.7,3.5,519,null,null,null,null,null,null,0,0,8.4,74.2,0
613500,19/01/2014,88.5,0.9,2.7,1.7,0,12.7,93,83.8,97,0.08,0.6,2.7,3.5,0,null,null,null,null,null,null,0.1,0,8.4,75.9,0
613500,20/01/2014,91.8,0.1,1.5,1.1,0,11.3,92,89,95,0.05,0.3,2.3,3.3,935,null,null,null,null,null,null,0,0,8.4,77,0
613500,21/01/2014,93.6,-0.6,0.9,0.1,0.4,7.9,85,88.5,96.8,0.04,0.3,1.9,3,99,null,null,null,null,null,null,0,0,8.4,77.1,0
613500,22/01/2014,78.2,-1.1,0.9,-0.1,0,7.5,101,70.8,88.3,0.13,0.6,1.6,2.7,0,null,null,null,null,null,null,0.1,0,8.4,77.1,0
613500,23/01/2014,70.5,-3.3,-0.8,-2.1,0,6.7,129,65.2,73.7,0.15,2.4,1.1,2.3,0,null,null,null,null,null,null,0.2,0,8.4,77.1,0
613500,24/01/2014,70,-5.1,-1.5,-3.1,0,7.4,107,64.2,76.3,0.14,2.5,0.7,2,0,null,null,null,null,null,null,0.2,0,8.4,77.1,0
613500,25/01/2014,74.4,-8.1,-3.7,-5.7,0,6.6,125,62.2,82,0.1,3.5,0.3,1.6,0,null,null,null,null,null,null,0.3,0,8.4,77.1,0
613500,26/01/2014,77.5,-8.7,-4.9,-6.8,0,6.8,123,73.3,82.7,0.08,1,0,1.3,0,null,null,null,null,null,null,0.1,0,8.4,77.1,0
613500,27/01/2014,90.4,-8.3,-2.3,-4.2,1.5,7,116,80,94.7,0.04,1.3,-0.2,1.1,446,null,null,null,null,null,null,0.1,0,8.4,77.1,0
613500,28/01/2014,93.2,-2.8,-0.2,-1.6,0,6.8,107,80.8,98.3,0.04,1.4,-0.2,1,1231,null,null,null,null,null,null,0.1,0,8.4,77.1,0
613500,29/01/2014,85.3,-5.6,-2.7,-4.4,0.1,6.2,106,78.7,91,0.06,2,-0.1,0.9,175,null,null,null,null,null,null,0.2,0,8.4,77.1,0
613500,30/01/2014,85.9,-5.3,-3.2,-4,0,6,112,83.5,87.5,0.06,2.5,-0.1,0.9,40,null,null,null,null,null,null,0.2,0,8.4,77.1,0
613500,31/01/2014,90,-4,-2,-3,0.1,4.6,123,82.8,93.7,0.05,1.9,-0.1,0.9,1058,null,null,null,null,null,null,0.2,0,8.4,77.1,0
613500,01/02/2014,91.4,-2.8,2.5,0.3,3.5,5.2,146,83.2,97,0.05,2.2,-0.1,0.9,1408,null,null,null,null,null,null,0.3,0,8.4,77.4,0
613500,02/02/2014,94.2,0.4,3.7,1.6,0,3.2,161,85.3,99,0.04,4.1,-0.1,0.8,1090,null,null,null,null,null,null,0.5,0,8.4,79,0
613500,03/02/2014,97.4,-1.6,3,0.3,0,3.6,109,89,100,0.02,4.1,-0.1,0.8,1296,null,null,null,null,null,null,0.5,0,8.4,79.3,0
613500,04/02/2014,91.9,-0.4,1.7,0.6,0.1,3.3,136,89.8,95.8,0.05,1.9,0,0.8,420,null,null,null,null,null,null,0.2,0,8.4,79.9,0
613500,05/02/2014,91,-0.5,3.7,0.7,0,3.9,117,79.7,97.3,0.06,4.4,0,0.8,563,null,null,null,null,null,null,0.5,0,8.4,80.6,0
613500,06/02/2014,88,0.5,5.2,2.9,0.3,4.6,174,83.5,93.5,0.09,2.6,0,0.8,1097,null,null,null,null,null,null,0.3,0,8.4,83.5,0
613500,07/02/2014,90.3,2.4,6.1,4,9.1,6.4,168,82.5,97.7,0.08,1.3,0,0.8,987,null,null,null,null,null,null,0.2,0,8.4,87.5,0
613500,08/02/2014,90.4,1.4,4.7,3.5,2.7,6.8,185,82.8,97,0.08,2.6,0.1,0.9,685,null,null,null,null,null,null,0.3,0,8.4,91,0
613500,09/02/2014,88.6,2.6,6.5,4,3.4,7.8,181,74.8,97.8,0.1,3.9,1.5,1.5,694,null,null,null,null,null,null,0.5,0,8.4,95,0
613500,10/02/2014,83.9,1.6,5.8,3.6,0,4.6,173,77.5,89.8,0.13,6.1,2.2,2.3,6,null,null,null,null,null,null,0.8,0,8.4,98.6,0
613500,11/02/2014,90.7,-0.1,3.9,1.8,2.7,3.4,162,74.5,98,0.07,1,1.8,2.4,890,null,null,null,null,null,null,0.1,0,8.4,100.4,0
613500,12/02/2014,86.6,0.9,5,3,0.2,5.1,194,77.3,94.2,0.1,3.9,1.8,2.2,697,null,null,null,null,null,null,0.5,0,8.4,103.4,0
613500,13/02/2014,83.5,1,6.4,3.6,1.8,6.5,173,73.3,94,0.13,4.8,2.2,2.4,265,null,null,null,null,null,null,0.6,0,8.4,107,0
613500,14/02/2014,90.2,0.2,5.1,2.9,0,4.1,196,81.8,98.7,0.08,4.8,2.2,2.6,402,null,null,null,null,null,null,0.6,0,8.4,109.9,0
613500,15/02/2014,75.2,3.2,9.3,6.1,1.1,8.6,175,67.2,83.8,0.24,3.8,2.9,2.9,119,null,null,null,null,null,null,0.5,0,9.5,116,0
613500,16/02/2014,84.3,3,6.8,4.9,2.9,9.4,230,72.5,92.3,0.14,4.6,3.5,3.5,344,null,null,null,null,null,null,0.6,0,9.5,120.9,0
613500,17/02/2014,82.7,1.8,7,3.7,0,5.4,241,67.2,92.5,0.15,7.2,2.9,3.4,0,null,null,null,null,null,null,0.9,0,9.5,124.6,0
