station,date,rh,minte,maxte,temp,prec,wv,winddir,minrh,maxrh,vpd,glorad,soilt10,soilt30,surfwet,grasstemp,netrad,heatflux,pres,wv2,wd2,makkepot,tsum10,tsum5,tsum0,akkmve
611601,01/01/2014,86.9,2.2,5.3,3.4,1,4.9,161,75.1,95.4,0.1,0.8,null,null,null,null,null,null,null,null,null,0.1,0,0,3.4,0
611601,02/01/2014,91.7,2.2,7.3,5.6,3.7,5.9,166,87.9,95.5,0.07,0.6,null,null,null,null,null,null,null,null,null,0.1,0,0.6,9,0
611601,03/01/2014,90.6,4.4,8.5,6.5,6.3,6.3,186,81,95.1,0.09,0.6,null,null,null,null,null,null,null,null,null,0.1,0,2.1,15.5,0
611601,04/01/2014,85.4,4,7.4,5.9,0,7.1,182,81.4,88.5,0.14,2.1,null,null,null,null,null,null,null,null,null,0.3,0,3,21.4,0
611601,05/01/2014,90.7,2.2,6.3,4.5,3.7,4,196,84.8,96,0.08,1.5,null,null,null,null,null,null,null,null,null,0.2,0,3,25.9,0
611601,06/01/2014,91.2,2.7,10.2,6.6,12.2,7.4,189,85.3,96,0.09,0.5,null,null,null,null,null,null,null,null,null,0.1,0,4.6,32.5,0
611601,07/01/2014,85.5,7,9.4,8.6,2.2,9.1,217,81,89.4,0.16,0.7,null,null,null,null,null,null,null,null,null,0.1,0,8.2,41.1,0
611601,08/01/2014,89.6,6.4,8.7,7.8,1,8.7,239,86.9,92.3,0.11,1.2,null,null,null,null,null,null,null,null,null,0.2,0,11,48.9,0
611601,09/01/2014,92.1,4.9,9.4,6.8,12.5,9,225,84,97.4,0.08,0.2,null,null,null,null,null,null,null,null,null,0,0,12.8,55.7,0
611601,10/01/2014,86.6,5.1,7.2,6.1,2.7,8.7,267,81.8,90.9,0.13,1.5,null,null,null,null,null,null,null,null,null,0.2,0,13.9,61.8,0
611601,11/01/2014,89.2,3.2,7,5.5,9.5,7.1,259,78.9,94.7,0.09,0.5,null,null,null,null,null,null,null,null,null,0.1,0,14.4,67.3,0
611601,12/01/2014,83.9,-0.6,6.4,3.7,0.7,5.7,273,73.2,95.7,0.13,2.5,null,null,null,null,null,null,null,null,null,0.3,0,14.4,71,0
611601,13/01/2014,92.1,-0.8,5.4,2.6,2.3,5.4,155,87.1,97.3,0.06,0.3,null,null,null,null,null,null,null,null,null,0,0,14.4,73.6,0
611601,14/01/2014,97.6,2.3,4.5,3.9,2.4,3.2,134,96.4,98.3,0.02,1.2,null,null,null,null,null,null,null,null,null,0.2,0,14.4,77.5,0
611601,15/01/2014,94.1,3.1,4,3.6,0.6,5.9,133,89.8,96.9,0.05,0.6,null,null,null,null,null,null,null,null,null,0.1,0,14.4,81.1,0
611601,16/01/2014,94.8,2,3.6,2.7,14.6,8.6,119,89.1,97.7,0.04,0.4,null,null,null,null,null,null,null,null,null,0.1,0,14.4,83.8,0
611601,17/01/2014,95.5,2.1,7.2,5.1,4.2,5.1,122,91,99,0.04,0.5,4.2,4.5,1284,5.1,null,null,null,null,null,0.1,0,14.5,88.9,0
611601,18/01/2014,95.2,4,6.4,5.3,2.4,8,100,91,98,0.04,0.3,4.8,4.8,1008,5.3,null,null,null,null,null,0,0,14.8,94.2,0
611601,19/01/2014,88,1.6,4.3,3.1,0,11.8,91,81.5,91.5,0.09,0.5,4.5,4.9,0,3.2,null,null,null,null,null,0.1,0,14.8,97.3,0
611601,20/01/2014,92.2,0.7,1.8,1.2,0.2,9,85,88.8,96.5,0.05,0.2,3.8,4.6,560,1.3,null,null,null,null,null,0,0,14.8,98.5,0
