station,date,rh,minte,maxte,temp,prec,wv,winddir,minrh,maxrh,vpd,glorad,soilt10,soilt30,surfwet,grasstemp,netrad,heatflux,pres,wv2,wd2,makkepot,tsum10,tsum5,tsum0,akkmve
610900,01/01/2014,88.4,2.4,5.4,3.5,0.8,3.8,159,75.5,98,0.09,0.8,4.6,5,605,2.9,null,null,null,null,null,0.1,0,0,3.5,0
610900,02/01/2014,94,2.3,7.2,5.4,4.9,4.4,161,90.2,97,0.05,0.6,4.6,4.9,825,5,null,null,null,null,null,0.1,0,0.4,8.9,0
610900,03/01/2014,92.4,4.6,8.5,6.4,2.5,5.2,186,83,96.8,0.07,0.4,5.1,5.1,513,5.8,null,null,null,null,null,0.1,0,1.8,15.3,0
610900,04/01/2014,87.5,4.4,7.7,6,1.7,5.3,183,83.8,90.2,0.12,2.3,5.3,5.3,341,5.5,null,null,null,null,null,0.3,0,2.8,21.3,0
610900,05/01/2014,92.2,2.4,6.3,4.4,3.8,2.9,192,86.5,98,0.07,1.7,5,5.3,717,3.8,null,null,null,null,null,0.2,0,2.8,25.7,0
610900,06/01/2014,92.6,2.8,10,6.5,12.2,6,190,82.3,98,0.07,0.5,4.9,5.1,933,6,null,null,null,null,null,0.1,0,4.3,32.2,0
610900,07/01/2014,87,7.6,9.2,8.4,0.9,7.4,217,82.3,90.3,0.14,0.6,5.8,5.5,163,8,null,null,null,null,null,0.1,0,7.7,40.6,0
610900,08/01/2014,91.4,6.6,8.4,7.7,0.8,6.7,239,88,94.8,0.09,1.2,6.2,5.9,209,7.4,null,null,null,null,null,0.2,0,10.4,48.3,0
610900,09/01/2014,94.1,4.4,9,6.6,19.4,6.1,225,86.8,99,0.06,0.2,6.2,6.1,1052,6.2,null,null,null,null,null,0,0,12,54.9,0
610900,10/01/2014,86.9,5,7.1,6.1,1.8,4.8,266,82.3,91.3,0.12,1.6,5.9,6,669,5.6,null,null,null,null,null,0.2,0,13.1,61,0
610900,11/01/2014,90,3.1,6.8,5.4,5.3,4.6,264,79.8,96.2,0.09,0.5,5.7,5.8,799,4.9,null,null,null,null,null,0.1,0,13.5,66.4,0
610900,12/01/2014,85.3,-0.2,6.2,3.5,0.8,3,282,76.7,95.3,0.12,2.9,5,5.5,991,2.4,null,null,null,null,null,0.4,0,13.5,69.9,0
610900,13/01/2014,92.4,-0.3,5.5,2.1,3,3.7,149,85.3,99,0.05,0.3,4,4.8,941,1.5,null,null,null,null,null,0,0,13.5,72,0
610900,14/01/2014,99.3,2.9,4.6,3.8,0.4,2.2,130,97,100,0.01,1.3,4.3,4.6,635,3.6,null,null,null,null,null,0.2,0,13.5,75.8,0
610900,15/01/2014,96,3,4,3.6,0.9,4.3,131,90.8,99,0.03,0.3,4.6,4.8,1047,3.3,null,null,null,null,null,0,0,13.5,79.4,0
610900,16/01/2014,95.7,0.7,3.6,2.3,11.3,6.2,124,90.7,97.2,0.03,0.4,4.4,4.8,1194,2,null,null,null,null,null,0,0,13.5,81.7,0
610900,17/01/2014,99.7,0.1,4.2,2.5,10,3.4,114,98,100,0,0.4,3.9,4.5,1404,2.2,null,null,null,null,null,0,0,13.5,84.2,0
610900,18/01/2014,98.4,3.4,3.9,3.6,1.8,5.1,110,92.7,100,0.01,0.3,4.2,4.4,793,3.3,null,null,null,null,null,0,0,13.5,87.8,0
610900,19/01/2014,88.6,1.1,3.7,2.5,0,8.3,98,83.5,95,0.08,0.4,4.1,4.5,0,2.2,null,null,null,null,null,0,0,13.5,90.3,0
610900,20/01/2014,95.3,0.6,1.8,1.2,2.3,6.6,93,92.8,98,0.03,0.2,3.6,4.2,140,0.9,null,null,null,null,null,0,0,13.5,91.5,0
610900,21/01/2014,94.2,0,0.8,0.5,0.4,5.8,87,90.7,97.8,0.04,0.3,3.3,3.9,0,0.2,null,null,null,null,null,0,0,13.5,92,0
610900,22/01/2014,89.4,-1,0.5,-0.2,1,6,114,77.3,99,0.06,0.3,2.9,3.6,0,-0.5,null,null,null,null,null,0,0,13.5,92,0
610900,23/01/2014,78.9,-3.8,-0.9,-2.1,0,7.1,126,69.7,85.7,0.11,0.6,2.4,3.2,0,-2.3,null,null,null,null,null,0.1,0,13.5,92,0
610900,24/01/2014,72,-4.4,-1.5,-3.3,0,6.1,111,63.3,76.8,0.13,4.9,1.7,2.7,0,-3.7,null,null,null,null,null,0.5,0,13.5,92,0
610900,25/01/2014,74.5,-5.3,-2.7,-4.1,0,6.5,131,66.5,83.5,0.11,2.1,1.3,2.2,0,-4.4,null,null,null,null,null,0.2,0,13.5,92,0
610900,26/01/2014,79.7,-8.1,-5.2,-6.9,0,6.7,112,70.3,89,0.07,3.5,1,1.9,0,-7,null,null,null,null,null,0.3,0,13.5,92,0
610900,27/01/2014,94.5,-7.9,1.2,-2.5,2,5.1,118,88.8,98.8,0.03,1.2,0.7,1.7,285,-2.6,null,null,null,null,null,0.1,0,13.5,92,0
610900,28/01/2014,97.8,-1.6,-0.1,-1,0,5.6,112,88.2,100,0.01,0.8,0.7,1.5,703,-1.1,null,null,null,null,null,0.1,0,13.5,92,0
610900,29/01/2014,86.6,-5.3,-0.8,-3.7,0.9,5.6,101,80.2,92.8,0.06,1.4,0.6,1.4,702,-3.9,null,null,null,null,null,0.1,0,13.5,92,0
610900,30/01/2014,87.6,-5.6,-3.5,-4.4,0.4,4.5,105,80.7,94.7,0.05,1.8,0.6,1.3,714,-4.6,null,null,null,null,null,0.2,0,13.5,92,0
610900,31/01/2014,91.4,-4.5,-2.1,-3.1,0,4.3,114,87.2,96,0.04,1.2,0.6,1.3,405,-3.3,null,null,null,null,null,0.1,0,13.5,92,0
610900,01/02/2014,93.3,-4.3,4,1.1,3,5,152,85.5,96.5,0.04,0.9,0.6,1.2,778,0.5,null,null,null,null,null,0.1,0,13.5,93.1,0
610900,02/02/2014,88.4,1.5,5,3.2,0,4.1,184,80.5,92.7,0.09,3.4,0.6,1.2,725,2.5,null,null,null,null,null,0.4,0,13.5,96.3,0
610900,03/02/2014,91.4,-0.3,5.2,1.9,0,3.1,128,80.7,99,0.06,5.5,0.6,1.2,764,1.3,null,null,null,null,null,0.7,0,13.5,98.2,0
610900,04/02/2014,89.8,0.3,4.4,1.8,0,3.4,137,81.3,94,0.07,4.2,0.6,1.2,716,1.6,null,null,null,null,null,0.5,0,13.5,100,0
610900,05/02/2014,94.1,-0.1,4,1.3,1,3.5,117,83.8,100,0.04,3.8,0.9,1.3,747,0.9,null,null,null,null,null,0.5,0,13.5,101.3,0
610900,06/02/2014,87.4,0.9,6.5,4.7,0.9,5.2,185,81.2,97,0.11,1.4,1.6,1.7,425,4.2,null,null,null,null,null,0.2,0,13.5,106,0
610900,07/02/2014,93.6,2.7,8,5.1,12.8,4.8,187,86.5,97.7,0.06,0.7,2.6,2.3,1271,4.6,null,null,null,null,null,0.1,0,13.6,111.1,0
610900,08/02/2014,92.2,2.5,6.4,4.6,2.9,5.8,192,86.7,95.3,0.07,1.6,3,2.8,695,4.2,null,null,null,null,null,0.2,0,13.6,115.7,0
610900,09/02/2014,88,2.4,6.3,4.4,6.7,7.4,193,71.5,94,0.1,2.1,3.2,3,822,3.9,null,null,null,null,null,0.3,0,13.6,120.1,0
610900,10/02/2014,91,2.2,5.3,3.8,1.8,3.8,181,86,94.5,0.07,2.8,3.4,3.3,998,3.3,null,null,null,null,null,0.4,0,13.6,123.9,0
610900,11/02/2014,87.9,0.7,5.3,3,0.9,2.6,145,76.7,95,0.09,5.9,3.3,3.3,662,2.7,null,null,null,null,null,0.7,0,13.6,126.9,0
610900,12/02/2014,86,0.4,5.7,3.4,2.4,5,199,72.5,96.8,0.11,4.3,3.2,3.3,726,2.9,null,null,null,null,null,0.6,0,13.6,130.3,0
610900,13/02/2014,85.9,2.1,6.4,4.3,3,6.3,198,76,94,0.12,4.8,3.4,3.4,609,3.9,null,null,null,null,null,0.6,0,13.6,134.6,0
610900,14/02/2014,91.3,1.5,6.1,3.5,0,4.5,191,82.8,97.2,0.07,4.6,3.4,3.4,762,3.1,null,null,null,null,null,0.6,0,13.6,138.1,0
610900,15/02/2014,76,3.2,9.8,7,4.7,9.3,188,62.2,95.8,0.26,2.5,3.7,3.6,449,6.4,null,null,null,null,null,0.4,0,15.6,145.1,0
610900,16/02/2014,85.9,3.7,6.7,5.1,7.6,6.8,246,79.5,92.8,0.12,4.4,4.1,3.9,649,4.6,null,null,null,null,null,0.6,0,15.7,150.2,0
610900,17/02/2014,84.2,1.7,7.5,4.1,0,3.6,245,60.7,100,0.14,7.8,3.7,3.8,406,3.6,null,null,null,null,null,1,0,15.7,154.3,0
610900,18/02/2014,92.1,3.3,8.8,5,0.5,3,203,76.2,100,0.07,4.8,4,3.8,1194,4.7,null,null,null,null,null,0.6,0,15.7,159.3,0
610900,19/02/2014,98,4.6,7.4,5.5,4.8,2.5,231,93,100,0.02,1.9,4.5,4.2,1080,5.3,null,null,null,null,null,0.3,0,16.2,164.8,0
610900,20/02/2014,94.1,4.3,8.6,6.2,5.6,4.4,203,82.2,99,0.06,3,4.9,4.5,1163,5.9,null,null,null,null,null,0.4,0,17.4,171,0
610900,21/02/2014,92.3,3.7,8.1,6.2,4.3,4.2,226,79.3,98.7,0.07,4.9,5.4,4.9,639,5.8,null,null,null,null,null,0.7,0,18.6,177.2,0
610900,22/02/2014,90.4,4.3,6.4,5.3,0.4,6.1,218,88.2,94,0.09,2,5.1,4.9,706,4.9,null,null,null,null,null,0.3,0,18.9,182.5,0
610900,23/02/2014,82.4,3.9,8.9,6.5,0,6.4,206,69.2,94.8,0.18,5.5,5.1,4.9,161,6.2,null,null,null,null,null,0.8,0,20.4,189,0
610900,24/02/2014,76,3.5,9.8,6.4,0,4.6,172,58.5,87.2,0.24,7.8,5.3,5.1,0,5.8,null,null,null,null,null,1.1,0,21.8,195.4,0
610900,25/02/2014,79.5,1.4,9.9,5.5,0,2.7,127,68.2,91,0.2,8.7,4.9,4.9,242,4.9,null,null,null,null,null,1.2,0,22.3,200.9,0
610900,26/02/2014,89.5,3.3,8.1,6,0,2.4,186,82.3,96.7,0.1,4.8,5,4.9,466,5.2,null,null,null,null,null,0.7,0,23.3,206.9,0
610900,27/02/2014,86.8,1.7,9.7,5.4,0,3.6,162,64,100,0.14,9.3,5.1,5,655,5.1,null,null,null,null,null,1.3,0,23.7,212.3,0
610900,28/02/2014,94.1,3.5,5.6,4.4,4.9,2,153,88,98.8,0.05,2.4,5.2,5.1,1139,4.1,null,null,null,null,null,0.3,0,23.7,216.7,0
