"animal","dose.kg.t","n","pH","buff.int","dose.mmol.kg","n.max"
"Slagtesvin",7.75,7,5.89181663796166,118.427349038858,78.9881364914999,7
"Slagtesvin",7.875,7,5.87502084945541,117.590652572229,80.2621386929757,7
"Slagtesvin",8,7,5.8580136511456,115.909128581757,81.5361408944515,7
"Slagtesvin",8.125,7,5.84074316909625,113.615967666331,82.8101430959273,7
"Slagtesvin",8.25,7,5.82315947919746,110.95599688311,84.0841452974031,7
"Slagtesvin",8.375,7,5.80525401380493,108.318024309573,85.3581474988789,7
"Slagtesvin",8.5,6,5.93454240346214,110.511383716858,86.6321497003547,7
"Slagtesvin",8.625,6,5.91589930789738,108.633894313815,87.9061519018305,7
"Slagtesvin",8.75,6,5.89685208225286,106.041172024873,89.1801541033063,7
"Slagtesvin",8.875,6,5.87741448434143,103.171666303773,90.4541563047821,7
"Slagtesvin",9,6,5.85758753978251,100.520951454754,91.7281585062579,7
"Slagtesvin",9.125,6,5.83739607904907,98.5061545695098,93.0021607077337,7
"Slagtesvin",9.25,5,6.05467490541475,105.480309377523,94.2761629092095,7
"Slagtesvin",9.375,5,6.03448135743859,106.775301236722,95.5501651106853,7
"Slagtesvin",9.5,5,6.0141957199138,110.15135971306,96.8241673121611,7
"Slagtesvin",9.625,5,5.99385001032981,114.543453200171,98.0981695136369,7
"Slagtesvin",9.75,5,5.97349080775725,118.87447595445,99.3721717151127,7
"Slagtesvin",9.875,5,5.95312364795826,122.286651940038,100.646173916589,7
"Slagtesvin",10,5,5.93275575492421,124.048719432702,101.920176118064,7
"Slagtesvin",10.125,4,6.19499455846491,137.565532394667,103.19417831954,7
"Slagtesvin",10.25,4,6.17402487313898,133.935066456016,104.468180521016,7
"Slagtesvin",10.375,4,6.15299156339619,128.821948344186,105.742182722492,7
"Slagtesvin",10.5,4,6.13173968358669,123.300229094716,107.016184923968,7
"Slagtesvin",10.625,4,6.11012350455493,118.241906924995,108.290187125443,7
"Slagtesvin",10.75,4,6.08799406134253,114.473998062056,109.564189326919,7
"Slagtesvin",10.875,4,6.06519651809398,112.700623488629,110.838191528395,7
"Slagtesvin",11,4,6.04155420885317,112.667294243541,112.112193729871,7
"Slagtesvin",11.125,4,6.01693455456134,113.80760719373,113.386195931347,7
"Slagtesvin",11.25,4,5.99119539117245,115.448529636893,114.660198132822,7
"Slagtesvin",11.375,4,5.96418681610616,116.839445136072,115.934200334298,7
"Slagtesvin",11.5,4,5.93575964719515,117.237798098387,117.208202535774,7
"Slagtesvin",11.625,3,6.33776993496876,145.845131806746,118.48220473725,7
"Slagtesvin",11.75,3,6.31075317344912,142.164755660362,119.756206938726,7
"Slagtesvin",11.875,3,6.28068208357738,136.162939856655,121.030209140201,7
"Slagtesvin",12,3,6.24699331373355,128.731369091943,122.304211341677,7
"Slagtesvin",12.125,3,6.20915403991041,120.981559135045,123.578213543153,7
"Slagtesvin",12.25,3,6.16663307654016,114.020556214133,124.852215744629,7
"Slagtesvin",12.375,3,6.11883674480887,108.949566878535,126.126217946105,7
"Slagtesvin",12.5,3,6.06501350777021,106.831783086606,127.40022014758,7
"Slagtesvin",12.625,3,6.00431938735203,107.700311896864,128.674222349056,7
"Slagtesvin",12.75,3,5.93580621312406,110.333637537872,129.948224550532,7
"Slagtesvin",12.875,3,5.85849128201703,113.392416592816,131.222226752008,7
"Slagtesvin",13,2,6.52448427291879,169.176194632854,132.496228953484,7
"Slagtesvin",13.125,2,6.5140593343822,169.38492238663,133.770231154959,7
"Slagtesvin",13.25,2,6.50299711450687,164.094246684482,135.044233356435,7
"Slagtesvin",13.375,2,6.49127390465197,154.346684536525,136.318235557911,7
"Slagtesvin",13.5,2,6.4789585566795,142.227624868467,137.592237759387,7
"Slagtesvin",13.625,2,6.46614717410294,129.924086822827,138.866239960863,7
"Slagtesvin",13.75,2,6.45293641529673,119.637362576662,140.140242162338,7
"Slagtesvin",13.875,2,6.43946482913506,113.616695443098,141.414244363814,7
"Slagtesvin",14,2,6.42596456725184,112.649838893082,142.68824656529,7
"Slagtesvin",14.125,2,6.41255654872581,115.30716029871,143.962248766766,7
"Slagtesvin",14.25,2,6.39936012090804,119.950268823901,145.236250968242,7
"Slagtesvin",14.375,2,6.38650719903606,124.892659588098,146.510253169717,7
"Slagtesvin",14.5,2,6.37413495223155,128.476510047756,147.784255371193,7
"Slagtesvin",14.625,2,6.36227862736232,129.34420627483,149.058257572669,7
"Slagtesvin",14.75,2,6.3507826935552,127.646411137456,150.332259774145,7
"Slagtesvin",14.875,2,6.33948813946092,124.169222865752,151.606261975621,7
"Slagtesvin",15,2,6.32820058137423,119.687169986426,152.880264177096,7
"Slagtesvin",15.125,2,6.31669093952284,114.961180669899,154.154266378572,7
"Slagtesvin",15.25,2,6.30472012396677,110.684575204842,155.428268580048,7
"Slagtesvin",15.375,2,6.29205877493806,107.166808069894,156.702270781524,7
"Slagtesvin",15.5,2,6.27852007280083,104.265803828261,157.976272983,7
"Slagtesvin",15.625,2,6.26392072588635,101.80017723104,159.250275184476,7
"Slagtesvin",15.75,2,6.24806671852397,99.622090572405,160.524277385951,7
"Slagtesvin",15.875,2,6.23075717820496,97.614960408701,161.798279587427,7
"Slagtesvin",16,2,6.21182794506901,95.730180417451,163.072281788903,7
"Slagtesvin",16.125,2,6.1912100944257,93.8566792871771,164.346283990379,7
"Slagtesvin",16.25,2,6.1689015412108,91.8542550473459,165.620286191855,7
"Slagtesvin",16.375,2,6.14490956487896,89.5835928237379,166.89428839333,7
"Slagtesvin",16.5,2,6.11932937999111,86.8974738055221,168.168290594806,7
"Slagtesvin",16.625,2,6.09230502992807,83.6209418705614,169.442292796282,7
"Slagtesvin",16.75,2,6.06398308861422,79.701106668032,170.716294997758,7
"Slagtesvin",16.875,2,6.0346058080186,75.4436424407944,171.990297199234,7
"Slagtesvin",17,2,6.004421092773,71.132944310919,173.264299400709,7
"Slagtesvin",17.125,2,5.97366121332996,67.0507863066949,174.538301602185,7
"Slagtesvin",17.25,2,5.94241581842566,63.4565256341511,175.812303803661,7
"Slagtesvin",17.375,2,5.91070086470702,60.603883365802,177.086306005137,7
"Slagtesvin",17.5,2,5.87848874337488,58.4668167734115,178.360308206613,7
"Slagtesvin",17.625,2,5.84567821159166,56.8884809444911,179.634310408088,7
"Slagtesvin",17.75,2,5.81215865191711,55.7346212686752,180.908312609564,7
"Slagtesvin",17.875,2,5.77786379935182,54.8761351389684,182.18231481104,7
"Slagtesvin",18,2,5.74304422194644,54.2207635933026,183.456317012516,7
"Slagtesvin",18.125,2,5.70812729522534,53.7538683007037,184.730319213992,7
"Slagtesvin",18.25,2,5.67356906317598,53.599229165811,186.004321415467,7
"Slagtesvin",18.375,2,5.63975907730034,53.871964374131,187.278323616943,7
"Slagtesvin",18.5,2,5.60707961078223,54.6839431703416,188.552325818419,7
"Slagtesvin",18.625,2,5.57584259290091,56.1390125048906,189.826328019895,7
"Slagtesvin",18.75,2,5.54595495237087,58.2826128937979,191.100330221371,7
"Slagtesvin",18.875,2,5.51700489117776,60.9118316609045,192.374332422846,7
"Slagtesvin",19,2,5.48841885912257,63.6242385788777,193.648334624322,7
"Slagtesvin",19.125,2,5.45962802853263,66.0153020754185,194.922336825798,7
"Slagtesvin",19.25,2,5.43006407096366,67.6807134268899,196.196339027274,7
"Slagtesvin",19.375,2,5.39917663436658,68.2182545618378,197.47034122875,7
"Slagtesvin",19.5,2,5.36652578623871,67.3083369817605,198.744343430225,7
"Slagtesvin",19.625,1,6.12191149271961,105.282164843133,200.018345631701,7
"Slagtesvin",19.75,1,6.10517592352867,99.8498715538073,201.292347833177,7
"Slagtesvin",19.875,1,6.08757057894848,93.4268214475057,202.566350034653,7
"Slagtesvin",20,1,6.06940152228579,86.6540871261801,203.840352236129,7
"Slagtesvin",20.125,1,6.05098717702675,80.1951097207478,205.114354437604,7
"Slagtesvin",20.25,1,6.03276384579881,74.921364016367,206.38835663908,7
"Slagtesvin",20.375,1,6.01502356271859,71.4227196454869,207.662358840556,7
"Slagtesvin",20.5,1,5.99799001528437,70.160388366376,208.936361042032,7
"Slagtesvin",20.625,1,5.98188689099445,71.5955819373029,210.210363243508,7
"Slagtesvin",20.75,1,5.96693785629822,76.1894455042418,211.484365444983,7
"Slagtesvin",20.875,1,5.95321697042437,83.93018132971,212.758367646459,7
"Slagtesvin",21,1,5.94030614486461,93.3041015707008,214.032369847935,7
"Slagtesvin",21.125,1,5.92771017657975,102.658230897807,215.306372049411,7
"Slagtesvin",21.25,1,5.91493726036371,110.361947802231,216.580374250887,7
"Slagtesvin",21.375,1,5.9014955910104,114.784630775179,217.854376452362,7
"Slagtesvin",21.5,1,5.8869154254927,114.379095595364,219.128378653838,7
"Slagtesvin",21.625,1,5.87118492078209,109.322414709607,220.402380855314,7
"Slagtesvin",21.75,1,5.8547651569845,101.416958630002,221.67638305679,7
"Slagtesvin",21.875,1,5.83817656211051,92.5310518229416,222.950385258266,7
"Slagtesvin",22,1,5.82194132230212,84.5331383333057,224.224387459742,7
"Slagtesvin",22.125,1,5.80658162370132,79.2916622059759,225.498389661217,7
"Slagtesvin",22.25,1,5.79243170369715,78.1296846690816,226.772391862693,7
"Slagtesvin",22.375,1,5.77903660102851,80.1214690439598,228.046394064169,7
"Slagtesvin",22.5,1,5.76558713739738,83.6589108554466,229.320396265645,7
"Slagtesvin",22.625,1,5.75119595489745,87.0792850885713,230.594398467121,7
"Slagtesvin",22.75,1,5.73497512226067,88.7194661482482,231.868400668596,7
"Slagtesvin",22.875,1,5.71604786636523,86.95974636707,233.142402870072,7
"Slagtesvin",23,1,5.69384903715237,81.3929869934032,234.416405071548,7
"Slagtesvin",23.125,1,5.66826471026412,73.0377488164318,235.690407273024,7
"Slagtesvin",23.25,1,5.63960627674058,63.2942983693656,236.9644094745,7
"Slagtesvin",23.375,1,5.60828332912045,53.6380566114334,238.238411675975,7
"Slagtesvin",23.5,1,5.57470545994245,45.544444501864,239.512413877451,7
"Slagtesvin",23.625,1,5.53944869884935,40.2919531309953,240.786416078927,7
"Slagtesvin",23.75,1,5.50391104670637,38.1806195292192,242.060418280403,7
"Slagtesvin",23.875,1,5.46944562138321,38.9317333063217,243.334420481879,7
"Slagtesvin",24,1,5.43684276630447,41.7465719715373,244.608422683354,7
"Slagtesvin",24.125,1,5.40683080891374,45.7691267279863,245.88242488483,7
"Slagtesvin",24.25,1,5.38011214367427,50.1433929875239,247.156427086306,7
"Slagtesvin",24.375,1,5.35636478891722,54.0135324108193,248.430429287782,7
"Slagtesvin",24.5,1,5.33394659077922,56.5463325800436,249.704431489258,7
"Slagtesvin",24.625,1,5.31155814534288,57.3941494472091,250.978433690733,7
"Slagtesvin",24.75,1,5.2883190269454,56.6788716045762,252.252435892209,7
"Slagtesvin",24.875,1,5.26336594541943,54.5415907279488,253.526438093685,7
"Slagtesvin",25,1,5.23583478521051,51.1957783755544,254.800440295161,7
"Slagtesvin",25.125,1,5.2048564719424,47.2897553103082,256.074442496637,7
"Slagtesvin",25.25,1,5.16949385565701,43.5754060979593,257.348444698112,7
"Slagtesvin",25.375,1,5.12825808951815,40.321142075999,258.622446899588,7
"Slagtesvin",25.5,1,5.07938643227189,37.5552152017717,259.896449101064,7
"Slagtesvin",25.625,1,5.02113973630304,35.3017751297103,261.17045130254,7
"Slagtesvin",25.75,1,4.95330252179596,33.4438250923341,262.444453504016,7
"Slagtesvin",25.875,1,4.87801493479718,31.6461529375328,263.718455705491,7
"Slagtesvin",26,1,4.79781126692879,29.6471614904691,264.992457906967,7
"Slagtesvin",26.125,1,4.71596390997239,27.5397576519998,266.266460108443,7
"Slagtesvin",26.25,1,4.63592239355012,25.5019263243904,267.540462309919,7
"Slagtesvin",26.375,1,4.5619942538902,23.7182133572231,268.814464511395,7
"Slagtesvin",26.5,1,4.49794643511512,22.4212220893734,270.08846671287,7
"Slagtesvin",26.625,1,4.44464668957559,21.8646012610517,271.362468914346,7
"Slagtesvin",26.75,1,4.4028219817172,22.2675963649527,272.636471115822,7
"Slagtesvin",26.875,1,4.37306501412797,23.7849679114829,273.910473317298,7
"So-/smågrise",0,6,7.0875,81.9810895802083,0,6
"So-/smågrise",0.125,6,7.02861831347811,73.0009825290147,1.2740022014758,6
"So-/smågrise",0.25,6,6.97371016396249,65.1923774312644,2.54800440295161,6
"So-/smågrise",0.375,6,6.92250291464603,58.4892526807904,3.82200660442741,6
"So-/smågrise",0.5,6,6.87472392872162,52.8255866714258,5.09600880590322,6
"So-/smågrise",0.625,6,6.83010056938215,48.1353577970037,6.37001100737902,6
"So-/smågrise",0.75,6,6.78836003986209,44.3525584189595,7.64401320885483,6
"So-/smågrise",0.875,6,6.74920779340134,41.4077962353783,8.91801541033063,6
"So-/smågrise",1,6,6.71230416984045,39.223527636993,10.1920176118064,6
"So-/smågrise",1.125,6,6.67730373296101,37.7211139119051,11.4660198132822,6
"So-/smågrise",1.25,6,6.64386104654461,36.821916348216,12.740022014758,6
"So-/smågrise",1.375,6,6.61163067437283,36.4472962340273,14.0140242162338,6
"So-/smågrise",1.5,6,6.58029237987702,36.5178692961735,15.2880264177097,6
"So-/smågrise",1.625,6,6.54976233973681,36.9853056586558,16.5620286191855,6
"So-/smågrise",1.75,6,6.52011785020191,37.850314448425,17.8360308206613,6
"So-/smågrise",1.875,6,6.49144459336456,39.1170933609268,19.1100330221371,6
"So-/smågrise",2,6,6.46382825131697,40.789840091607,20.3840352236129,6
"So-/smågrise",2.125,6,6.43735457571028,42.8728110105659,21.6580374250887,6
"So-/smågrise",2.25,6,6.41210977089765,45.3584981950521,22.9320396265645,6
"So-/smågrise",2.375,6,6.38799856808483,48.0602554432533,24.2060418280403,6
"So-/smågrise",2.5,6,6.36476730376491,50.6693497094537,25.4800440295161,6
"So-/smågrise",2.625,6,6.34215571049215,52.8722716001566,26.7540462309919,6
"So-/smågrise",2.75,6,6.31990352082079,54.3555117218657,28.0280484324677,6
"So-/smågrise",2.875,6,6.29773959431794,54.8061212697037,29.3020506339435,6
"So-/smågrise",3,6,6.27535124811647,54.2686193291966,30.5760528354193,6
"So-/smågrise",3.125,6,6.252861216049,53.5745151577887,31.8500550368951,6
"So-/smågrise",3.25,6,6.23056526038011,53.6987217657531,33.1240572383709,6
"So-/smågrise",3.375,6,6.20876189489123,55.6180335003542,34.3980594398467,6
"So-/smågrise",3.5,6,6.18774963336375,60.3092447088563,35.6720616413225,6
"So-/smågrise",3.625,6,6.16768294860533,68.6583695586863,36.9460638427983,6
"So-/smågrise",3.75,6,6.14819461211187,80.0542979987002,38.2200660442741,6
"So-/smågrise",3.875,6,6.12920119322317,92.7044191963822,39.4940682457499,6
"So-/smågrise",4,6,6.11063427105203,104.799242396329,40.7680704472257,6
"So-/smågrise",4.125,6,6.09242541878673,114.531042932685,42.0420726487015,6
"So-/smågrise",4.25,6,6.07450589614769,120.091431986198,43.3160748501773,6
"So-/smågrise",4.375,6,6.05670486012176,120.13791957531,44.5900770516531,6
"So-/smågrise",4.5,6,6.03887628439257,115.69601147933,45.8640792531289,6
"So-/smågrise",4.625,6,6.0209770885553,108.35620460082,47.1380814546048,6
"So-/smågrise",4.75,6,6.0029304465853,99.5759552889409,48.4120836560806,6
"So-/smågrise",4.875,6,5.98465834172119,90.808644420141,49.6860858575564,6
"So-/smågrise",5,6,5.96608724712816,83.5072696209403,50.9600880590322,6
"So-/smågrise",5.125,5,6.16975531229134,77.4197834926946,52.234090260508,6
"So-/smågrise",5.25,5,6.14943085357336,72.8739758199622,53.5080924619838,6
"So-/smågrise",5.375,5,6.12874316015277,69.5934391951632,54.7820946634596,6
"So-/smågrise",5.5,5,6.10784250709397,67.1802861903875,56.0560968649354,6
"So-/smågrise",5.625,5,6.08688029230282,65.2405469775369,57.3300990664112,6
"So-/smågrise",5.75,5,6.0659675888049,63.384245243823,58.604101267887,6
"So-/smågrise",5.875,5,6.04496776764571,61.6310682410697,59.8781034693628,6
"So-/smågrise",6,5,6.02361321869119,60.3363629130671,61.1521056708386,6
"So-/smågrise",6.125,5,6.0015104092663,59.4458476370101,62.4261078723144,6
"So-/smågrise",6.25,5,5.97820739017966,58.699402982174,63.7001100737902,6
"So-/smågrise",6.375,5,5.95325346513791,57.8364642459626,64.974112275266,6
"So-/smågrise",6.5,5,5.92633431536093,56.6490309102949,66.2481144767418,6
"So-/smågrise",6.625,5,5.89752794497328,54.993248961593,67.5221166782176,6
"So-/smågrise",6.75,5,5.86703013941714,52.7751546411916,68.7961188796934,6
"So-/smågrise",6.875,5,5.83511228075703,50.2074190803984,70.0701210811692,6
"So-/smågrise",7,5,5.80207352152298,47.6175033922121,71.344123282645,6
"So-/smågrise",7.125,4,6.0136772651025,43.9284325907424,72.6181254841208,6
"So-/smågrise",7.25,4,5.97605295161011,41.6760573468403,73.8921276855966,6
"So-/smågrise",7.375,4,5.93606720407034,40.0622609621283,75.1661298870724,6
"So-/smågrise",7.5,4,5.89252221318402,38.9957350470921,76.4401320885482,6
"So-/smågrise",7.625,4,5.84419082706841,38.1767877676594,77.714134290024,6
"So-/smågrise",7.75,4,5.7898378564437,37.2467977634337,78.9881364914999,6
"So-/smågrise",7.875,4,5.72844886665159,35.8743406420715,80.2621386929757,6
"So-/smågrise",8,4,5.66027343850446,33.9893852542436,81.5361408944515,6
"So-/smågrise",8.125,4,5.58634205308846,31.7233893057055,82.8101430959273,6
"So-/smågrise",8.25,4,5.50769776157481,29.2376190012845,84.0841452974031,6
"So-/smågrise",8.375,4,5.42531148526652,26.7684280878993,85.3581474988789,6
"So-/smågrise",8.5,4,5.34013346616747,24.5678165172183,86.6321497003547,6
"So-/smågrise",8.625,4,5.25272842480133,22.839736481098,87.9061519018305,6
"So-/smågrise",8.75,4,5.16272059602994,21.5591503419548,89.1801541033063,6
"So-/smågrise",8.875,4,5.06953138855319,20.6177120501653,90.4541563047821,6
"So-/smågrise",9,4,4.97266559620508,19.910947506455,91.7281585062579,6
"So-/smågrise",9.125,4,4.87184305997032,19.345404049807,93.0021607077337,6
"So-/smågrise",9.25,3,4.95449212338955,21.8244861971227,94.2761629092095,6
"So-/smågrise",9.375,3,4.85693849942902,20.7617201209342,95.5501651106853,6
"So-/smågrise",9.5,3,4.75314551802408,19.6173884606185,96.8241673121611,6
"So-/smågrise",9.625,3,4.64175654709838,18.4715268678419,98.0981695136369,6
"So-/smågrise",9.75,3,4.52111757555572,17.3657918927119,99.3721717151127,6
"So-/smågrise",9.875,2,4.89070250175708,20.6815951301108,100.646173916589,6
"So-/smågrise",10,1,5.81308792425423,27.8215043003883,101.920176118064,6
"So-/smågrise",10.125,1,5.7589188477177,26.6149496330786,103.19417831954,6
"So-/smågrise",10.25,1,5.69588247417034,25.3988763137015,104.468180521016,6
"So-/smågrise",10.375,1,5.62179499214672,23.8798358989715,105.742182722492,6
"So-/smågrise",10.5,1,5.53585220895869,21.9314816176496,107.016184923968,6
"So-/smågrise",10.625,1,5.4393383733212,19.6804221208064,108.290187125443,6
"So-/smågrise",10.75,1,5.33371495325848,17.2805639311655,109.564189326919,6
"So-/smågrise",10.875,1,5.2204618547969,14.9207928604849,110.838191528395,6
"So-/smågrise",11,1,5.10106541389482,12.8021931381411,112.112193729871,6
"So-/smågrise",11.125,1,4.97698125580291,11.1213436670358,113.386195931347,6
"So-/smågrise",11.25,1,4.84870120344178,9.93306756480281,114.660198132822,6
