"animal","sample","dose.kg.t","n","pH","buff.int"
"Kvæg","Erik Overgård",6.125,2,6.00376729290156,94.7922590884798
"Kvæg","Erik Overgård",6.25,2,5.99025876482677,97.6488284129974
"Kvæg","Erik Overgård",6.375,2,5.97213711240581,97.4562814314943
"Kvæg","Erik Overgård",6.5,2,5.94794124898871,93.2766285273724
"Kvæg","Erik Overgård",6.625,2,5.91751052618151,84.794820637105
"Kvæg","Erik Overgård",6.75,2,5.88260311164458,73.3622152421199
"Kvæg","Erik Overgård",6.875,2,5.84555997013569,60.894688621555
"Kvæg","Erik Overgård",7,2,5.80872287301106,49.3088984119373
"Kvæg","Erik Overgård",7.125,2,5.77442737884913,40.5173966147665
"Kvæg","Erik Overgård",7.25,2,5.74434543576439,35.9941089150595
"Kvæg","Erik Overgård",7.375,2,5.71852360726678,35.9451269635784
"Kvæg","Erik Overgård",7.5,2,5.69567950366319,39.0935175479154
"Kvæg","Erik Overgård",7.625,2,5.6742987254392,43.8913241978742
"Kvæg","Erik Overgård",7.75,2,5.65286687308038,48.7905904432582
"Kvæg","Erik Overgård",7.875,2,5.62993399669238,52.2925814205381
"Kvæg","Erik Overgård",8,2,5.60505853285868,53.6711772639359
"Kvæg","Erik Overgård",8.125,2,5.57874423761625,53.1286931324953
"Kvæg","Erik Overgård",8.25,2,5.55177384384114,51.4386549677241
"Kvæg","Erik Overgård",8.375,2,5.52495574464944,49.4299247951667
"Kvæg","Erik Overgård",8.5,2,5.49909833315724,47.9313646403677
"Kvæg","Erik Overgård",8.625,2,5.47480948097108,47.6140200162167
"Kvæg","Erik Overgård",8.75,2,5.45166741786614,48.3334297629694
"Kvæg","Erik Overgård",8.875,2,5.42902760114791,49.6512942962147
"Kvæg","Erik Overgård",9,2,5.40635520784334,51.0970894252791
"Kvæg","Erik Overgård",9.125,2,5.38312019714927,52.1988938395956
"Kvæg","Erik Overgård",9.25,2,5.35879511153536,52.4870096773128
"Kvæg","Erik Overgård",9.375,2,5.33319188523897,51.7838569648614
"Kvæg","Erik Overgård",9.5,2,5.30678063098421,50.4815487009835
"Kvæg","Erik Overgård",9.625,2,5.27995135669605,48.935289182834
"Kvæg","Erik Overgård",9.75,2,5.25300190590828,47.4394478500128
"Kvæg","Erik Overgård",9.875,2,5.22622900758575,46.2876584497038
"Kvæg","Erik Overgård",10,2,5.19991364037223,45.7553655071716
"Kvæg","Erik Overgård",10.125,2,5.17406860418047,45.808307959771
"Kvæg","Erik Overgård",10.25,2,5.14851156846333,46.1758746479543
"Kvæg","Erik Overgård",10.375,2,5.12320412027333,46.6970384968573
"Kvæg","Erik Overgård",10.5,2,5.09815622140904,47.2484794251254
"Kvæg","Erik Overgård",10.625,2,5.07337785591555,47.706894692075
"Kvæg","Erik Overgård",10.75,2,5.04891580139358,48.0003358119882
"Kvæg","Erik Overgård",10.875,2,5.02501919014754,48.3393256560909
"Kvæg","Erik Overgård",11,2,5.00196345544976,48.9978647745155
"Kvæg","Erik Overgård",11.125,2,4.9799053764543,50.1583564394901
"Kvæg","Erik Overgård",11.25,2,4.95898138612932,51.9874908378581
"Kvæg","Erik Overgård",11.375,2,4.93932780683274,54.651803773246
"Kvæg","Erik Overgård",11.5,2,4.92106269604481,58.2923380201651
"Kvæg","Erik Overgård",11.625,2,4.90426587620071,62.9966303931512
"Kvæg","Erik Overgård",11.75,2,4.88902578210407,68.8558351174953
"Kvæg","Erik Overgård",11.875,2,4.87545175650194,75.9772533416533
"Kvæg","Erik Overgård",12,2,4.86365494257787,84.4695766669633
"Kvæg","Fuglsøgård",0,2,6.69,52.4571818160936
"Kvæg","Fuglsøgård",0.125,2,6.65984540035805,49.7861999754661
"Kvæg","Fuglsøgård",0.25,2,6.63169367667164,48.1993945034296
"Kvæg","Fuglsøgård",0.375,2,6.60536024441628,47.5804116515742
"Kvæg","Fuglsøgård",0.5,2,6.58066051906751,47.8128976714901
"Kvæg","Fuglsøgård",0.625,2,6.55740991610085,48.7804988147676
"Kvæg","Fuglsøgård",0.75,2,6.53542284490019,50.3660548300885
"Kvæg","Fuglsøgård",0.875,2,6.51446690120056,52.405960255314
"Kvæg","Fuglsøgård",1,2,6.49425252157361,54.6657161769937
"Kvæg","Fuglsøgård",1.125,2,6.47448804146773,56.9048517139155
"Kvæg","Fuglsøgård",1.25,2,6.45488179633132,58.8828959848677
"Kvæg","Fuglsøgård",1.375,2,6.43514212161277,60.3593781086385
"Kvæg","Fuglsøgård",1.5,2,6.41501759642603,61.125787265686
"Kvæg","Fuglsøgård",1.625,2,6.3946313837518,61.3031688773355
"Kvæg","Fuglsøgård",1.75,2,6.37423939506506,61.18194994709
"Kvæg","Fuglsøgård",1.875,2,6.35408536594988,61.0500061501906
"Kvæg","Fuglsøgård",2,2,6.33441303199032,61.1952131618784
"Kvæg","Fuglsøgård",2.125,2,6.31546612775731,61.9054456975069
"Kvæg","Fuglsøgård",2.25,2,6.29728651794901,63.2769561711884
"Kvæg","Fuglsøgård",2.375,2,6.27934527271388,64.8513479606991
"Kvæg","Fuglsøgård",2.5,2,6.26120625037948,66.2403106655188
"Kvæg","Fuglsøgård",2.625,2,6.24245173519702,67.0718180911576
"Kvæg","Fuglsøgård",2.75,2,6.22266401141771,66.9738440431254
"Kvæg","Fuglsøgård",2.875,2,6.20143514548586,65.5846538001488
"Kvæg","Fuglsøgård",3,2,6.17884851872421,63.0563891991041
"Kvæg","Fuglsøgård",3.125,2,6.15554296069963,60.0672626823838
"Kvæg","Fuglsøgård",3.25,2,6.13205761468151,57.1378861607072
"Kvæg","Fuglsøgård",3.375,2,6.10892595578404,54.7810088834351
"Kvæg","Fuglsøgård",3.5,2,6.08668145912139,53.5093800999285
"Kvæg","Fuglsøgård",3.625,2,6.06579994032413,53.7661554147472
"Kvæg","Fuglsøgård",3.75,2,6.04615080968906,55.2752729678611
"Kvæg","Fuglsøgård",3.875,2,6.0272248828269,57.4479492896676
"Kvæg","Fuglsøgård",4,2,6.00849714873629,59.7677633331677
"Kvæg","Fuglsøgård",4.125,2,5.98944242175661,61.7195378300865
"Kvæg","Fuglsøgård",4.25,2,5.96953551966764,62.7881009315551
"Kvæg","Fuglsøgård",4.375,2,5.94834392741607,62.6042537637212
"Kvæg","Fuglsøgård",4.5,2,5.92581031675247,61.3361057536745
"Kvæg","Fuglsøgård",4.625,2,5.90224778151311,59.348093627763
"Kvæg","Fuglsøgård",4.75,2,5.87809883169746,57.0387085430859
"Kvæg","Fuglsøgård",4.875,2,5.85380652930683,54.8065869099253
"Kvæg","Fuglsøgård",5,2,5.82981116458532,53.0473069779502
"Kvæg","Fuglsøgård",5.125,2,5.80642635280838,52.0166828088061
"Kvæg","Fuglsøgård",5.25,2,5.78369939138426,51.7248496209562
"Kvæg","Fuglsøgård",5.375,2,5.76123691335559,51.9248183848809
"Kvæg","Fuglsøgård",5.5,2,5.73851854545228,52.2975101969145
"Kvæg","Fuglsøgård",5.625,2,5.71502389382557,52.5238344727553
"Kvæg","Fuglsøgård",5.75,2,5.69025927464773,52.2977884899098
"Kvæg","Fuglsøgård",5.875,2,5.66399488658051,51.4426853075837
"Kvæg","Fuglsøgård",6,2,5.63621953558476,49.9268085369236
"Kvæg","Fuglsøgård",6.125,2,5.60714058760851,47.9458884040443
"Kvæg","Fuglsøgård",6.25,2,5.57700840052835,45.7405862218332
"Kvæg","Fuglsøgård",6.375,2,5.54607332923815,43.551559559169
"Kvæg","Fuglsøgård",6.5,2,5.51456072116182,41.5880758640674
"Kvæg","Fuglsøgård",6.625,2,5.48261083325303,39.9518341369787
"Kvæg","Fuglsøgård",6.75,2,5.45045384743951,38.7177048847758
"Kvæg","Fuglsøgård",6.875,2,5.41855377990226,37.9523197092366
"Kvæg","Fuglsøgård",7,2,5.38740512513541,37.7212363406848
"Kvæg","Fuglsøgård",7.125,2,5.35749817074707,38.0894326553662
"Kvæg","Fuglsøgård",7.25,2,5.32915046039281,39.0980764513011
"Kvæg","Fuglsøgård",7.375,2,5.30244426944276,40.7539807098927
"Kvæg","Fuglsøgård",7.5,2,5.27715037816052,42.9154601274861
"Kvæg","Fuglsøgård",7.625,2,5.25259690684684,45.2217180643656
"Kvæg","Fuglsøgård",7.75,2,5.22807565016085,47.2939771268748
"Kvæg","Fuglsøgård",7.875,2,5.20293205936834,48.7743576992457
"Kvæg","Fuglsøgård",8,2,5.17701122670561,49.4995766314603
"Kvæg","Fuglsøgård",8.125,2,5.15043408661191,49.4202498572302
"Kvæg","Fuglsøgård",8.25,2,5.12342667496317,48.6909338997593
"Kvæg","Fuglsøgård",8.375,2,5.09632265947311,47.6794667467042
"Kvæg","Fuglsøgård",8.5,2,5.06946076101614,46.7637874215766
"Kvæg","Fuglsøgård",8.625,2,5.04296220262719,46.2166501218474
"Kvæg","Fuglsøgård",8.75,2,5.01624022934094,45.9684215392078
"Kvæg","Fuglsøgård",8.875,2,4.98858939881673,45.8762418916336
"Kvæg","Fuglsøgård",9,2,4.95965808497734,45.7454497010082
"Kvæg","Fuglsøgård",9.125,2,4.92935615666931,45.3430984187686
"Kvæg","Fuglsøgård",9.25,2,4.89760871386111,44.4410094752218
"Kvæg","Fuglsøgård",9.375,2,4.86467838920783,43.0210446761519
"Kvæg","Fuglsøgård",9.5,2,4.83125703766622,41.3321629618629
"Kvæg","Fuglsøgård",9.625,2,4.79805519314465,39.6419383191273
"Kvæg","Fuglsøgård",9.75,2,4.76570424876798,38.229531615372
"Kvæg","Fuglsøgård",9.875,2,4.73479485796415,37.3800683545204
"Kvæg","Fuglsøgård",10,2,4.70590616325557,37.3717696122615
"Kvæg","Fuglsøgård",10.125,2,4.67951913017458,38.4217627311973
"Kvæg","Fuglsøgård",10.25,2,4.65606378197813,40.7154746140284
"Kvæg","Henrik Keldsen. Ry",0,2,6.91,26.2356560182723
"Kvæg","Henrik Keldsen. Ry",0.125,2,6.87973585216825,32.6182589075814
"Kvæg","Henrik Keldsen. Ry",0.25,2,6.85153113835558,38.3234797958321
"Kvæg","Henrik Keldsen. Ry",0.375,2,6.82521078793655,43.3886009219599
"Kvæg","Henrik Keldsen. Ry",0.5,2,6.80059973028572,47.8509045249003
"Kvæg","Henrik Keldsen. Ry",0.625,2,6.77752289477765,51.747672843589
"Kvæg","Henrik Keldsen. Ry",0.75,2,6.75580519184304,55.1161881169614
"Kvæg","Henrik Keldsen. Ry",0.875,2,6.73526346585018,57.9937325839532
"Kvæg","Henrik Keldsen. Ry",1,2,6.71569398782412,60.4175884834998
"Kvæg","Henrik Keldsen. Ry",1.125,2,6.69688979621148,62.4250380545369
"Kvæg","Henrik Keldsen. Ry",1.25,2,6.67864392945887,64.053363536
"Kvæg","Henrik Keldsen. Ry",1.375,2,6.6607494260129,65.3398471668246
"Kvæg","Henrik Keldsen. Ry",1.5,2,6.64299966963877,66.3216188139868
"Kvæg","Henrik Keldsen. Ry",1.625,2,6.62523371958954,67.0243308283938
"Kvæg","Henrik Keldsen. Ry",1.75,2,6.60737335442545,67.4544038522083
"Kvæg","Henrik Keldsen. Ry",1.875,2,6.5893487324196,67.6164261654961
"Kvæg","Henrik Keldsen. Ry",2,2,6.57109001184505,67.514986048323
"Kvæg","Henrik Keldsen. Ry",2.125,2,6.5525273509749,67.154671780755
"Kvæg","Henrik Keldsen. Ry",2.25,2,6.5336006474844,66.5426383827835
"Kvæg","Henrik Keldsen. Ry",2.375,2,6.51438655861067,65.7598357505932
"Kvæg","Henrik Keldsen. Ry",2.5,2,6.49507447705731,64.9698925943989
"Kvæg","Henrik Keldsen. Ry",2.625,2,6.47585805515095,64.3407941920458
"Kvæg","Henrik Keldsen. Ry",2.75,2,6.45693094521821,64.0405258213796
"Kvæg","Henrik Keldsen. Ry",2.875,2,6.43848679958572,64.2370727602454
"Kvæg","Henrik Keldsen. Ry",3,2,6.42068656426708,65.0697942751182
"Kvæg","Henrik Keldsen. Ry",3.125,2,6.40343678495118,66.4162960604636
"Kvæg","Henrik Keldsen. Ry",3.25,2,6.38649956043621,67.9901697983937
"Kvæg","Henrik Keldsen. Ry",3.375,2,6.36963417467267,69.5015172954283
"Kvæg","Henrik Keldsen. Ry",3.5,2,6.35259991161105,70.6604403580872
"Kvæg","Henrik Keldsen. Ry",3.625,2,6.33515605557273,71.1771349065397
"Kvæg","Henrik Keldsen. Ry",3.75,2,6.31708071122766,70.8136378909028
"Kvæg","Henrik Keldsen. Ry",3.875,2,6.29830800982408,69.6427172240644
"Kvæg","Henrik Keldsen. Ry",4,2,6.27884937090032,67.8753100117993
"Kvæg","Henrik Keldsen. Ry",4.125,2,6.2587167686864,65.7233026410687
"Kvæg","Henrik Keldsen. Ry",4.25,2,6.23792217741232,63.3985814988337
"Kvæg","Henrik Keldsen. Ry",4.375,2,6.2164796637288,61.1140578509918
"Kvæg","Henrik Keldsen. Ry",4.5,2,6.19447148198617,59.0809928001791
"Kvæg","Henrik Keldsen. Ry",4.625,2,6.17207344492943,57.3761901074586
"Kvæg","Henrik Keldsen. Ry",4.75,2,6.14947143406763,56.0235821008372
"Kvæg","Henrik Keldsen. Ry",4.875,2,6.12685133356933,55.0470759118105
"Kvæg","Henrik Keldsen. Ry",5,2,6.10439902760309,54.4705786718739
"Kvæg","Henrik Keldsen. Ry",5.125,2,6.08228606371776,54.307944653277
"Kvæg","Henrik Keldsen. Ry",5.25,2,6.06051315346305,54.470496555724
"Kvæg","Henrik Keldsen. Ry",5.375,2,6.03894176114501,54.8281934240577
"Kvæg","Henrik Keldsen. Ry",5.5,2,6.01742355296466,55.2555530500365
"Kvæg","Henrik Keldsen. Ry",5.625,2,5.99581019512302,55.6270932254192
"Kvæg","Henrik Keldsen. Ry",5.75,2,5.97395335382109,55.8173317419643
"Kvæg","Henrik Keldsen. Ry",5.875,2,5.95176571338722,55.7414148595385
"Kvæg","Henrik Keldsen. Ry",6,2,5.92940331703407,55.4923524249493
"Kvæg","Henrik Keldsen. Ry",6.125,2,5.90697761988699,55.1675769718798
"Kvæg","Henrik Keldsen. Ry",6.25,2,5.88458208197934,54.8568575749463
"Kvæg","Henrik Keldsen. Ry",6.375,2,5.8623101633445,54.6499633087651
"Kvæg","Henrik Keldsen. Ry",6.5,2,5.84025485370563,54.6363428636387
"Kvæg","Henrik Keldsen. Ry",6.625,2,5.81833892986093,54.7895900239279
"Kvæg","Henrik Keldsen. Ry",6.75,2,5.7962047651847,54.8967008201931
"Kvæg","Henrik Keldsen. Ry",6.875,2,5.77363907951385,54.8491376423386
"Kvæg","Henrik Keldsen. Ry",7,2,5.7504441063575,54.5493833916874
"Kvæg","Henrik Keldsen. Ry",7.125,2,5.72642207922477,53.8999209695625
"Kvæg","Henrik Keldsen. Ry",7.25,2,5.70138220613169,52.8087151712873
"Kvæg","Henrik Keldsen. Ry",7.375,2,5.67539286069497,51.3863923505993
"Kvæg","Henrik Keldsen. Ry",7.5,2,5.64867515570792,49.8425372669785
"Kvæg","Henrik Keldsen. Ry",7.625,2,5.62129175694277,48.2425648130118
"Kvæg","Henrik Keldsen. Ry",7.75,2,5.59329841841985,46.6457099281491
"Kvæg","Henrik Keldsen. Ry",7.875,2,5.56475089415951,45.1112075518404
"Kvæg","Henrik Keldsen. Ry",8,2,5.53568976350672,43.6819986130682
"Kvæg","Henrik Keldsen. Ry",8.125,2,5.5060089314337,42.2263628588785
"Kvæg","Henrik Keldsen. Ry",8.25,2,5.47598674914382,40.8353447459702
"Kvæg","Henrik Keldsen. Ry",8.375,2,5.44622109124843,39.8248554116648
"Kvæg","Henrik Keldsen. Ry",8.5,2,5.41731469014502,39.5142394443218
"Kvæg","Henrik Keldsen. Ry",8.625,2,5.38987027823108,40.2228414323008
"Kvæg","Henrik Keldsen. Ry",8.75,2,5.36450248365152,42.2880449296832
"Kvæg","Henrik Keldsen. Ry",8.875,2,5.34173280188523,46.0246585965303
"Kvæg","Henrik Keldsen. Ry",9,2,5.32103435169126,50.9473156683179
"Kvæg","Henrik Keldsen. Ry",9.125,2,5.30144235312664,56.229018164531
"Kvæg","Henrik Keldsen. Ry",9.25,2,5.28199072794196,61.0417551548422
"Kvæg","Henrik Keldsen. Ry",9.375,2,5.26171342364054,64.5575194098713
"Kvæg","Henrik Keldsen. Ry",9.5,2,5.23966435218749,65.9511728118428
"Kvæg","Henrik Keldsen. Ry",9.625,2,5.21523220183633,64.6842805165682
"Kvæg","Henrik Keldsen. Ry",9.75,2,5.18898050479482,61.3832640774485
"Kvæg","Henrik Keldsen. Ry",9.875,2,5.16177680720567,56.9781025637232
"Kvæg","Henrik Keldsen. Ry",10,2,5.13448865605239,52.3987758842142
"Kvæg","Henrik Keldsen. Ry",10.125,2,5.10798131876328,48.5739881168743
"Kvæg","Henrik Keldsen. Ry",10.25,2,5.08300739078674,46.3690390356999
"Kvæg","Henrik Keldsen. Ry",10.375,2,5.05992173305239,46.2372016773732
"Kvæg","Henrik Keldsen. Ry",10.5,2,5.03843818600777,47.7696872434136
"Kvæg","Henrik Keldsen. Ry",10.625,2,5.01816735739528,50.4172689652161
"Kvæg","Henrik Keldsen. Ry",10.75,2,4.99871985495734,53.6307200741761
"Kvæg","Henrik Keldsen. Ry",10.875,2,4.97971656599014,56.8689109437124
"Kvæg","Henrik Keldsen. Ry",11,2,4.96093157421016,59.7127208837249
"Kvæg","Henrik Keldsen. Ry",11.125,2,4.94231589724669,61.9935511447132
"Kvæg","Henrik Keldsen. Ry",11.25,2,4.92392806965929,63.8204033356227
"Kvæg","Henrik Keldsen. Ry",11.375,2,4.90583706646773,65.3297663134373
"Kvæg","Henrik Keldsen. Ry",11.5,2,4.88811186269174,66.6581289351408
"Kvæg","Henrik Keldsen. Ry",11.625,2,4.87081580673561,67.937548006903
"Kvæg","Henrik Keldsen. Ry",11.75,2,4.85397537247831,69.2700871519341
"Kvæg","Henrik Keldsen. Ry",11.875,2,4.83758697018872,70.7053327382948
"Kvæg","Henrik Keldsen. Ry",12,2,4.82162890948724,72.2452844698063
"Kvæg","Henrik Keldsen. Ry",12.125,2,4.80607849193815,73.8892880783349
"Kvæg","Holger Hedlun. Ry",0,2,6.93,-26.9158298026892
"Kvæg","Holger Hedlun. Ry",0.125,2,6.89368033786718,-9.84703308020909
"Kvæg","Holger Hedlun. Ry",0.25,2,6.85970398222106,4.66570081820828
"Kvæg","Holger Hedlun. Ry",0.375,2,6.82789590603941,16.8214316087189
"Kvæg","Holger Hedlun. Ry",0.5,2,6.79808108230001,26.8192190074788
"Kvæg","Holger Hedlun. Ry",0.625,2,6.77008448398063,34.8581227306441
"Kvæg","Holger Hedlun. Ry",0.75,2,6.74373047638208,41.1373079520924
"Kvæg","Holger Hedlun. Ry",0.875,2,6.71883195928408,45.8828979769969
"Kvæg","Holger Hedlun. Ry",1,2,6.6952109524229,49.3835972223435
"Kvæg","Holger Hedlun. Ry",1.125,2,6.67269486968935,51.9369682751877
"Kvæg","Holger Hedlun. Ry",1.25,2,6.65111112497423,53.8405737225851
"Kvæg","Holger Hedlun. Ry",1.375,2,6.63028713216834,55.3919761515914
"Kvæg","Holger Hedlun. Ry",1.5,2,6.6100746122402,56.8876646413568
"Kvæg","Holger Hedlun. Ry",1.625,2,6.59043386309928,58.4690115966855
"Kvæg","Holger Hedlun. Ry",1.75,2,6.57120365327018,60.0318995907986
"Kvæg","Holger Hedlun. Ry",1.875,2,6.55219919207855,61.4523989496977
"Kvæg","Holger Hedlun. Ry",2,2,6.53323568885004,62.6065799993845
"Kvæg","Holger Hedlun. Ry",2.125,2,6.51412835291029,63.3705130658606
"Kvæg","Holger Hedlun. Ry",2.25,2,6.49466606784386,63.5877898909304
"Kvæg","Holger Hedlun. Ry",2.375,2,6.47477475912413,63.2320316442827
"Kvæg","Holger Hedlun. Ry",2.5,2,6.4546158460167,62.5262249050996
"Kvæg","Holger Hedlun. Ry",2.625,2,6.43436025682223,61.703627417221
"Kvæg","Holger Hedlun. Ry",2.75,2,6.41417891984138,60.9974969244869
"Kvæg","Holger Hedlun. Ry",2.875,2,6.39424355511105,60.6419597439028
"Kvæg","Holger Hedlun. Ry",3,2,6.37476638292299,60.9030713618092
"Kvæg","Holger Hedlun. Ry",3.125,2,6.35582791210941,61.7912163188196
"Kvæg","Holger Hedlun. Ry",3.25,2,6.33738831187033,63.1264972844603
"Kvæg","Holger Hedlun. Ry",3.375,2,6.31940658344153,64.7272228421327
"Kvæg","Holger Hedlun. Ry",3.5,2,6.3018417280588,66.4117015752381
"Kvæg","Holger Hedlun. Ry",3.625,2,6.28463979966828,67.9883339707325
"Kvæg","Holger Hedlun. Ry",3.75,2,6.26757015655292,69.1715886813534
"Kvæg","Holger Hedlun. Ry",3.875,2,6.25031749550902,69.8153405339126
"Kvæg","Holger Hedlun. Ry",4,2,6.23258078857382,69.8474024405778
"Kvæg","Holger Hedlun. Ry",4.125,2,6.21405901287791,69.1956092600115
"Kvæg","Holger Hedlun. Ry",4.25,2,6.19445114555185,67.7877958508759
"Kvæg","Holger Hedlun. Ry",4.375,2,6.1735268604869,65.6085964461228
"Kvæg","Holger Hedlun. Ry",4.5,2,6.15145677334492,62.9235282190946
"Kvæg","Holger Hedlun. Ry",4.625,2,6.12866377445023,60.0830331143215
"Kvæg","Holger Hedlun. Ry",4.75,2,6.10559616911993,57.4371870037111
"Kvæg","Holger Hedlun. Ry",4.875,2,6.08270226267118,55.3360657591707
"Kvæg","Holger Hedlun. Ry",5,2,6.06042873653015,54.1283098709905
"Kvæg","Holger Hedlun. Ry",5.125,2,6.03902487824855,53.9880218469005
"Kvæg","Holger Hedlun. Ry",5.25,2,6.01828731069479,54.6847008398713
"Kvæg","Holger Hedlun. Ry",5.375,2,5.99784868251313,55.835327689196
"Kvæg","Holger Hedlun. Ry",5.5,2,5.9773300556224,57.0459105943697
"Kvæg","Holger Hedlun. Ry",5.625,2,5.95635249194145,57.9224577548878
"Kvæg","Holger Hedlun. Ry",5.75,2,5.9345522942204,58.0874364103655
"Kvæg","Holger Hedlun. Ry",5.875,2,5.91182439045897,57.4426663640016
"Kvæg","Holger Hedlun. Ry",6,2,5.88834072267916,56.1904740975228
"Kvæg","Holger Hedlun. Ry",6.125,2,5.86434648328809,54.6136882902461
"Kvæg","Holger Hedlun. Ry",6.25,2,5.840089948601,52.9985324952544
"Kvæg","Holger Hedlun. Ry",6.375,2,5.81581939493314,51.6312302656306
"Kvæg","Holger Hedlun. Ry",6.5,2,5.79176057147949,50.7586867003707
"Kvæg","Holger Hedlun. Ry",6.625,2,5.76799717721242,50.4021713099652
"Kvæg","Holger Hedlun. Ry",6.75,2,5.74437103712189,50.4140952632736
"Kvæg","Holger Hedlun. Ry",6.875,2,5.72059766172386,50.5870698629807
"Kvæg","Holger Hedlun. Ry",7,2,5.69639055211545,50.7127558991313
"Kvæg","Holger Hedlun. Ry",7.125,2,5.67146338269706,50.583046734335
"Kvæg","Holger Hedlun. Ry",7.25,2,5.6455606626826,50.0312159779116
"Kvæg","Holger Hedlun. Ry",7.375,2,5.61855973008126,49.0116841686479
"Kvæg","Holger Hedlun. Ry",7.5,2,5.59075599977614,47.6894306547398
"Kvæg","Holger Hedlun. Ry",7.625,2,5.5626001644712,46.3049236543791
"Kvæg","Holger Hedlun. Ry",7.75,2,5.53454321258235,45.0987751471829
"Kvæg","Holger Hedlun. Ry",7.875,2,5.50703016878915,44.3084298254424
"Kvæg","Holger Hedlun. Ry",8,2,5.48038942184653,44.1093873351469
"Kvæg","Holger Hedlun. Ry",8.125,2,5.4547184493997,44.5450783667108
"Kvæg","Holger Hedlun. Ry",8.25,2,5.42967476987987,45.3922757897338
"Kvæg","Holger Hedlun. Ry",8.375,2,5.40482061019288,46.369932982441
"Kvæg","Holger Hedlun. Ry",8.5,2,5.37971819724458,47.1970033230577
"Kvæg","Holger Hedlun. Ry",8.625,2,5.35396478456991,47.612564967623
"Kvæg","Holger Hedlun. Ry",8.75,2,5.32737503635713,47.4807109961368
"Kvæg","Holger Hedlun. Ry",8.875,2,5.30003309894095,46.8351805479316
"Kvæg","Holger Hedlun. Ry",9,2,5.27240654538028,45.9603548948507
"Kvæg","Holger Hedlun. Ry",9.125,2,5.24500988759482,45.1713003332125
"Kvæg","Holger Hedlun. Ry",9.25,2,5.21835736889655,44.7828874581967
"Kvæg","Holger Hedlun. Ry",9.375,2,5.19288710994497,45.0545257245377
"Kvæg","Holger Hedlun. Ry",9.5,2,5.16884964302561,46.1092026917674
"Kvæg","Holger Hedlun. Ry",9.625,2,5.14621522295586,47.8745497483955
"Kvæg","Holger Hedlun. Ry",9.75,2,5.12463804691323,50.0589288268202
"Kvæg","Holger Hedlun. Ry",9.875,2,5.10375254900198,52.3569909479683
"Kvæg","Holger Hedlun. Ry",10,2,5.083196135209,54.4663879634804
"Kvæg","Holger Hedlun. Ry",10.125,2,5.062674556481,56.1537824094169
"Kvæg","Holger Hedlun. Ry",10.25,2,5.04197634855833,57.2680719731474
"Kvæg","Holger Hedlun. Ry",10.375,2,5.02110703706141,57.8571661376224
"Kvæg","Holger Hedlun. Ry",10.5,2,5.00023582570343,58.1188810081277
"Kvæg","Holger Hedlun. Ry",10.625,2,4.97953606699039,58.2548324136267
"Kvæg","Holger Hedlun. Ry",10.75,2,4.95916967963368,58.4572961002473
"Kvæg","Holger Hedlun. Ry",10.875,2,4.93921966727122,58.8540833606736
"Kvæg","Holger Hedlun. Ry",11,2,4.91971737923894,59.5262018244286
"Kvæg","Holger Hedlun. Ry",11.125,2,4.90055318732898,60.404139810979
"Kvæg","Holger Hedlun. Ry",11.25,2,4.88155224374244,61.3487381661893
"Kvæg","Holger Hedlun. Ry",11.375,2,4.8625393576406,62.2204683855938
"Kvæg","Holger Hedlun. Ry",11.5,2,4.84334544856713,62.884793437771
"Kvæg","Holger Hedlun. Ry",11.625,2,4.82381746843667,63.2202728771151
"Kvæg","Holger Hedlun. Ry",11.75,2,4.80381189626177,63.1149881368791
"Kvæg","Holger Hedlun. Ry",11.875,2,4.78321515409382,62.4889965792547
"Kvæg","Holger Hedlun. Ry",12,2,4.76192175000745,61.2709905652289
"Kvæg","KFC",0,2,6.73,115.228008681518
"Kvæg","KFC",0.125,2,6.71744475266891,105.450590753293
"Kvæg","KFC",0.25,2,6.70294482438728,96.807693997517
"Kvæg","KFC",0.375,2,6.68673517803158,89.2513493803522
"Kvæg","KFC",0.5,2,6.66905077647826,82.7335878679602
"Kvæg","KFC",0.625,2,6.6501265826038,77.2064404265026
"Kvæg","KFC",0.75,2,6.6301977231365,72.6219289879138
"Kvæg","KFC",0.875,2,6.60952246828212,68.9308530629867
"Kvæg","KFC",1,2,6.58840593920426,66.0815651186465
"Kvæg","KFC",1.125,2,6.56715891522151,64.022126020529
"Kvæg","KFC",1.25,2,6.54609217565245,62.7005966342703
"Kvæg","KFC",1.375,2,6.52551649981564,62.0650378255061
"Kvæg","KFC",1.5,2,6.50573611295574,62.0634931513726
"Kvæg","KFC",1.625,2,6.48688080811555,62.6432534343464
"Kvæg","KFC",1.75,2,6.46889169249109,63.750634594944
"Kvæg","KFC",1.875,2,6.45170046319038,65.3318906605585
"Kvæg","KFC",2,2,6.4352388173214,67.333275658583
"Kvæg","KFC",2.125,2,6.41943845199216,69.7010436164107
"Kvæg","KFC",2.25,2,6.40422307964155,72.3688529737373
"Kvæg","KFC",2.375,2,6.38944081468005,75.1498763799629
"Kvæg","KFC",2.5,2,6.37489813917427,77.7903579326891
"Kvæg","KFC",2.625,2,6.36040110393662,80.035826623984
"Kvæg","KFC",2.75,2,6.3457557597795,81.6318114459159
"Kvæg","KFC",2.875,2,6.33076815751531,82.3238413905528
"Kvæg","KFC",3,2,6.31530393500802,81.9579754470316
"Kvæg","KFC",3.125,2,6.29950187003767,80.8412895839159
"Kvæg","KFC",3.25,2,6.28357896704895,79.412952159842
