"floor_days","hour","MPVPosition","datetime","CH4_dry","CO2","flow","temp","days","CH4_corr","CO2_corr","CH4_emis","CO2_emis"
15,13,3,2022-05-05 13:27:34.666667,323.390131151231,9374.45475096231,2546.89444902878,18.8876985677083,15.5398572530864,314.724963441126,8944.47293156688,12834.3107759586,1000790.37113702
15,14,3,2022-05-05 14:26:44.666667,16.2834227892887,737.71316128587,24418.5164409562,18.8066644965278,15.5809452160494,12.1905636266955,331.580713041376,4766.21328488322,355701.710016362
15,15,3,2022-05-05 15:26:44,16.5061497217939,823.478340262901,16455.0852882691,18.3824273003472,15.6226041666667,12.6162794158648,404.468258211434,3324.00638345695,292389.652882542
15,16,3,2022-05-05 16:26:44,23.8610090984406,1092.75798567618,9648.63899894393,18.1488585069444,15.6642708333333,21.6557913304201,698.270295419,3345.57313728076,295983.187191532
15,17,3,2022-05-05 17:27:33.666667,26.0340772800682,1178.83232813237,8107.53713504837,18.0201573350694,15.706512345679,23.8305128595746,778.89968933392,3093.51871806312,277426.469063992
15,18,3,2022-05-05 18:27:33.666667,25.0820771787325,1291.0259018242,8092.99201858938,17.8795393880208,15.7481790123457,22.7926189510958,882.619967780463,2953.47809875032,313805.302490184
15,19,3,2022-05-05 19:26:42.666667,24.4646284951918,1102.96473745783,7668.4612409397,17.7127045355903,15.7892554012346,19.3175255275946,677.912480838394,2371.86591626077,228380.633740197
15,20,3,2022-05-05 20:26:39,25.8389132141267,1183.61556472141,7745.19170743149,17.4886691623264,15.8308796296296,20.1280468674596,751.043586870613,2496.1128696795,255549.320855326
15,21,3,2022-05-05 21:26:42,28.7555947126051,1237.18504297797,6526.13887331831,17.3170675998264,15.8725810185185,26.1386625889783,838.966528110451,2731.3042877768,240535.046343987
15,22,3,2022-05-05 22:26:41.666667,26.2822410010243,1145.01057479528,7034.30440505378,17.1883664279514,15.9142438271605,24.0770232330038,750.5228845381,2711.77943368424,231932.983446813
15,23,3,2022-05-05 23:26:41.666667,29.5542553756845,1379.62706560967,6269.79338008354,17.0525151909722,15.9559104938272,27.3506909551909,979.69442681122,2745.69279405314,269849.292481505
16,0,3,2022-05-06 08:28:05.333333,32.64002204378,1251.23134267857,6144.03160096897,NA,16.3318788580247,30.2473308084505,842.537458771121,2975.57505707432,227415.50778138
16,1,3,2022-05-06 01:26:40.666667,34.3280245961494,1411.51383024734,5007.31607382295,16.7998795572917,16.0392322530864,32.0073664117178,1011.86867239609,2566.16962583191,222590.473614236
16,2,3,2022-05-06 02:29:04.25,32.6837175580549,1276.3073150777,6026.25664529421,16.7402956814236,16.0825607638889,30.4783206525662,880.435422764604,2940.8242429692,233089.412896438
16,4,3,2022-05-06 04:22:41.5,31.3262856903169,1224.56759782502,6022.08721440532,16.642578125,16.1614641203704,29.2330665467494,837.539307990186,2818.71929728465,221579.540252503
16,6,3,2022-05-06 06:22:45,33.3986447126766,1234.40944867031,5917.06930232222,16.5400938585069,16.244837962963,31.0397446419071,839.071663496935,2940.73038074308,218113.791804452
16,8,3,2022-05-06 08:22:49,33.5218100092218,1215.28401704441,7371.16223644811,16.6258946397569,16.3282175925926,31.1291187738922,806.590133136961,3673.94972582517,261195.861971987
16,10,3,2022-05-06 10:22:47.75,30.4377639305361,1203.13300461355,7492.80267543429,16.5877609592014,16.4115364583333,28.0478465450139,807.161038995878,3364.91602805775,265694.095654332
16,12,3,2022-05-06 12:22:52.25,24.7247257460056,1162.68881090292,8168.11028126135,16.6187445746528,16.494921875,22.631506602438,775.660521068086,2959.8211671951,278336.843405613
16,14,3,2022-05-06 14:22:54.75,22.6199300827242,934.701031084718,10937.2061155967,16.7617458767361,16.5782841435185,20.2610300119547,539.363245911343,3548.12024163805,259158.32401507
16,16,3,2022-05-06 16:22:58,21.4193747945114,850.199598267636,14538.4184372899,16.7379123263889,16.6616550925926,19.0266835591818,441.505714360187,4429.05090962741,281988.183933218
16,18,3,2022-05-06 18:22:57.75,18.5276731578783,849.629686820314,15142.162742817,16.6306613498264,16.7449855324074,16.1377557723561,453.657721202637,3912.56405555614,301782.209367423
16,20,3,2022-05-06 20:23:03.25,29.9153376239826,1102.19747710392,7645.60295320439,16.5543939887153,16.8283825231482,27.822118480415,715.169187269086,3405.90358051295,240213.799639581
16,22,3,2022-05-06 22:23:05.75,34.1865197830771,1106.03928841523,7259.63147632093,16.5162603081597,16.9117447916667,31.8276197123076,710.70150324185,3699.55210156368,226662.26605066
17,0,3,2022-05-07 08:32:30.333333,36.2298559875376,1327.80105397867,7135.92313021468,NA,17.3349459876543,33.7352082435435,927.046872161973,3854.46379840745,290622.526056183
17,2,3,2022-05-07 02:16:19,33.7676066841192,1104.65502159873,7467.0193867946,16.4066259765625,17.0737037037037,31.0586529569057,710.293392037081,3713.30230861642,233003.513864206
17,3,3,2022-05-07 03:13:13.333333,35.2112803898193,1136.53445689501,7210.19775850615,16.3684922960069,17.1132214506173,32.682643313833,741.95391771361,3773.0691390779,235018.216497228
17,4,3,2022-05-07 04:13:11.666667,36.5935397054674,1238.28909665423,5800.73329187218,16.2922249348958,17.1548688271605,34.3996166451232,844.663587127185,3194.97094605737,215250.459637103
17,5,3,2022-05-07 05:13:12.666667,33.9535660467303,1124.25083769466,6047.54540198738,16.2397911241319,17.1965470679012,31.4510913849038,726.91263367519,3045.40650232488,193125.122261314
17,6,3,2022-05-07 06:13:10.333333,36.9292174278604,1242.22628042006,6321.08724208665,16.1730571831597,17.2381867283951,34.5528945733358,841.36535511525,3497.08857302342,233643.566383705
17,7,3,2022-05-07 07:13:12,43.7307065612239,1523.69674942443,6468.46407808495,16.1849739583333,17.2798726851852,41.0536262597948,1125.3090078216,4251.90064423887,319779.326325605
17,8,3,2022-05-07 08:13:12,29.620801475075,1257.64978812989,6904.77626605726,16.2111908637153,17.3215393518519,26.9118477478615,863.288158568236,2975.25052555442,261868.229502381
17,9,3,2022-05-07 09:13:11.333333,28.5941428456949,1332.73859174821,6097.3024983871,16.2326410590278,17.3631983024691,26.0655057697086,938.15805256681,2544.68664566302,251299.236785028
17,10,3,2022-05-07 10:13:14,28.5229822034528,1346.89116623865,6343.92406107987,16.2350244140625,17.4048958333333,26.3290591431086,953.265656711605,2674.38377257581,265674.174576195
17,11,3,2022-05-07 11:13:10.666667,27.5574792882354,1233.16750833375,6561.22402828065,16.2326410590278,17.4465239197531,25.0550046264089,835.82930431428,2632.14473653888,240923.895943814
17,12,3,2022-05-07 12:13:10.333333,25.5757329664288,1260.89673596875,7634.86388489209,16.2707747395833,17.4881867283951,23.1994101119042,860.03581066394,2836.0158502982,288466.41092044
17,13,3,2022-05-07 13:13:10,25.3275182450229,1347.23286024046,7676.14188459461,16.2922249348958,17.529849537037,22.6504379435938,948.845118637625,2783.87678688064,319974.77218827
17,14,3,2022-05-07 14:13:11,25.6857395743058,1298.96555489086,7881.2021369973,16.3136751302083,17.5715277777778,22.9767858470923,904.603925329206,2899.42684462611,313204.758496199
17,15,3,2022-05-07 15:13:09.666667,26.1910321995635,1223.41513024685,7838.59829841252,16.3208251953125,17.6131790123457,23.6623951235772,828.83459106545,2969.80219327409,285419.534859699
17,16,3,2022-05-07 16:13:06,27.2870032183143,1266.26348780547,7747.69751657219,16.299375,17.6548032407407,25.0930801579701,872.637978278425,3112.84175493915,297018.967555837
17,17,3,2022-05-07 17:13:08.333333,27.2067773054427,1190.8232208615,7832.28752920003,16.2588579644097,17.6964969135802,24.7043026436162,793.48501684203,3098.07290910785,273026.480107798
17,18,3,2022-05-07 18:13:09.333333,28.822456817868,1253.48977934599,7478.76307467399,16.2350244140625,17.738175154321,26.4461339633434,852.62885404118,3166.81272442268,280134.900113721
17,19,3,2022-05-07 19:13:08,25.9405978955671,1181.11155946954,7454.21824609534,16.1659071180556,17.7798263888889,23.263517594138,782.723817866705,2776.56535324308,256323.291087224
17,20,3,2022-05-07 20:13:07.333333,27.5018899102999,1158.63007263652,7259.97802907381,16.1253900824653,17.8214853395062,24.7929361830864,764.268443074866,2881.99804305446,243757.872891914
