"floor_days","hour","MPVPosition","datetime","CH4_dry","CO2","flow","temp","days","CH4_corr","CO2_corr","CH4_emis","CO2_emis"
17,21,3,2022-05-07 21:13:07.666667,29.0114519883782,1185.94763604442,6530.67013890951,16.0300558810764,17.8631558641975,26.4828149123919,791.36709686302,2769.18714082872,227045.633979147
17,22,3,2022-05-07 22:13:08,35.3674513435754,1345.88219404702,5138.27599473594,15.9823887803819,17.9048263888889,33.1735282832312,952.256684519975,2729.22603510929,214955.655163017
17,23,3,2022-05-07 23:13:06.666667,34.9336944537449,1292.24699951556,5973.36323768397,15.8465375434028,17.9464776234568,32.4312197919184,894.90879549609,3101.79163899641,234841.647577552
18,0,3,2022-05-08 12:19:25.5,44.5081320030089,1721.8343342762,4101.66624937531,NA,18.4925289351852,39.1884386184666,1308.32664712748,2573.64529919743,235751.206127611
18,1,3,2022-05-08 01:13:06.333333,49.5979842140891,1879.05868210865,3719.2500585244,15.7774202473958,18.0298070987654,43.9972050217634,1456.82957692743,2620.05784351565,238035.398260625
18,2,3,2022-05-08 02:13:05.333333,45.491299018751,1619.96312482312,4253.53409400398,15.7035362413194,18.071462191358,42.5912714952,1225.26946336937,2900.68745245397,228959.646286934
18,3,3,2022-05-08 03:13:05.666667,51.9254082564645,1664.70135796244,3847.33110294498,15.6844694010417,18.1131327160494,49.3191772516607,1271.91858806841,3038.1261245476,214979.127020923
18,4,3,2022-05-08 04:13:05.666667,48.7025271438806,1596.09141915845,3910.39205674477,15.6463357204861,18.154799382716,46.3891341438394,1203.43265730622,2904.47057584855,206737.619853407
18,5,3,2022-05-08 05:13:04.666667,55.366546048,1709.33102535013,3569.07374826746,15.6082020399306,18.1964544753086,52.9635269554807,1294.48046303582,3026.65439254896,202968.405253879
18,6,3,2022-05-08 06:13:05.333333,55.246196493581,1685.11226963759,5130.0237387805,15.5343180338542,18.2381288580247,49.9265031090387,1271.60458248887,4100.9165911972,286581.97832818
18,7,3,2022-05-08 07:13:04.333333,42.21612143,1667.50083389695,5272.64818478018,15.5081011284722,18.2797839506173,36.6153422376743,1245.27172871573,3091.16583409589,288449.8649213
18,8,3,2022-05-08 08:13:03.666667,41.8809804180926,1613.43547182373,7546.29611454754,15.5438514539931,18.3214429012346,39.2429987501056,1219.30078660465,4741.61668009153,404224.01742451
18,9,3,2022-05-08 09:13:54,34.1782893277834,1421.34268407078,8203.30623916668,15.5557682291667,18.3636921296296,31.6859626660604,1032.46106297767,4161.84827450509,372083.167844839
18,10,3,2022-05-08 10:13:53.666667,37.1162417310442,1355.80779663611,8526.25163788818,15.6296522352431,18.4053549382716,34.9919715512487,963.623109279225,4777.01902851756,360946.44585822
18,11,3,2022-05-08 11:13:03.333333,34.8097815291742,1259.42750344427,5188.29133825951,15.7106863064236,18.4464390432099,32.522264572238,828.235188597481,2701.69019243287,188779.769036376
18,12,3,2022-05-08 12:13:04,45.5839144649533,1532.23024100215,9007.28411908391,15.7774202473958,18.4881134259259,41.0976127229558,1126.78736049349,5927.08110393347,445875.12697653
18,13,3,2022-05-08 13:13:02,32.6589617639847,1316.08663178418,11620.3109101447,15.8560709635417,18.5297569444444,29.4178169804469,921.022866478551,5473.41782833181,470181.544254187
18,14,3,2022-05-08 14:13:02.333333,27.7752676705266,1095.74208945496,15555.1749741367,15.9228049045139,18.5714274691358,25.1351310874067,703.870329524046,6260.17491389314,480999.889479874
18,15,3,2022-05-08 15:13:02,22.0601793376616,869.797197560942,24817.0339366376,15.8632210286458,18.6130902777778,19.6105718120226,479.817794442818,7792.38756093779,523122.791630155
18,16,3,2022-05-08 16:13:02.333333,21.1272762915967,834.173922477201,23324.0368367067,15.8036371527778,18.6547608024691,18.9578462792048,437.962234092085,7079.83487688978,448763.78094794
18,17,3,2022-05-08 17:13:01,19.7078265805736,794.22605517764,19157.1068314196,15.7464366319444,18.696412037037,16.7040111236499,369.777430152055,5123.66945647366,311205.840044169
18,18,3,2022-05-08 18:13:00.333333,19.3774447120841,870.449080782497,14575.1108804497,15.7273697916667,18.7380709876543,13.8281576080491,457.770329452877,3227.0567350498,293114.244849056
18,19,3,2022-05-08 19:13:00.666667,25.0729802722456,1019.55381646646,8138.64677377195,15.69876953125,18.7797415123457,22.0144772533687,623.252555488028,2868.73868570863,222840.274722483
18,20,3,2022-05-08 20:13:00.666667,30.9794849233534,1160.66087418698,7694.68045471925,15.7249864366319,18.8214081790123,27.6077316898012,757.280059501155,3401.35316450662,255990.900247445
18,21,3,2022-05-08 21:13:00,33.3896312778553,1167.02864720609,7389.39727941849,15.7202197265625,18.8630671296296,30.9248243619076,775.34674704165,3658.86740090136,251699.52894744
18,22,3,2022-05-08 22:12:58.666667,36.4877041183388,1197.44635989234,6797.02444352542,15.61296875,18.9047183641975,34.1797150248683,793.414810008755,3719.78365560992,236917.178470304
18,23,3,2022-05-08 23:12:59,39.4816873902741,1289.6129287967,6065.34910028109,15.52716796875,18.9463888888889,36.1750002961543,878.125467850459,3513.13434925791,233985.956592163
19,0,3,2022-05-09 12:19:15.5,22.2688672843206,1362.36935742799,4109.95140639489,NA,19.4924131944444,18.5786031703368,921.709186434078,1222.58808296656,166420.959018765
19,1,3,2022-05-09 01:12:58.333333,52.4561053009239,1914.38111232513,3377.80261357669,15.4413671875,19.0297145061728,49.8888992580859,1499.19780712237,2698.16560553555,222469.573884704
19,2,3,2022-05-09 02:12:58.666667,57.5781451325636,1903.21963000891,3636.51188242805,15.4413671875,19.0713850308642,55.4353536137526,1504.22951727835,3227.7675103382,240312.595890838
19,3,3,2022-05-09 03:13:48.333333,60.9115711084,1912.81060731026,3384.65832111564,15.4485172526042,19.1136265432099,58.8236797438282,1518.58410632377,3187.84674552031,225803.724442857
19,4,3,2022-05-09 04:13:48.333333,59.0623361001019,1794.26688664879,3841.14975668339,15.3865500217014,19.1552932098765,56.9388078585935,1405.07827433049,3501.87001973486,237104.160935584
19,5,3,2022-05-09 05:12:58,56.2348558966743,1687.92711628626,3562.96338871014,15.398466796875,19.1963773148148,54.1372897857071,1261.3018154848,3088.4337008623,197427.568985251
19,6,3,2022-05-09 06:12:56,58.4708196204184,1695.17408571977,6712.76576798398,15.3937000868056,19.2380208333333,54.7805555064346,1254.51391472586,5887.871700888,369959.678537751
19,7,3,2022-05-09 07:12:56.666667,38.8256045796633,1606.21407923544,5982.71924925775,15.4461338975694,19.2796952160494,36.2583985368253,1191.03077403268,3473.26287364292,313039.415127158
19,8,3,2022-05-09 08:12:53.666667,36.1760297981386,1746.87198899422,7217.47203036222,15.5081011284722,19.3213271604938,34.0332382793276,1347.88187626366,3932.9533632499,427380.163240916
19,9,1,2022-05-09 09:12:58.333333,89.9636371665584,2261.53209433473,21413.4599891892,18.0678244357639,19.3630478395062,87.867474242425,1868.52737875108,30126.2726136416,1757776.80489765
19,9,3,2022-05-09 09:12:56.333333,21.3825372219089,1226.03961991949,8221.5875219172,15.5319346788195,19.363024691358,19.2946458573371,831.813118933001,2539.93679042606,300440.770583681
19,10,1,2022-05-09 10:12:56,12.2947239621768,667.689812449949,17719.8959107154,17.9438899739583,19.4046875,10.1712409075171,273.48690318676,2885.79528749989,212899.733241551
19,10,3,2022-05-09 10:12:55.333333,20.1535261094664,1166.90715758572,7976.61259615217,15.6105853949653,19.4046797839506,18.029997867958,777.718545267425,2302.73831926488,272532.545362135
19,11,1,2022-05-09 11:12:55.666667,9.05033554621196,680.982859825585,24284.1228904238,18.0082405598958,19.446350308642,6.92730947895692,285.741470956153,2693.50275991705,304840.815889655
19,11,3,2022-05-09 11:12:55.333333,20.1111725500459,1170.83767679079,11459.3280845827,15.6773193359375,19.4463464506173,18.0136064390787,744.212375989328,3305.1428626028,374656.661420754
19,12,1,2022-05-09 12:12:55.333333,7.80818433297468,574.061749527391,24421.67669454,18.0678244357639,19.488013117284,5.70295065416458,165.155906705825,2230.00329112276,177193.181279851
19,12,3,2022-05-09 12:12:53.333333,10.2065603080081,758.423749273906,24285.5021126093,15.6940028211806,19.4879899691358,6.5162961940243,317.763578279994,2533.8349162707,339022.577783896
19,13,1,2022-05-09 13:12:55.333333,9.71601075301158,677.440540233499,24423.5043980109,18.1631586371528,19.5296797839506,4.75525146746645,250.102200335191,1859.56720994871,268350.808755872
19,13,3,2022-05-09 13:12:55.333333,10.8759050382095,824.143515290946,25639.6504020046,15.7369032118056,19.5296797839506,8.30869899537153,408.960210088187,3410.95144849357,460649.465707368
19,14,1,2022-05-09 14:12:54.333333,10.6486027321933,715.126738405527,24476.1753446989,18.0416075303819,19.5713348765432,8.55330853846393,307.613770979299,3352.03162059729,330770.482460087
19,14,3,2022-05-09 14:12:53,9.54951413057819,797.993311748648,25352.0946083584,15.7845703125,19.5713194444444,7.40672261176722,399.003199018087,3006.56321618123,444393.442476086
19,15,1,2022-05-09 15:12:56.333333,11.215803682513,713.560425839344,24413.861737235,18.0392241753472,19.613024691358,9.11964075837958,320.555710255698,3564.87761079574,343809.138106905
19,15,3,2022-05-09 15:12:54.666667,10.1482109475606,777.087317637113,26248.2734561184,15.8417708333333,19.6130054012346,8.06031958298884,382.860816650624,3387.53207484489,441488.179876934
19,16,1,2022-05-09 16:12:54,10.9676678230779,717.961691917718,24344.0859250494,17.9605734592014,19.6546643518519,8.84418476841821,323.758782654529,3447.32073810467,346252.125418944
19,16,3,2022-05-09 16:12:54.666667,7.19327226769618,676.610631188841,26964.6200819926,15.9466384548611,19.6546720679012,5.06974402618778,287.422018870546,2188.82353867446,340480.119352832
19,17,1,2022-05-09 17:12:54.333333,11.3664612741766,716.565489321982,24961.824963906,17.9605734592014,19.6963348765432,9.24343520692156,321.32410045255,3694.36794642641,352368.478503403
19,17,3,2022-05-09 17:12:54,6.24401506163393,637.361666103546,26253.9829768707,16.0872564019097,19.6963310185185,4.14644895066675,210.736365302084,1743.01825208755,243059.221087154
19,18,1,2022-05-09 18:12:53.666667,10.46148180302,728.623945115462,24813.1132007024,17.972490234375,19.7379938271605,8.3562481242099,319.718102293896,3319.88466763005,348518.551730013
19,18,3,2022-05-09 18:12:54,8.06617227803951,722.212821242124,25349.4300423549,16.1468402777778,19.7379976851852,4.37590816405571,281.552650248212,1776.09753180639,313548.867181171
19,19,1,2022-05-09 19:12:54.666667,9.59131226592661,710.593950476851,19415.3264290881,17.9438899739583,19.7796720679012,4.63055298038148,283.255610578543,1439.48772851103,241602.061082923
19,19,3,2022-05-09 19:12:53.666667,8.69978520631436,746.499908436872,21604.3750269283,16.0991731770833,19.7796604938272,6.13257916347639,331.316603234113,2121.3644335248,314457.766169103
19,20,1,2022-05-09 20:12:52.666667,9.7272891195,721.290022194071,14076.2681347071,17.7246213107639,19.8213155864198,7.63199492577063,313.777054767843,1720.10919173884,194037.705523121
19,20,3,2022-05-09 20:12:54.666667,11.450095212709,831.528915169631,15670.5939959013,16.0562727864583,19.8213387345679,9.30730369389803,432.53880243907,2335.28428303416,297774.80541958
19,21,1,2022-05-09 21:12:54.666667,13.9605863942642,819.588586082003,9404.74073969235,17.4743690321181,19.8630054012346,11.8644234701308,426.583870498357,1786.58580823442,176249.817314841
19,21,3,2022-05-09 21:12:52.333333,10.7830178061789,805.363522370787,11366.8765263102,15.9800054253472,19.8629783950617,8.69512644160714,411.137021384298,1582.51362137077,205307.65610477
19,22,1,2022-05-09 22:12:52,24.1504711144527,1121.73114812596,4481.67435980677,17.3194509548611,19.9046412037037,22.026988059793,727.528238862771,1580.61400753118,143241.07433735
19,22,3,2022-05-09 22:12:54,19.7650560803193,1135.87330676397,7713.76492526965,15.956171875,19.9046643518519,17.6415278388109,746.684694445675,2178.87846603448,253035.273235371
19,23,1,2022-05-09 23:12:52.333333,33.0522056512879,1352.30286680841,5035.90961285526,17.3313677300347,19.9463117283951,30.9291795840329,957.061477938978,2493.88681668938,211736.231844347
19,23,3,2022-05-09 23:12:52,22.1612896122443,1199.16361700076,8010.11335542873,15.9299549696181,19.9463078703704,20.0637235012771,772.538316199298,2573.24186741292,271854.238190814
20,0,1,2022-05-10 12:19:06,40.4655504275,1511.07717184923,3654.90094228203,NA,20.4923032407407,38.2577087298742,1106.11009509234,2238.84991003837,177603.444415933
20,0,3,2022-05-10 12:19:08,26.2344243063698,1503.4697745864,7046.68345350242,NA,20.4923263888889,24.0978482691629,1089.75468530921,2718.90129170595,337357.931398401
20,1,1,2022-05-10 01:12:52.333333,38.0365929306056,1469.61555792339,4304.04540227526,17.2765505642361,20.0296450617284,35.9372078923536,1059.92522200732,2476.57559303114,200414.660782896
20,1,3,2022-05-10 01:12:51,24.1010401432974,1426.80802512974,7313.50919342035,15.9680886501736,20.0296296296296,21.9620645566712,1014.90117176689,2571.75378755811,326082.117736286
20,2,1,2022-05-10 02:12:50.666667,33.7888764029186,1293.60177555445,4107.55092702966,17.2694004991319,20.0712924382716,31.7236566337019,891.105868623667,2086.39536821708,160801.345291125
20,2,3,2022-05-10 02:12:53.333333,24.6516878763625,1338.11515543587,7815.35425653207,15.9418717447917,20.0713233024691,22.525896001496,945.798513529677,2818.77983507631,324731.72011397
20,3,1,2022-05-10 03:12:20.666667,39.6549305659656,1389.75435792815,4160.40913928848,17.2908506944444,20.112611882716,37.6131626033395,1003.29160026306,2505.56864645864,183375.214674462
20,3,3,2022-05-10 03:12:50.666667,24.6580606127525,1337.31484693131,7670.42054175752,15.9037380642361,20.1129591049383,22.7397938609464,952.22271808769,2792.77605041525,320874.445609512
20,4,1,2022-05-10 04:12:50,38.6352735745914,1328.73200287411,4564.66957474618,17.2408002387153,20.1546180555556,36.5622629910894,935.564557820181,2672.22379168323,187611.961363928
20,4,3,2022-05-10 04:12:52.666667,24.9664059847936,1317.89543693503,7596.15933181673,15.896587999132,20.1546489197531,22.8325696804719,914.765815545311,2777.02167816914,305268.090214968
20,5,1,2022-05-10 05:12:49.666667,37.3719361785544,1280.16849925215,4233.54487187853,17.2074332682292,20.1962808641975,35.188430011115,880.035476490649,2385.25310819316,163674.779520498
20,5,3,2022-05-10 05:12:49.666667,23.4898824296263,1229.99927110076,7336.59603119348,15.8822878689236,20.1962808641975,21.3804045629299,827.217657470556,2511.54484961907,266619.444933907
20,6,1,2022-05-10 06:12:49,36.8484112910895,1253.48550285269,5597.82541705032,17.24318359375,20.2379398148148,34.6405695934637,848.518426095804,3104.80827245944,208669.052817825
20,6,3,2022-05-10 06:12:49.333333,27.7783618331527,1280.99402434084,7655.71619801963,15.8799045138889,20.2379436728395,25.6417857959458,867.278935063646,3143.14564882286,291690.336123673
20,7,1,2022-05-10 07:12:49.333333,29.7313169840662,1188.69656584777,5281.5271716079,17.2789339192708,20.2796103395062,27.6319319458142,779.006229931704,2336.69043965917,180749.8171212
20,7,3,2022-05-10 07:12:49,26.6583381566077,1467.39668783308,7653.81785037003,15.913271484375,20.2796064814815,24.5193625699815,1055.48983447023,3004.81480730286,354902.938040542
20,8,1,2022-05-10 08:12:49,36.9623304999089,1443.85956750101,4892.24630090771,17.3432845052083,20.3212731481481,34.8971107306922,1041.36366057023,2733.55739956431,223814.463953856
20,8,3,2022-05-10 08:12:47.333333,22.195836772459,1344.79605519962,7628.31791299079,15.9156548394097,20.3212538580247,20.0700448975925,952.479413293427,2451.3625150913,319199.203585329
20,9,1,2022-05-10 09:13:36.333333,31.7001575570485,1203.12575854324,6072.04098460501,17.3885682508681,20.363487654321,29.6583895944224,816.663000878151,2883.45164473379,217848.70958029
20,9,3,2022-05-10 09:13:38.333333,24.5686468087303,1360.72208742672,7768.89782202956,15.9585552300347,20.3635108024691,22.6503800569242,975.6299585831,2817.50902455456,332982.917787474
20,10,1,2022-05-10 10:13:38.333333,29.3011329546565,1080.31281482646,5844.98448595644,17.4195518663194,20.4051774691358,27.2281223711545,687.145369772531,2548.18801775579,176445.019656415
20,10,3,2022-05-10 10:13:37.333333,23.5620313358821,1305.02209754184,7549.02968610653,16.0205224609375,20.4051658950617,21.4281950315604,901.892476152121,2590.0439664906,299104.7530417
20,11,1,2022-05-10 11:12:48.333333,26.5924952001369,1037.27871382142,7738.2338170815,17.4910525173611,20.4462654320988,24.4089890326975,637.145691059919,3024.2803874547,216599.782300177
20,11,3,2022-05-10 11:12:47.666667,23.4016848802194,1307.65090681199,9061.39425308683,16.0586561414931,20.4462577160494,21.292207013523,904.869293181786,3089.20066164196,360212.097707802
20,12,1,2022-05-10 12:12:47.666667,20.2470027627066,944.928727868393,8549.90654679061,17.6173703342014,20.487924382716,18.0391610650808,539.961651111507,2469.49480377969,202815.761149787
20,12,3,2022-05-10 12:12:47.333333,18.491966749208,1076.72144800782,14291.5881201607,16.1087065972222,20.4879205246914,16.3553907120011,663.006358730626,3742.5863346023,416270.469039732
20,13,1,2022-05-10 13:12:46.333333,17.7064837071563,943.994939985756,11001.6734684649,17.6769542100695,20.5295756172839,15.6070986689043,534.30460406969,2749.23167877529,258240.934498476
20,13,3,2022-05-10 13:12:47.333333,12.8153798527846,964.271274414564,17916.5373444628,16.2588579644097,20.529587191358,10.6764042661584,552.364421051711,3062.73556691808,434767.62153346
20,14,1,2022-05-10 14:12:46.666667,16.4724181741523,885.248361712792,8234.90788067874,17.7270046657986,20.5712461419753,14.4071984049356,482.752454782009,1899.6285801073,174646.808374134
20,14,3,2022-05-10 14:12:45.333333,11.9047373753547,880.397596297599,17376.1914597524,16.3065250651042,20.5712307098765,9.7789455004882,488.080954391406,2720.67729076369,372583.717560518
20,15,1,2022-05-10 15:12:47,21.6211240490471,1007.83046161613,8949.26115490036,17.7818218315972,20.6129166666667,19.579356086421,621.367703951041,2805.53699122133,244294.267271788
20,15,3,2022-05-10 15:12:46.666667,11.6586883518315,897.154413736091,16859.8699070604,16.3208251953125,20.612912808642,9.74042160002542,512.062284892471,2629.43468223325,379275.182732489
20,16,1,2022-05-10 16:12:46,16.2916566886327,927.129597526837,10565.1553763529,17.8509391276042,20.6545717592593,14.2186461051307,533.962152472908,2405.27394050545,247835.651700246
20,16,3,2022-05-10 16:12:46,12.6463621366629,909.368896589082,16075.6085170856,16.3541921657986,20.6545717592593,10.5125258323412,506.239275199363,2705.85742968613,357520.273929435
20,17,1,2022-05-10 17:12:45.333333,16.8175580547121,947.373884338968,9473.23587106916,17.8843060980903,20.6962307098765,14.6340518872727,547.240861577467,2219.69525680706,227747.850125783
20,17,3,2022-05-10 17:12:46,11.8787758925785,848.259544209217,15941.6086726616,16.3565755208333,20.6962384259259,9.76929802588207,445.477930579013,2493.59498176696,311986.466116424
20,18,1,2022-05-10 18:12:45.666667,22.0000723251407,1059.14326849153,7091.05951600686,17.8771560329861,20.7379012345679,19.7922306275149,654.176191734644,2247.17185073129,203790.193645337
20,18,3,2022-05-10 18:12:46,13.0556893819348,931.571715974102,14163.7953894096,16.3232085503472,20.7379050925926,10.9191133447279,517.856626696908,2476.26677795248,322230.466167323
20,19,1,2022-05-10 19:12:44.666667,25.9719635325919,1248.02503469594,4273.46877400065,17.8461724175347,20.7795563271605,23.8725784943399,838.334698779874,1633.46667089205,157389.369009514
20,19,3,2022-05-10 19:12:44.666667,19.3622136497298,1279.79988865429,7660.49476564781,16.2898415798611,20.7795563271605,17.2232380631036,867.893035291437,2112.52587645426,292079.072385616
20,20,1,2022-05-10 20:12:44.666667,39.0321889057418,1656.33168175975,3802.70960056498,17.8652392578125,20.8212229938272,36.9669691365251,1253.83577482897,2250.80265475198,209464.888802019
20,20,3,2022-05-10 20:12:45.333333,23.4869862890407,1373.03815359225,7569.17086079405,16.2588579644097,20.8212307098765,21.3611944141742,980.721511686057,2588.83430051811,326115.489909298
20,21,1,2022-05-10 21:12:44,39.2674598280955,1478.79104236127,3028.98691345639,17.8652392578125,20.8628819444444,37.2256918654694,1092.32828469618,1805.38815106476,145354.336710345
