"floor_days","hour","CH4_rate","date","days","weeks","week_of_batch","midbatch","batch","pigs","temp","section"
1,6,12.5145896368397,2020-05-30 06:26:03,1.76809649884287,0.25258521412041,1,6,1,30,NA,"control"
1,7,8.11211462548384,2020-05-30 07:27:01,1.81043456597323,0.258633509424746,1,6,1,30,NA,"control"
1,8,3.55261485343472,2020-05-30 08:27:52.5,1.8526984027787,0.264671200396956,1,6,1,30,NA,"control"
1,9,0.518000173580419,2020-05-30 09:28:50,1.89502898726888,0.270718426752697,1,6,1,30,NA,"control"
1,10,1.47532065023935,2020-05-30 10:29:43,1.9373097569454,0.276758536706486,1,6,1,30,NA,"control"
1,11,6.82089806833745,2020-05-30 11:30:36,1.97958593750027,0.282797991071468,1,6,1,30,NA,"control"
1,12,23.0328576200567,2020-05-29 12:40:13,1.02793577546323,0.146847967923319,1,6,1,30,NA,"control"
1,13,30.4288640362997,2020-05-29 13:41:04,1.07019156249999,0.15288450892857,1,6,1,30,NA,"control"
1,14,31.5416490154695,2020-05-29 14:42:01.5,1.11252085648201,0.158931550926001,1,6,1,30,NA,"control"
1,15,24.7124537118595,2020-05-29 15:42:53,1.15478475115779,0.164969250165399,1,6,1,30,NA,"control"
1,16,43.8696976442051,2020-05-29 16:43:46.5,1.19706879629719,0.171009828042456,1,6,1,30,NA,"control"
1,17,31.0873063115802,2020-05-29 17:44:44,1.23940402199135,0.177057717427336,1,6,1,30,NA,"control"
1,18,35.3338986281945,2020-05-29 18:30:27,1.27115027777851,0.181592896825501,1,6,1,30,NA,"control"
1,19,61.8039623236725,2020-05-29 19:16:02,1.3028076967597,0.186115385251386,1,6,1,30,NA,"control"
1,20,50.9435912167463,2020-05-29 20:16:56.5,1.34510271412079,0.192157530588684,1,6,1,30,NA,"control"
1,21,28.1318657490104,2020-05-29 21:17:53,1.38742697337987,0.198203853339981,1,6,1,30,NA,"control"
1,22,14.8224569346897,2020-05-29 22:18:48,1.4297260069447,0.204246572420671,1,6,1,30,NA,"control"
1,23,10.9934394996239,2020-05-29 23:19:42.5,1.47202623842629,0.210289462632327,1,6,1,30,NA,"control"
2,0,6.32341104776065,2020-05-31 00:42:23.5,2.52944803819474,0.361349719742106,1,6,1,30,NA,"control"
2,1,9.48020846823895,2020-05-31 01:43:20.5,2.5717743634267,0.367396337632386,1,6,1,30,NA,"control"
2,2,6.6213861244137,2020-05-31 02:44:13.5,2.61405214120393,0.373436020171989,1,6,1,30,NA,"control"
2,3,12.6933934333937,2020-05-31 03:29:55,2.64578565972271,0.377969379960387,1,6,1,30,NA,"control"
2,4,9.46592683047487,2020-05-31 04:15:38,2.67752512731486,0.382503589616409,1,6,1,30,NA,"control"
2,5,11.5593807486005,2020-05-31 05:16:32.5,2.71982486111146,0.388546408730209,1,6,1,30,NA,"control"
2,6,17.2723063617402,2020-05-31 06:17:24,2.76208730902799,0.394583901289713,1,6,1,30,NA,"control"
2,7,19.5314720678441,2020-05-31 07:18:18.5,2.8043897280097,0.400627104001386,1,6,1,30,NA,"control"
2,8,21.5930050296609,2020-05-31 08:19:14,2.84669065972308,0.406670094246154,1,6,1,30,NA,"control"
2,9,34.9302099637734,2020-05-31 09:20:04.5,2.88894860532411,0.412706943617729,1,6,1,30,NA,"control"
2,10,22.2236352054184,2020-05-31 10:21:04,2.93130124421308,0.418757320601868,1,6,1,30,NA,"control"
2,11,38.8230793020649,2020-05-31 11:21:55.5,2.97356247106498,0.424794638723569,1,6,1,30,NA,"control"
2,12,8.33329375860691,2020-05-30 12:31:32,2.02190851273222,0.28884407324746,1,6,1,30,NA,"control"
2,13,32.0763272193383,2020-05-30 13:32:26,2.06419501736208,0.294885002480298,1,6,1,30,NA,"control"
2,14,76.3542917546143,2020-05-30 14:33:20,2.10648349537066,0.30092621362438,1,6,1,30,NA,"control"
2,15,83.9420843088364,2020-05-30 15:34:11.5,2.14875125000046,0.306964464285781,1,6,1,30,NA,"control"
2,16,74.208190171118,2020-05-30 16:35:09.5,2.19108679976866,0.313012399966952,1,6,1,30,NA,"control"
2,17,61.4178433886194,2020-05-30 17:36:00.5,2.23334318865781,0.319049026951115,1,6,1,30,NA,"control"
2,18,54.8730963562809,2020-05-30 18:36:56.5,2.27565802662047,0.325094003802924,1,6,1,30,NA,"control"
2,19,35.1285105954478,2020-05-30 19:37:49.5,2.31793683449151,0.331133833498788,1,6,1,30,NA,"control"
2,20,23.0115824234944,2020-05-30 20:38:45,2.36025147569538,0.337178782242197,1,6,1,30,NA,"control"
2,21,16.2319874122606,2020-05-30 21:39:40.5,2.40255940393579,0.343222771990827,1,6,1,30,NA,"control"
2,22,8.17099724570852,2020-05-30 22:40:34,2.44484248263969,0.349263211805669,1,6,1,30,NA,"control"
2,23,8.40511112421081,2020-05-30 23:41:31,2.48717541087971,0.355310772982815,1,6,1,30,NA,"control"
3,0,27.1091694217635,2020-06-01 00:33:42.5,3.5234144270834,0.503344918154771,1,6,1,30,NA,"control"
3,1,18.9833526735957,2020-06-01 01:34:40.5,3.56575076388954,0.509392966269934,1,6,1,30,NA,"control"
3,2,18.8520614016809,2020-06-01 02:35:33,3.60802648148189,0.515432354497413,1,6,1,30,NA,"control"
3,3,17.1251243042992,2020-06-01 03:36:29.5,3.65034878472211,0.521478397817445,1,6,1,30,NA,"control"
3,4,12.995349124041,2020-06-01 04:37:21,3.69260920717623,0.527515601025175,1,6,1,30,NA,"control"
3,5,12.1455573115982,2020-06-01 05:38:18.5,3.73494078703777,0.533562969576824,1,6,1,30,NA,"control"
3,6,20.2585267591116,2020-06-01 06:39:13.5,3.77724511574126,0.539606445105894,1,6,1,30,NA,"control"
3,7,23.4476751477022,2020-06-01 07:40:05.5,3.81951230324115,0.545644614748736,1,6,1,30,NA,"control"
3,8,42.3109968692901,2020-06-01 08:41:02.5,3.86183977430617,0.551691396329454,1,6,1,30,NA,"control"
3,9,41.5228754575938,2020-06-01 09:41:57,3.90413736111174,0.557733908730249,1,6,1,30,NA,"control"
3,10,71.7078545788013,2020-06-01 10:42:48.5,3.94639845486178,0.563771207837398,1,6,1,30,NA,"control"
3,11,127.251258326091,2020-06-01 11:43:46,3.98873041666768,0.569818630952526,1,6,1,30,NA,"control"
3,12,54.6825294926265,2020-05-31 12:22:48.5,3.01584570023197,0.430835100033139,1,6,1,30,NA,"control"
3,13,67.7150579184442,2020-05-31 13:23:47.5,3.05819168402779,0.436884526289684,1,6,1,30,NA,"control"
3,14,49.5714739058282,2020-05-31 14:24:42,3.10049071759262,0.442927245370374,1,6,1,30,NA,"control"
3,15,19.8571573878066,2020-05-31 15:25:32.5,3.14274325231573,0.448963321759391,1,6,1,30,NA,"control"
3,16,7.35379837576192,2020-05-31 16:26:26.5,3.18503083333374,0.455004404761962,1,6,1,30,NA,"control"
3,17,NA,2020-05-31 17:27:20,3.22731800347291,0.461045429067559,1,6,1,30,NA,"control"
3,18,NA,2020-05-31 18:28:16.5,3.26964387731558,0.467091982473654,1,6,1,30,NA,"control"
3,19,NA,2020-05-31 19:29:09,3.31191677662096,0.473130968088708,1,6,1,30,NA,"control"
3,20,NA,2020-05-31 20:30:03.5,3.35421653935203,0.479173791336004,1,6,1,30,NA,"control"
3,21,11.4501310900381,2020-05-31 21:31:00,3.39653579282402,0.48521939897486,1,6,1,30,NA,"control"
3,22,21.930006864307,2020-05-31 22:31:55,3.43883864583379,0.491262663690541,1,6,1,30,NA,"control"
3,23,29.9375946013893,2020-05-31 23:32:48,3.48111571759261,0.497302245370374,1,6,1,30,NA,"control"
4,0,8.47449698978258,2020-06-02 00:25:02.5,4.51739482060213,0.645342117228876,1,6,1,30,NA,"control"
4,1,NA,2020-06-02 01:25:54.5,4.55966689814848,0.651380985449783,1,6,1,30,NA,"control"
4,2,NA,2020-06-02 02:26:52,4.60199336226891,0.657427623181273,1,6,1,30,NA,"control"
4,3,0.0770081222956479,2020-06-02 03:27:48.5,4.64431821759239,0.663474031084626,1,6,1,30,NA,"control"
4,4,2.6473656423416,2020-06-02 04:28:41,4.68659119791731,0.669513028273901,1,6,1,30,NA,"control"
4,5,8.39877169864785,2020-06-02 05:29:35.5,4.7288907696762,0.675555824239457,1,6,1,30,NA,"control"
4,6,26.2538254663938,2020-06-02 06:30:29.5,4.7711812905098,0.681597327215686,1,6,1,30,NA,"control"
4,7,34.33329113967,2020-06-02 07:31:25.5,4.81349036458328,0.687641480654754,1,6,1,30,NA,"control"
4,8,39.674357312344,2020-06-02 08:32:18.5,4.85577454861116,0.693682078373023,1,6,1,30,NA,"control"
4,9,70.7398563088134,2020-06-02 09:33:14.5,4.89808979166741,0.699727113095344,1,6,1,30,NA,"control"
4,10,107.72340275899,2020-06-02 10:34:10,4.9404010069453,0.705771572420758,1,6,1,30,NA,"control"
4,11,164.721265797215,2020-06-02 11:35:02,4.98266593750014,0.711809419642878,1,6,1,30,NA,"control"
4,12,130.514777432879,2020-06-01 12:44:37,4.03098877314892,0.575855539021274,1,6,1,30,NA,"control"
4,13,149.694511006239,2020-06-01 13:30:18,4.06271094907489,0.58038727843927,1,6,1,30,NA,"control"
4,14,177.016871025476,2020-06-01 14:15:59.5,4.09444110532464,0.584920157903519,1,6,1,30,NA,"control"
4,15,117.868473728102,2020-06-01 15:16:53.5,4.13674101273219,0.590963001818884,1,6,1,30,NA,"control"
4,16,94.3419604012722,2020-06-01 16:17:48.5,4.17903785879689,0.597005408399556,1,6,1,30,NA,"control"
4,17,105.534203152076,2020-06-01 17:18:39,4.22129084490791,0.603041549272559,1,6,1,30,NA,"control"
4,18,81.981071415217,2020-06-01 18:19:35,4.26360442129688,0.609086345899554,1,6,1,30,NA,"control"
4,19,78.1321987542418,2020-06-01 19:20:31,4.30591873842671,0.615131248346673,1,6,1,30,NA,"control"
4,20,55.8352152432358,2020-06-01 20:21:24.5,4.34820760995425,0.621172515707751,1,6,1,30,NA,"control"
4,21,46.499994568919,2020-06-01 21:22:19,4.39049870949101,0.627214101355858,1,6,1,30,NA,"control"
4,22,24.8162008217443,2020-06-01 22:23:12.5,4.43278626736116,0.633255181051594,1,6,1,30,NA,"control"
4,23,13.0000124557228,2020-06-01 23:24:11,4.47513268518504,0.639304669312148,1,6,1,30,NA,"control"
5,0,17.1003666917576,2020-06-03 00:40:34,5.52817700231517,0.78973957175931,1,6,1,30,NA,"control"
5,1,20.7537932252866,2020-06-03 01:40:29.5,5.56978916666712,0.795684166666731,1,6,1,30,NA,"control"
5,2,14.2016089365001,2020-06-03 02:40:30,5.61146269097234,0.801637527281763,1,6,1,30,NA,"control"
5,3,14.1762670939974,2020-06-03 03:40:26,5.65308406250068,0.807583437500097,1,6,1,30,NA,"control"
5,4,16.0382451309891,2020-06-03 04:40:20,5.69468010995399,0.813525729993427,1,6,1,30,NA,"control"
5,5,20.947004628867,2020-06-03 05:40:21.5,5.736369618056,0.819481374007999,1,6,1,30,NA,"control"
5,6,30.8360215143224,2020-06-03 06:40:15.5,5.77796139467645,0.825423056382351,1,6,1,30,NA,"control"
5,7,45.1815196640487,2020-06-03 07:40:17.5,5.819649652778,0.831378521825429,1,6,1,30,NA,"control"
5,8,49.613211324403,2020-06-03 08:40:12,5.86125236111107,0.83732176587301,1,6,1,30,NA,"control"
5,9,66.1252493713404,2020-06-03 09:40:11.5,5.9029148668989,0.843273552414129,1,6,1,30,NA,"control"
5,10,62.6132910297626,2020-06-03 10:40:09.5,5.94456105902791,0.849223008432558,1,6,1,30,NA,"control"
5,11,80.0401228032477,2020-06-03 11:40:03.5,5.98616052662057,0.855165789517224,1,6,1,30,NA,"control"
5,12,153.291110747699,2020-06-02 12:35:56,5.02496255208358,0.717851793154798,1,6,1,30,NA,"control"
5,13,108.048655402357,2020-06-02 13:36:53,5.06728657986141,0.723898082837344,1,6,1,30,NA,"control"
5,14,103.982559827426,2020-06-02 14:37:45,5.10955435185245,0.729936335978921,1,6,1,30,NA,"control"
5,15,77.3762729340451,2020-06-02 15:38:40,5.15185456597281,0.735979223710401,1,6,1,30,NA,"control"
5,16,66.3283048586949,2020-06-02 16:39:33.5,5.19414099537113,0.742020142195875,1,6,1,30,NA,"control"
5,17,34.6566582060305,2020-06-02 17:40:26.5,5.23642314236197,0.748060448908854,1,6,1,30,NA,"control"
5,18,44.1930246074093,2020-06-02 18:40:44,5.27829578125091,0.754042254464415,1,6,1,30,NA,"control"
5,19,55.5302892783773,2020-06-02 19:40:41,5.3199253703709,0.759989338624414,1,6,1,30,NA,"control"
5,20,65.7986312761006,2020-06-02 20:40:44.5,5.36163218171371,0.765947454530529,1,6,1,30,NA,"control"
5,21,44.1818029837614,2020-06-02 21:40:39,5.40323384837972,0.771890549768531,1,6,1,30,NA,"control"
5,22,29.5726481358484,2020-06-02 22:40:40.5,5.44491462384248,0.777844946263211,1,6,1,30,NA,"control"
5,23,26.9393168711056,2020-06-02 23:40:36,5.48653208912108,0.783790298445869,1,6,1,30,NA,"control"
6,0,25.2849899657928,2020-06-04 00:39:32.5,6.52746545138872,0.932495064484104,1,6,1,30,NA,"control"
6,1,18.8013697807231,2020-06-04 01:39:31.5,6.56912021990865,0.938445745701237,1,6,1,30,NA,"control"
6,2,18.4547769243622,2020-06-04 02:39:28,6.61075033564948,0.944392905092784,1,6,1,30,NA,"control"
6,3,18.3349289528776,2020-06-04 03:39:22.5,6.65235186342564,0.950335980489377,1,6,1,30,NA,"control"
6,4,18.0540359868466,2020-06-04 04:39:21.5,6.69400488426012,0.95628641203716,1,6,1,30,NA,"control"
6,5,17.566264290594,2020-06-04 05:39:18.5,6.73563428819456,0.962233469742079,1,6,1,30,NA,"control"
6,6,29.2301700128499,2020-06-04 06:39:16,6.77727489583333,0.968182127976189,1,6,1,30,NA,"control"
6,7,33.9846096754846,2020-06-04 07:39:13.5,6.81891593171353,0.974130847387647,1,6,1,30,NA,"control"
6,8,40.6805034235682,2020-06-04 08:39:11,6.86055006365809,0.980078580522585,1,6,1,30,NA,"control"
6,9,44.0306064292689,2020-06-04 09:26:05.333333,6.89312059027821,0.984731512896888,1,6,1,30,21.12,"control"
6,10,68.5777430044511,2020-06-04 10:26:05,6.93478261574091,0.99068323082013,1,6,1,30,21.12,"control"
6,11,73.4926595345985,2020-06-04 11:26:03,6.97642785493882,0.996632550705546,1,6,1,30,21.39,"control"
6,12,123.906343412437,2020-06-03 12:39:59.5,6.02777927083411,0.861111324404874,1,6,1,30,NA,"control"
6,13,175.37193219911,2020-06-03 13:40:01.5,6.06946851851901,0.867066931217002,1,6,1,30,NA,"control"
6,14,129.980212275364,2020-06-03 14:39:57,6.11107904513952,0.873011292162789,1,6,1,30,NA,"control"
6,15,130.334453823937,2020-06-03 15:39:52.5,6.15269120370349,0.878955886243355,1,6,1,30,NA,"control"
6,16,126.666391820539,2020-06-03 16:39:50,6.19433541666716,0.88490505952388,1,6,1,30,NA,"control"
6,17,98.219620555008,2020-06-03 17:39:48,6.2359796469907,0.890854235284386,1,6,1,30,NA,"control"
6,18,65.6096600343765,2020-06-03 18:39:44,6.27760034722311,0.896800049603301,1,6,1,30,NA,"control"
6,19,55.2795605648313,2020-06-03 19:39:43.5,6.31925931712957,0.902751331018511,1,6,1,30,NA,"control"
6,20,42.4276098103287,2020-06-03 20:39:38.5,6.36086997106533,0.908695710152191,1,6,1,30,NA,"control"
6,21,32.393078230771,2020-06-03 21:39:41,6.40256217592568,0.914651739417954,1,6,1,30,NA,"control"
6,22,26.501321950421,2020-06-03 22:39:34,6.44415045717662,0.920592922453803,1,6,1,30,NA,"control"
6,23,18.2429413734092,2020-06-03 23:39:35.5,6.48583217013903,0.926547452877004,1,6,1,30,NA,"control"
7,0,35.543856732052,2020-06-05 00:25:39.666667,7.51782117284007,1.07397445326287,2,6,1,30,18.87,"control"
7,1,42.6194920174284,2020-06-05 01:25:37.333333,7.5594629938275,1.0799232848325,2,6,1,30,18.82,"control"
7,2,40.8855747288863,2020-06-05 02:25:36.666667,7.60111941743872,1.08587420249125,2,6,1,30,18.81,"control"
7,3,43.2751522747798,2020-06-05 03:25:33.333333,7.64274877700633,1.09182125385805,2,6,1,30,18.77,"control"
7,4,32.8763080961478,2020-06-05 04:25:33.666667,7.68442173996917,1.09777453428131,2,6,1,30,18.75,"control"
7,5,35.806331167179,2020-06-05 05:25:32,7.72606875385859,1.10372410769408,2,6,1,30,18.73,"control"
7,6,35.5297674391503,2020-06-05 06:25:31,7.76772268132755,1.10967466876108,2,6,1,30,18.71,"control"
7,7,54.8406426693471,2020-06-05 07:25:27.333333,7.8093468865743,1.11562098379633,2,6,1,30,18.68,"control"
7,8,54.6261471795707,2020-06-05 08:25:25.333333,7.85099146219131,1.12157020888447,2,6,1,30,18.65,"control"
7,9,49.6544470970783,2020-06-05 09:25:23.666667,7.89264124999996,1.12752017857142,2,6,1,30,18.61,"control"
7,10,43.608091875928,2020-06-05 10:25:23.666667,7.93430787808641,1.13347255401234,2,6,1,30,18.57,"control"
7,11,49.0269183444884,2020-06-05 11:25:21.333333,7.9759485995374,1.13942122850534,2,6,1,30,18.56,"control"
7,12,91.1204674019527,2020-06-04 12:25:59.333333,7.01805396219187,1.00257913745598,1,6,1,30,21.27,"control"
7,13,63.4264730368959,2020-06-04 13:25:58,7.05970175154323,1.00852882164903,1,6,1,30,21.3,"control"
7,14,77.1127610580746,2020-06-04 14:25:56.333333,7.10135010030902,1.01447858575843,1,6,1,30,21.34,"control"
7,15,102.087173733799,2020-06-04 15:25:55,7.1430017785498,1.02042882550711,1,6,1,30,21.45,"control"
7,16,59.5381283584416,2020-06-04 16:25:55,7.18466849922858,1.02638121417551,1.33333333333333,6,1,30,20.13,"control"
7,17,43.481388893364,2020-06-04 17:25:53,7.22630843750029,1.03232977678576,2,6,1,30,18.95,"control"
7,18,43.5248794800582,2020-06-04 18:25:49.333333,7.26793400848813,1.03827628692688,2,6,1,30,18.93,"control"
7,19,39.4538232423486,2020-06-04 19:25:49.333333,7.30960503086448,1.0442292901235,2,6,1,30,18.93,"control"
7,20,52.9907167139741,2020-06-04 20:25:45.666667,7.35122837577153,1.05017548225308,2,6,1,30,18.93,"control"
7,21,38.7356246389659,2020-06-04 21:25:44.333333,7.39287853009263,1.05612550429895,2,6,1,30,18.93,"control"
7,22,22.4268453930423,2020-06-04 22:25:45,7.43454958333369,1.06207851190481,2,6,1,30,18.9,"control"
7,23,39.6140549091338,2020-06-04 23:25:40.666667,7.47616962191407,1.06802423170201,2,6,1,30,18.9,"control"
8,0,43.6997467860917,2020-06-06 00:24:59,8.51735367283961,1.21676481040566,2,6,1,30,18.33,"control"
8,1,40.9279008688044,2020-06-06 01:24:53.666667,8.55896019290167,1.22270859898595,2,6,1,30,18.3,"control"
8,2,40.8909820415422,2020-06-06 02:24:56,8.60064981095677,1.22866425870811,2,6,1,30,18.29,"control"
8,3,35.0169907387828,2020-06-06 03:24:52,8.64227162422865,1.23461023203266,2,6,1,30,18.26,"control"
8,4,31.6856214121265,2020-06-06 04:24:52.666667,8.68394713348813,1.24056387621259,2,6,1,30,18.24,"control"
8,5,42.4807712266178,2020-06-06 05:24:48.666667,8.72556975308668,1.24650996472667,2,6,1,30,18.22,"control"
8,6,45.4510402945808,2020-06-06 06:24:45,8.76719003086473,1.25245571869496,2,6,1,30,18.23,"control"
8,7,50.778281690101,2020-06-06 07:24:45,8.80886000000032,1.25840857142862,2,6,1,30,18.21,"control"
8,8,54.0168750280324,2020-06-06 08:24:45,8.85052155478409,1.26436022211201,2,6,1,30,18.16,"control"
8,9,52.6841024119018,2020-06-06 09:24:41,8.89214707561757,1.27030672508822,2,6,1,30,18.15,"control"
8,10,65.4458378351964,2020-06-06 10:24:42,8.93382529706867,1.2762607567241,2,6,1,30,18.12,"control"
8,11,81.4960485371729,2020-06-06 11:24:38.333333,8.97544567515453,1.28220652502208,2,6,1,30,18.11,"control"
8,12,57.2876177040349,2020-06-05 12:25:18.666667,8.0175807754631,1.14536868220901,2,6,1,30,18.58,"control"
8,13,53.6996722366589,2020-06-05 13:25:18.666667,8.05924907407459,1.15132129629637,2,6,1,30,18.57,"control"
8,14,53.4472176568562,2020-06-05 14:25:14.666667,8.10086829861097,1.15726689980157,2,6,1,30,18.56,"control"
8,15,48.8917535065261,2020-06-05 15:25:13.333333,8.14251811728433,1.16321687389776,2,6,1,30,18.55,"control"
8,16,61.1914501789074,2020-06-05 16:25:11.333333,8.18416534722219,1.1691664781746,2,6,1,30,18.54,"control"
8,17,75.7577868078393,2020-06-05 17:25:10,8.22581384645108,1.17511626377873,2,6,1,30,18.54,"control"
8,18,76.6910989032663,2020-06-05 18:25:10,8.26748154321019,1.18106879188717,2,6,1,30,18.51,"control"
8,19,74.7374087484438,2020-06-05 19:25:06.666667,8.30910706790141,1.18701529541449,2,6,1,30,18.48,"control"
8,20,66.9850006694326,2020-06-05 20:25:04.666667,8.35075132330258,1.19296447475751,2,6,1,30,18.43,"control"
8,21,54.9744270950875,2020-06-05 21:25:02.333333,8.3923907098772,1.19891295855389,2,6,1,30,18.41,"control"
8,22,52.6362605995591,2020-06-05 22:24:59.333333,8.43402531250024,1.20486075892861,2,6,1,30,18.4,"control"
8,23,41.8092120926822,2020-06-05 23:25:00,8.47569754243817,1.21081393463402,2,6,1,30,18.37,"control"
9,0,42.3764950340737,2020-06-07 00:24:15.666667,9.51685306712985,1.35955043816141,2,6,1,30,18.11,"control"
9,1,43.2182269859597,2020-06-07 01:24:12.333333,9.55847843364249,1.36549691909178,2,6,1,30,18.11,"control"
9,2,36.800868682869,2020-06-07 02:24:12.333333,9.60014517361091,1.37144931051584,2,6,1,30,18.11,"control"
9,3,29.4438795992858,2020-06-07 03:24:11,9.64179844135856,1.37739977733694,2,6,1,30,18.11,"control"
9,4,50.3314349030753,2020-06-07 04:24:09,9.68344231867312,1.38334890266759,2,6,1,30,18.11,"control"
9,5,62.0743191214256,2020-06-07 05:24:08,9.72509560956815,1.38929937279545,2,6,1,30,18.11,"control"
9,6,52.9976321644154,2020-06-07 06:24:07.333333,9.76675364197588,1.39525052028227,2,6,1,30,18.1,"control"
9,7,62.7177622217885,2020-06-07 07:24:03.333333,9.80837820216094,1.40119688602299,2,6,1,30,18.09,"control"
9,8,86.3754209505948,2020-06-07 08:24:03.333333,9.85004250771653,1.40714892967379,2,6,1,30,18.07,"control"
9,9,85.1443203114733,2020-06-07 09:24:00.333333,9.89167552469137,1.41309650352734,2,6,1,30,18.05,"control"
9,10,90.7586268496009,2020-06-07 10:23:58.666667,9.93332255015403,1.41904607859343,2,6,1,30,18.03,"control"
9,11,93.1111038064725,2020-06-07 11:23:56.333333,9.97496087963014,1.42499441137573,2,6,1,30,18.03,"control"
9,12,74.3485690984396,2020-06-06 12:24:34.666667,9.01707362268534,1.28815337466933,2,6,1,30,18.11,"control"
9,13,62.5348466756121,2020-06-06 13:24:35,9.05874495756203,1.29410642250886,2,6,1,30,18.12,"control"
9,14,88.1511289797814,2020-06-06 14:24:33.333333,9.10038910108032,1.30005558586862,2,6,1,30,18.13,"control"
9,15,59.3924430645043,2020-06-06 15:24:33.333333,9.14205712577167,1.30600816082452,2,6,1,30,18.13,"control"
9,16,78.3127069628778,2020-06-06 16:24:32,9.18370890046343,1.31195841435192,2,6,1,30,18.12,"control"
9,17,98.5532291599541,2020-06-06 17:24:27.666667,9.22532688271668,1.3179038403881,2,6,1,30,18.13,"control"
9,18,74.8270077861638,2020-06-06 18:24:26.333333,9.26697569830274,1.32385367118611,2,6,1,30,18.12,"control"
9,19,74.175605610279,2020-06-06 19:24:24.666667,9.30862547453723,1.3298036392196,2,6,1,30,18.11,"control"
9,20,66.9826627608198,2020-06-06 20:24:23,9.35026871142012,1.33575267306002,2,6,1,30,18.1,"control"
9,21,59.2370361853263,2020-06-06 21:24:23,9.39193675540112,1.34170525077159,2,6,1,30,18.11,"control"
9,22,40.5237051226912,2020-06-06 22:24:18.333333,9.43355064429067,1.34765009204152,2,6,1,30,18.11,"control"
9,23,43.269989102626,2020-06-06 23:24:19,9.47522396219181,1.35360342317026,2,6,1,30,18.09,"control"
10,0,48.3854647430393,2020-06-08 00:23:33.666667,10.516366331019,1.50233804728842,2,6,1,30,17.98,"control"
10,1,35.5874954751036,2020-06-08 01:23:34.666667,10.5580450617292,1.5082921516756,2,6,1,30,18,"control"
10,2,28.4348893538276,2020-06-08 02:23:32.333333,10.5996856250007,1.51424080357152,2,6,1,30,18.02,"control"
10,3,35.9084296981456,2020-06-08 03:23:29.666667,10.641319035494,1.520188433642,2,6,1,30,18.01,"control"
10,4,40.9002079540745,2020-06-08 04:23:28,10.6829655748459,1.5261379392637,2,6,1,30,17.99,"control"
10,5,43.2969549847686,2020-06-08 05:23:27.666667,10.7246270987658,1.53208958553797,2,6,1,30,17.98,"control"
