PLANNR,LBNR,MGD,,DATO/DATE,Antal/Number,TOERSTOF/Dry matter,N (Total-N),PH,P,K,CU,C,NH4-N,LNIR_NH4N,LSNBET,,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,7.28,3.43,,0.51,2.11,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070591515,001,,,4/10/2015,,7.36,3.49,6.86,0.74,3.68,,,1.90,,"Gylle, kvæg",,,,,,,,,,
030180909,003,75,,,,7.43,2.99,7.17,0.54,2.90,,34.90,1.69,,"Gylle, kvæg",,,,,,,,,,
030180909,003,42,,6/17/2009,,7.43,2.99,7.17,0.54,2.90,,34.90,1.69,,"Gylle, kvæg",,,,,,,,,,
030180909,003,61,,,,7.43,2.99,7.17,0.54,2.90,,34.90,1.69,,"Gylle, kvæg",,,,,,,,,,
030180909,003,83,,,,7.43,2.99,7.17,0.54,2.90,,34.90,1.69,,"Gylle, kvæg",,,,,,,,,,
070631414,001,,,5/22/2014,,7.43,3.88,7.04,0.56,2.38,,,2.14,,"Gylle, kvæg",,,,,,,,,,
030211314,002,27.1,,5/27/2014,,7.45,3.86,7.13,0.49,3.43,,,2.43,,"Gylle, kvæg",,,,,,,,,,
030211314,002,26.2,,,,7.45,3.86,7.13,0.49,3.43,,,2.43,,"Gylle, kvæg",,,,,,,,,,
030211314,002,27.1,,,,7.45,3.86,7.13,0.49,3.43,,,2.43,,"Gylle, kvæg",,,,,,,,,,
030181111,003,51,,,,7.49,3.38,4.79,0.58,3.07,,32.20,1.96,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,7.5,3.85,6.82,0.53,3.23,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,5/6/2014,,7.5,3.85,6.82,0.53,3.23,,,2.17,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,4/29/2013,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181313,002,,,,,7.61,4.00,7.02,0.65,2.21,,3.20,2.39,,"Gylle, kvæg",,,,,,,,,,
030181111,001,54.8,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,001,52.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,001,52.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,001,52.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,001,27.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,001,54.8,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,54.8,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,54.8,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,52.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,52.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,52.4,,4/12/2011,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,27.4,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030181111,002,54.8,,,,7.62,4.19,7.18,0.75,3.05,,38.40,2.53,,"Gylle, kvæg",,,,,,,,,,
030501010,002,,,,,7.63,,6.81,0.53,3.20,,37.70,2.12,,"Gylle, kvæg",,,,,,,,,,
030501010,002,,,5/6/2010,,7.63,,6.81,0.53,3.20,,37.70,2.12,,"Gylle, kvæg",,,,,,,,,,
030501010,002,,,,,7.63,,6.81,0.53,3.20,,37.70,2.12,,"Gylle, kvæg",,,,,,,,,,
030501111,001,23.2,,4/18/2011,,7.63,4.23,,0.73,3.05,,35.50,2.52,,"Gylle, kvæg",,,,,,,,,,
030501111,001,46.4,,,,7.63,4.23,,0.73,3.05,,35.50,2.52,,"Gylle, kvæg",,,,,,,,,,
030501111,001,46.4,,,,7.63,4.23,,0.73,3.05,,35.50,2.52,,"Gylle, kvæg",,,,,,,,,,
030180909,005,74,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,92,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,94,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,74,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,92,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,76,,4/27/2009,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,94,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,36,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030180909,005,37,,,,7.68,3.27,7.19,0.53,2.69,,36.20,2.23,,"Gylle, kvæg",,,,,,,,,,
030211314,002,19,,,,7.69,4.22,7.31,0.55,3.38,,,2.86,,"Gylle, kvæg",,,,,,,,,,
030211314,002,19,,1/1/2014,,7.69,4.22,7.31,0.55,3.38,,,2.86,,"Gylle, kvæg",,,,,,,,,,
030211314,002,19,,,,7.69,4.22,7.31,0.55,3.38,,,2.86,,"Gylle, kvæg",,,,,,,,,,
030211314,002,19,,,,7.69,4.22,7.31,0.55,3.38,,,2.86,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,1/1/2016,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,003,,,,,7.76,3.81,6.92,0.68,3.88,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,1/1/2016,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
070621616,002,,,,,7.77,3.91,6.92,0.69,3.81,,,2.21,,"Gylle, kvæg",,,,,,,,,,
030181111,001,54.8,,,,7.9,4.10,5.62,0.73,2.92,,38.50,2.44,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,1/1/2014,,7.91,3.69,6.77,0.50,2.21,,,1.93,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,1/1/2016,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
070621616,001,,,,,7.94,3.80,6.94,0.68,3.89,,,2.17,,"Gylle, kvæg",,,,,,,,,,
030181010,003,21,,6/21/2010,,7.95,3.81,6.55,0.87,2.78,,38.20,2.06,,"Gylle, kvæg",,,,,,,,,,
030181010,003,48,,,,7.95,3.81,6.55,0.87,2.78,,38.20,2.06,,"Gylle, kvæg",,,,,,,,,,
030211212,002,27.9,,,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg",,,,,,,,,,
030211212,002,27.9,,,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg",,,,,,,,,,
030211212,002,27.9,,,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg",,,,,,,,,,
030211212,002,27.9,,6/7/2012,,7.98,3.72,7.08,0.59,3.35,,3.27,2.08,,"Gylle, kvæg",,,,,,,,,,
030211212,002,26.7,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg",,,,,,,,,,
030211212,002,26.7,,7/2/2012,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg",,,,,,,,,,
030211212,002,26.7,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg",,,,,,,,,,
030211212,002,26.7,,,,8.13,3.65,7.02,0.57,3.33,,3.33,2.03,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,8.16,3.96,6.35,0.63,2.77,,3.43,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,4/11/2013,,8.16,3.96,6.35,0.63,2.77,,3.43,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,8.16,3.96,6.35,0.63,2.77,,3.43,2.14,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,8.18,3.93,7.00,0.64,2.78,,3.52,2.16,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,,,8.18,3.93,7.00,0.64,2.78,,3.52,2.16,,"Gylle, kvæg",,,,,,,,,,
030211313,001,,,4/11/2013,,8.18,3.93,7.00,0.64,2.78,,3.52,2.16,,"Gylle, kvæg",,,,,,,,,,
030181414,003,,,4/7/2014,,8.38,3.55,6.90,0.52,1.76,,,1.68,,"Gylle, kvæg",,,,,,,,,,
030181010,004,47.6,,,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
030181010,004,47.6,,5/11/2010,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
030181010,004,47.6,,,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
030181010,004,47.6,,,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
030181010,004,47.6,,,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
030181010,004,26.2,,,,8.39,3.94,6.96,0.66,3.78,,37.40,2.00,,"Gylle, kvæg",,,,,,,,,,
070601515,001,,,1/1/2015,,8.84,3.71,6.73,0.67,3.18,,,1.91,,"Gylle, kvæg",,,,,,,,,,
070601515,002,,,1/1/2015,,8.93,3.83,6.73,0.67,3.13,,,2.00,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,9.05,3.85,6.39,0.52,2.17,,,2.12,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,6/11/2014,,9.05,3.85,6.39,0.52,2.17,,,2.12,,"Gylle, kvæg",,,,,,,,,,
030181414,001,,,,,9.05,3.85,6.39,0.52,2.17,,,2.12,,"Gylle, kvæg",,,,,,,,,,
030181010,001,21,,6/18/2010,,9.14,4.37,6.89,0.82,2.92,,40.90,2.30,,"Gylle, kvæg",,,,,,,,,,
030181010,001,46,,,,9.14,4.37,6.89,0.82,2.92,,40.90,2.30,,"Gylle, kvæg",,,,,,,,,,
030181010,002,21,,,,9.14,,6.89,0.82,2.92,,40.90,2.30,,"Gylle, kvæg",,,,,,,,,,
030181010,002,46,,6/18/2010,,9.14,,6.89,0.82,2.92,,40.90,2.30,,"Gylle, kvæg",,,,,,,,,,
070841717,001,,,4/12/2017,,9.25,4.35,,0.77,2.96,,,2.00,,"Gylle, kvæg",,,,,,,,,,
070841717,001,,,,,9.4,4.32,,0.87,3.29,,,2.42,,"Gylle, kvæg",,,,,,,,,,
070841717,001,,,,,9.4,4.32,,0.87,3.29,,,2.42,,"Gylle, kvæg",,,,,,,,,,
070841717,001,,,,,9.4,4.32,,0.87,3.29,,,2.42,,"Gylle, kvæg",,,,,,,,,,
070841717,001,,,,,9.4,4.32,,0.87,3.29,,,2.42,,"Gylle, kvæg",,,,,,,,,,
030181010,004,21,,,,9.55,3.93,6.57,0.79,3.34,,42.90,2.07,,"Gylle, kvæg",,,,,,,,,,
030181010,004,48,,7/2/2010,,9.55,3.93,6.57,0.79,3.34,,42.90,2.07,,"Gylle, kvæg",,,,,,,,,,
030091717,002,54,,,,10.58,3.15,,0.50,2.96,,,1.76,,"Gylle, kvæg",,,,,,,,,,
030091717,002,54,,,,10.58,3.15,,0.50,2.96,,,1.76,,"Gylle, kvæg",,,,,,,,,,
030091717,002,54,,,,10.58,3.15,,0.50,2.96,,,1.76,,"Gylle, kvæg",,,,,,,,,,
030091717,002,54,,5/8/2017,,10.58,3.15,,0.50,2.96,,,1.76,,"Gylle, kvæg",,,,,,,,,,
030091717,002,54,,,,10.58,3.15,,0.50,2.96,,,1.76,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,4/29/2014,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
070611414,002,,,,,10.64,4.39,6.21,0.68,3.30,,,2.29,,"Gylle, kvæg",,,,,,,,,,
030211314,003,45.2,,4/9/2014,,11.34,3.33,6.82,0.45,2.95,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030211314,003,45.2,,,,11.34,3.33,6.82,0.45,2.95,,,1.85,,"Gylle, kvæg",,,,,,,,,,
030211314,003,45.2,,,,11.34,3.33,6.82,0.45,2.95,,,1.85,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,4/28/2014,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
070611414,001,,,,,11.43,4.22,7.18,0.72,3.43,,,2.30,,"Gylle, kvæg",,,,,,,,,,
030091717,002,,,1/1/2017,,12.24,3.81,,0.61,4.04,,,2.29,,"Gylle, kvæg",,,,,,,,,,
030211313,003,,,,,12.97,3.31,6.84,0.56,3.76,,3.11,1.79,,"Gylle, kvæg",,,,,,,,,,
030211313,003,,,6/7/2013,,12.97,3.31,6.84,0.56,3.76,,3.11,1.79,,"Gylle, kvæg",,,,,,,,,,
030211313,003,,,,,12.97,3.31,6.84,0.56,3.76,,3.11,1.79,,"Gylle, kvæg",,,,,,,,,,
030211314,003,45.2,,6/19/2014,,13.13,3.76,6.62,0.46,3.02,,,1.79,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,,,13.13,3.76,6.62,0.46,3.02,,,1.79,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,,,13.13,3.76,6.62,0.46,3.02,,,1.79,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,,,13.13,3.76,6.62,0.46,3.02,,,1.79,,"Gylle, kvæg",,,,,,,,,,
030211313,003,,,,,13.22,3.25,5.94,0.58,3.83,,2.91,1.78,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,,,14.63,3.36,6.78,0.54,2.63,,,1.80,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,5/21/2014,,14.63,3.36,6.78,0.54,2.63,,,1.80,,"Gylle, kvæg",,,,,,,,,,
030211314,003,,,,,14.63,3.36,6.78,0.54,2.63,,,1.80,,"Gylle, kvæg",,,,,,,,,,
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg",,22.95,3.0294,6.13,0.5508,3.4425,,,1.5147,
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg",,23.56,2.96856,6.82,0.589,3.2984,,,1.5314,
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg",,23.56,2.96856,6.82,0.589,3.2984,,,1.5314,
030211313,003,,,7/4/2013,,,,,,,,,,,"Gylle, kvæg",,23.56,2.96856,6.82,0.589,3.2984,,,1.5314,
030211313,003,,,,,,,,,,,,,,"Gylle, kvæg",,24.81,3.17568,6.82,0.57063,3.2253,,2.7291,1.58784,
030211313,003,,,4/15/2013,,,,,,,,,,,"Gylle, kvæg",,24.81,3.17568,6.82,0.57063,3.2253,,2.7291,1.58784,
030221111,001,45.7,,,,7.06,3.69,6.36,0.61,2.68,,28.00,2.07,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,002,45.7,,,,7.06,3.69,6.36,0.61,2.68,,28.00,2.07,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,003,54.3,,6/3/2011,,7.06,3.69,6.36,0.61,2.68,,28.00,2.07,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,003,45.7,,,,7.06,3.69,6.36,0.61,2.68,,28.00,2.07,,"Gylle, kvæg Infarm",,,,,,,,,,
030101010,001,38.6,,6/16/2010,,7.2,3.56,6.29,0.56,2.59,,33.20,2.10,,"Gylle, kvæg Infarm",,,,,,,,,,
030101010,002,38.6,,,,7.2,3.56,6.29,0.56,2.59,,33.20,2.10,,"Gylle, kvæg Infarm",,,,,,,,,,
030101010,003,38.6,,,,7.2,3.56,6.29,0.56,2.59,,33.20,2.10,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,001,54.3,,4/8/2011,,7.87,3.40,5.71,0.55,2.68,,34.30,1.54,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,002,54.3,,,,7.87,3.40,5.71,0.55,2.68,,34.30,1.54,,"Gylle, kvæg Infarm",,,,,,,,,,
030221111,003,54.3,,,,7.87,3.40,5.71,0.55,2.68,,34.30,1.54,,"Gylle, kvæg Infarm",,,,,,,,,,
030211313,002,45.2,,7/12/2013,,2.51,1.62,5.89,0.25,2.76,,0.80,1.07,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,45.2,,,,2.51,1.62,5.89,0.25,2.76,,0.80,1.07,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,23.2,,1/1/2014,,3.03,3.72,6.51,0.28,1.91,,,2.95,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,23.2,,,,3.03,3.72,6.51,0.28,1.91,,,2.95,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,002,23.2,,,,3.03,3.72,6.51,0.28,1.91,,,2.95,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,52.4,,,,3.41,2.36,5.89,0.28,2.52,,1.13,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,52.4,,,,3.41,2.36,5.89,0.28,2.52,,1.13,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,52.4,,4/5/2013,,3.41,2.36,5.89,0.28,2.52,,1.13,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181515,001,,,1/1/2015,,3.82,3.33,7.56,0.46,3.51,,,2.30,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070631414,001,,,4/15/2014,,4.43,3.95,6.29,0.62,2.08,,,3.07,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181515,001,,,4/16/2015,,5.11,3.82,5.80,0.39,3.12,,,2.64,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181515,002,,,4/16/2015,,5.2,3.86,6.00,0.37,2.91,,,2.78,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,7/8/2013,,5.27,2.37,6.13,0.42,2.48,,1.84,1.34,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,,,5.27,2.37,6.13,0.42,2.48,,1.84,1.34,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,,,5.55,2.80,7.30,0.52,2.61,,2.33,1.63,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,,,5.55,2.80,7.30,0.52,2.61,,2.33,1.63,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,6/4/2013,,5.55,2.80,7.30,0.52,2.61,,2.33,1.63,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,5.6,2.98,5.97,0.43,2.18,,2.24,1.67,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,7/8/2013,,5.6,2.98,5.97,0.43,2.18,,2.24,1.67,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,5.6,2.98,5.97,0.43,2.18,,2.24,1.67,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181515,003,,,4/16/2015,,5.62,3.85,,0.38,2.81,,,2.73,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070601414,001,,,4/30/2014,,5.68,2.85,6.16,0.46,2.27,,,1.58,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,001,47.6,,,,5.71,2.86,7.14,0.45,2.28,,2.34,1.66,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,51.4,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211212,003,51.4,,,,5.72,2.82,7.12,0.37,2.52,,2.52,1.58,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,,,5.74,2.76,6.32,0.46,2.35,,2.18,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,6/4/2013,,5.74,2.76,6.32,0.46,2.35,,2.18,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211213,001,,,,,5.74,2.76,6.32,0.46,2.35,,2.18,1.62,,"Gylle, kvæg Markforsuring",,,,,,,,,,
070601414,002,,,4/3/2014,,5.98,2.82,6.48,0.39,2.09,,,1.56,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,17.9,,,,5.99,3.16,5.77,0.53,3.23,,2.28,2.13,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,17.9,,6/10/2013,,5.99,3.16,5.77,0.53,3.23,,2.28,2.13,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,002,17.9,,,,5.99,3.16,5.77,0.53,3.23,,2.28,2.13,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030291717,003,25,,3/10/2017,,6,3.40,,0.50,3.30,,,2.40,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,6/4/2013,,6.07,3.32,6.85,0.79,2.55,,2.55,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,6.07,3.32,6.85,0.79,2.55,,2.55,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211313,001,,,,,6.07,3.32,6.85,0.79,2.55,,2.55,1.94,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181717,001,,,,,6.13,4.80,6.80,0.80,3.49,,,3.46,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181717,002,,,,,6.13,4.80,6.80,0.80,3.49,,,3.46,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030181717,003,,,10/3/2017,,6.13,4.80,6.80,0.80,3.49,,,3.46,,"Gylle, kvæg Markforsuring",,,,,,,,,,
030211314,001,,,,,6.24,3.60,6.68,0.47,2.37,,,2.27,,"Gylle, kvæg Markforsuring",,,,,,,,,,
