"","ID","Ref","Year","Country","Place","AirTemperature","Rainfall","irrigation","SoilType","Clay","SoilpH","SoilCEC","Crop","FertiliserType","Application","Method","WaterPerDay","NH3loss","SD","Reps","Application.rate","Duration","SOC","Rain.72h","Wind.7d","Temp.7d","Residues","chk","NBPT.dose","NBPT.NH3loss","NBPT.dose.1","NBPT.NH3loss.1","NBPT.dose.2","NBPT.NH3loss.2","NBPT.dose.3","NBPT.NH3loss.3","NBPT.dose.4","NBPT.NH3loss.4","inhibitor","inhibitor.NH3.loss","inhibitor.dose","Notes","Fertiliser"
"502",508,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,8.2,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,5,NA,3,30,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38159","Urea+"
"503",509,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,8.2,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,7.1,NA,3,60,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38159","Urea+"
"504",510,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,8.2,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,5.5,NA,3,90,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38159","Urea+"
"505",511,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,8.2,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,4.5,NA,3,120,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38159","Urea+"
"506",512,"Chadwick et al 2005",2005,"UK","Outdoor",14.3,17.4,0,"Clay loam",35,8.2,33.1,"Cereal","zUrea","Broadcast","Windtunnel",0.83,5.5,NA,3,150,21,NA,NA,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38159","Urea+"
"543",565,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Broadcast","Ventilated chambers",NA,31.7,NA,1,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"544",566,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Broadcast","Ventilated chambers",NA,42,NA,1,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"545",567,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Broadcast","Ventilated chambers",NA,58.1,NA,1,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"546",568,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,1.2,NA,1,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"547",569,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"548",570,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,2.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"549",571,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,2.6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"550",572,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,3.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"551",573,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,4.8,5.6,"None","zUrea","Incorporated","Ventilated chambers",NA,4.8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"552",574,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Broadcast","Ventilated chambers",NA,30.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"553",575,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Broadcast","Ventilated chambers",NA,37.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"554",576,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Broadcast","Ventilated chambers",NA,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"555",577,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,0.9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"556",578,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"557",579,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,1.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"558",580,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,3.2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"559",581,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,4.3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"560",582,"da Silva et al. (1995)",1995,"Brazil","Lab",NA,NA,NA,NA,NA,6.1,4.7,"None","zUrea","Incorporated","Ventilated chambers",NA,7.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"565",587,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",33,110,NA,"Silt loam",16,6.1,15.1,"Grass","UAN","Injected","Ventilated chambers",1.549295775,1.1,NA,4,135,71,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAN"
"566",588,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",33,110,NA,"Silt loam",16,6.1,15.1,"Grass","UAN","Liquid","Ventilated chambers",1.549295775,1.5,NA,4,135,71,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAN"
"567",589,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",34,31,NA,"Silt loam",16,6.1,15.1,"Grass","UAN","Injected","Ventilated chambers",0.262711864,1.3,NA,4,135,118,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UAN"
"568",590,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",33,110,NA,"Silt loam",16,6.1,15.1,"Grass","zUrea","Broadcast","Ventilated chambers",1.549295775,3,NA,4,135,71,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"569",591,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",33,110,NA,"Silt loam",16,6.1,15.1,"Grass","zUrea","Broadcast","Ventilated chambers",1.549295775,6,NA,4,135,71,NA,NA,NA,NA,"y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"570",592,"Dattamudi et al (2016)",2016,"Brazil","Outdoor",34,31,NA,"Silt loam",16,6.1,15.1,"Grass","zUrea","Broadcast","Ventilated chambers",0.262711864,2.8,NA,4,135,118,NA,NA,NA,NA,"n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"590",616,"Drury et al (2017)",2017,"Canada","Outdoor",21.4,91,0,"Clay loam",37,6.4,13.5,"Maize","UAN","Injected","Windtunnel",3.25,31.6,NA,3,130,28,23.1,7.1,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"soil prop provided by the author","UAN"
"591",617,"Drury et al (2017)",2017,"Canada","Outdoor",24,85,0,"Clay loam",37,6.4,13.5,"Maize","UAN","Injected","Windtunnel",3.04,8.5,NA,3,130,28,23.1,1.5,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NBPT+DCD",-0.8,NA,"soil prop provided by the author","UAN"
"592",634,"Drury et al (2017)",2017,"Canada","Outdoor",21.4,91,0,"Clay loam",37,6.4,13.5,"Maize","zUrea","Broadcast","Windtunnel",3.25,68.1,NA,3,130,28,23.1,7.1,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NBPT+DCD",27.1,NA,"soil prop provided by the author","Urea+"
"593",635,"Drury et al (2017)",2017,"Canada","Outdoor",24,85,0,"Clay loam",37,6.4,13.5,"Maize","zUrea","Broadcast","Windtunnel",3.04,31,NA,3,130,28,23.1,1.5,NA,NA,"n","y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NBPT+DCD",8.2,NA,"soil prop provided by the author","Urea+"
"715",757,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,8,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"716",758,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,5.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,13,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"717",759,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,18,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"718",760,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,25,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"719",761,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,7,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,37,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"720",762,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,7.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,52,NA,2,112,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"721",763,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,17,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"722",764,"Ernst and Massey (1960)",1960,"USA","Lab",32,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,24,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"723",765,"Ernst and Massey (1960)",1960,"USA","Lab",23.8,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,15.5,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"724",766,"Ernst and Massey (1960)",1960,"USA","Lab",15.5,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,10,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"725",767,"Ernst and Massey (1960)",1960,"USA","Lab",7.2,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Broadcast","Ventilated chambers",NA,7,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"726",768,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,14.5,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"727",769,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,11.5,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"728",770,"Ernst and Massey (1960)",1960,"USA","Lab",NA,NA,NA,"Silt loam",15,6.5,NA,"None","zUrea","Incorporated","Ventilated chambers",NA,5,NA,2,112,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Urea+"
"762",804,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,"Clay",70,7.6,58,"None","AS","Incorporated","Ventilated chambers",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"763",805,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,"Clay",70,7.6,58,"None","AS","Incorporated","Ventilated chambers",NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"764",806,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,"Clay",70,7.6,58,"None","AS","Incorporated","Ventilated chambers",NA,33,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"765",807,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,"Clay",70,7.6,58,"None","AS","Broadcast","Ventilated chambers",NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"766",808,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,60,7.4,58,"None","AS","Broadcast","Ventilated chambers",NA,42,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"767",809,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,60,7.4,58,"None","AS","Broadcast","Ventilated chambers",NA,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"768",810,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,60,6.8,58,"None","AS","Broadcast","Ventilated chambers",NA,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"769",811,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,60,7,58,"None","AS","Broadcast","Ventilated chambers",NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"770",812,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,60,6.8,29,"None","AS","Broadcast","Ventilated chambers",NA,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"771",813,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,60,7,29,"None","AS","Broadcast","Ventilated chambers",NA,50,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"772",814,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"773",815,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,26,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"774",816,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"775",817,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"776",818,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,35,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"777",819,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"778",820,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"779",821,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,52,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"780",822,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Incorporated","Ventilated chambers",NA,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"781",823,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Broadcast","Ventilated chambers",NA,65,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"782",824,"Fenn and Kissel (1976)",1976,"USA","Lab",30,NA,NA,"silty clay loam",35,7.6,22,"None","AS","Broadcast","Ventilated chambers",NA,66,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"783",825,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,15,6.8,15,"None","AS","Broadcast","Ventilated chambers",NA,56,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"784",826,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,15,7,15,"None","AS","Broadcast","Ventilated chambers",NA,61,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"785",827,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,15,7.4,15,"None","AS","Broadcast","Ventilated chambers",NA,43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"786",828,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,15,7.4,15,"None","AS","Broadcast","Ventilated chambers",NA,48,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"787",829,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,15,7.4,15,"None","AS","Broadcast","Ventilated chambers",NA,38,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"788",830,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,15,7.4,15,"None","AS","Broadcast","Ventilated chambers",NA,53,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"789",831,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,9,6.8,9,"None","AS","Broadcast","Ventilated chambers",NA,63,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"790",832,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,9,7.1,9,"None","AS","Broadcast","Ventilated chambers",NA,57,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"791",833,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,9,7.4,9,"None","AS","Broadcast","Ventilated chambers",NA,54,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"792",834,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,9,7.4,9,"None","AS","Broadcast","Ventilated chambers",NA,64,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"793",835,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,9,7.4,9,"None","AS","Broadcast","Ventilated chambers",NA,45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"794",836,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,9,7.4,9,"None","AS","Broadcast","Ventilated chambers",NA,55,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"795",837,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,6,7.4,58,"None","AS","Broadcast","Ventilated chambers",NA,63,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"796",838,"Fenn and Kissel (1976)",1976,"USA","Lab",12,NA,NA,NA,6,7.6,58,"None","AS","Broadcast","Ventilated chambers",NA,64,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"797",839,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,6,7.4,6,"None","AS","Broadcast","Ventilated chambers",NA,60,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"798",840,"Fenn and Kissel (1976)",1976,"USA","Lab",32,NA,NA,NA,6,7.4,6,"None","AS","Broadcast","Ventilated chambers",NA,75,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
"799",841,"Fenn and Kissel (1976)",1976,"USA","Lab",22,NA,NA,NA,6,7.4,6,"None","AS","Broadcast","Ventilated chambers",NA,58,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ammonium+1"
